A;RTSALEDATA;210;20230828 01:12;VALNET;;;;;;;;;;;;;;;;;;;
B;210;2095636;1;20230828 01:12;;;871;NEW SOUTH HEAD RD;ROSE BAY;2029;467.9;M;20230524;20230823;12100000;R2;R;RESIDENCE;;ALR;;0;AT376269
C;210;2095636;1;20230828 01:12;2/235963;;;;;;;;;;;;;;;;;;
D;210;2095636;1;20230828 01:12;P;;;;;;;;;;;;;;;;;;
D;210;2095636;1;20230828 01:12;V;;;;;;;;;;;;;;;;;;
D;210;2095636;1;20230828 01:12;V;;;;;;;;;;;;;;;;;;
B;210;2100988;2;20230828 01:12;;6;1;SUTHERLAND CRES;DARLING POINT;2027;;;20230717;20230821;3850000;;R;RESIDENCE;6;;;0;AT370734
C;210;2100988;2;20230828 01:12;6/SP1243;;;;;;;;;;;;;;;;;;
D;210;2100988;2;20230828 01:12;P;;;;;;;;;;;;;;;;;;
D;210;2100988;2;20230828 01:12;V;;;;;;;;;;;;;;;;;;
B;210;2100988;3;20230828 01:12;;6;1;SUTHERLAND CRES;DARLING POINT;2027;;;20230717;20230821;3850000;;R;RESIDENCE;19;;;0;AT370734
C;210;2100988;3;20230828 01:12;19/SP1243;;;;;;;;;;;;;;;;;;
D;210;2100988;3;20230828 01:12;P;;;;;;;;;;;;;;;;;;
D;210;2100988;3;20230828 01:12;V;;;;;;;;;;;;;;;;;;
B;210;2103578;4;20230828 01:12;;10;100;WALLIS ST;WOOLLAHRA;2025;56;M;20230609;20230821;866000;;R;RESIDENCE;10;;;0;AT369380
C;210;2103578;4;20230828 01:12;10/SP10481;;;;;;;;;;;;;;;;;;
D;210;2103578;4;20230828 01:12;P;;;;;;;;;;;;;;;;;;
D;210;2103578;4;20230828 01:12;V;;;;;;;;;;;;;;;;;;
B;210;2098638;5;20230828 01:12;;;76 B;PADDINGTON ST;PADDINGTON;2021;145.4;M;20230613;20230823;5350000;R2;R;RESIDENCE;;ALE;;0;AT378963
C;210;2098638;5;20230828 01:12;1/1082081;;;;;;;;;;;;;;;;;;
