A;RTSALEDATA;251;20230619 01:10;VALNET;;;;;;;;;;;;;;;;;;;
B;251;2673274;1;20230619 01:10;;;473;CATHUNDRAL RD;TRANGIE;2823;265.6;H;20230530;20230613;2070000;RU1;3;FARM;;RRN;;0;AT165564
C;251;2673274;1;20230619 01:10;2/42155 3/755117;;;;;;;;;;;;;;;;;;
D;251;2673274;1;20230619 01:10;P;;;;;;;;;;;;;;;;;;
D;251;2673274;1;20230619 01:10;V;;;;;;;;;;;;;;;;;;
D;251;2673274;1;20230619 01:10;V;;;;;;;;;;;;;;;;;;
B;251;3201255;2;20230619 01:10;;;39;DANDALOO ST;NARROMINE;2821;1080;M;20230501;20230613;467000;E1;3;OFFICE;;NRB;;0;AT165968
C;251;3201255;2;20230619 01:10;1/1077812;;;;;;;;;;;;;;;;;;
D;251;3201255;2;20230619 01:10;P;;;;;;;;;;;;;;;;;;
D;251;3201255;2;20230619 01:10;P;;;;;;;;;;;;;;;;;;
D;251;3201255;2;20230619 01:10;V;;;;;;;;;;;;;;;;;;
D;251;3201255;2;20230619 01:10;V;;;;;;;;;;;;;;;;;;
Z;13;2;2;7;;;;;;;;;;;;;;;;;;;
