A;RTSALEDATA;143;20230626 01:09;VALNET;;;;;;;;;;;;;;;;;;;
B;143;3456888;1;20230626 01:09;;23;102;PARRAMATTA RD;HOMEBUSH;2140;;;20230505;20230616;580000;;R;RESIDENCE;23;;;0;AT179308
C;143;3456888;1;20230626 01:09;23/SP82262;;;;;;;;;;;;;;;;;;
D;143;3456888;1;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;3456888;1;20230626 01:09;V;;;;;;;;;;;;;;;;;;
D;143;3456888;1;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;3704264;2;20230626 01:09;BUILDING K;315;81;COURALLIE AVE;HOMEBUSH WEST;2140;109;M;20230601;20230616;558000;;R;RESIDENCE;1103;;;0;AT180167
C;143;3704264;2;20230626 01:09;1103/SP97920;;;;;;;;;;;;;;;;;;
D;143;3704264;2;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;3704264;2;20230626 01:09;V;;;;;;;;;;;;;;;;;;
D;143;3704264;2;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;4229661;3;20230626 01:09;;15;25;SMALLWOOD AVE;HOMEBUSH;2140;76;M;20230505;20230616;500000;;R;RESIDENCE;15;;;0;AT181600
C;143;4229661;3;20230626 01:09;15/SP99938;;;;;;;;;;;;;;;;;;
D;143;4229661;3;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;4229661;3;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;2920592;4;20230626 01:09;;147;14;STATION ST;HOMEBUSH;2140;;;20230506;20230619;650000;;R;RESIDENCE;147;;;0;AT185617
C;143;2920592;4;20230626 01:09;147/SP69526;;;;;;;;;;;;;;;;;;
D;143;2920592;4;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;2920592;4;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;2920592;4;20230626 01:09;V;;;;;;;;;;;;;;;;;;
D;143;2920592;4;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;3527387;5;20230626 01:09;;37;23;HORNSEY RD;HOMEBUSH WEST;2140;;;20230424;20230616;680000;;R;RESIDENCE;37;;;0;AT183297
C;143;3527387;5;20230626 01:09;37/SP83758;;;;;;;;;;;;;;;;;;
D;143;3527387;5;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;3527387;5;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;3527387;5;20230626 01:09;V;;;;;;;;;;;;;;;;;;
D;143;3527387;5;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;1550909;6;20230626 01:09;;4;6;BURLINGTON RD;HOMEBUSH;2140;;;20230506;20230619;615000;;R;RESIDENCE;4;;;0;AT184550
C;143;1550909;6;20230626 01:09;4/SP5673;;;;;;;;;;;;;;;;;;
D;143;1550909;6;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;1550909;6;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;1550909;6;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;1550909;6;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;1554167;7;20230626 01:09;;3;20;HORNSEY RD;HOMEBUSH WEST;2140;;;20230505;20230616;535000;;R;RESIDENCE;3;;;0;AT179890
C;143;1554167;7;20230626 01:09;3/SP4849;;;;;;;;;;;;;;;;;;
D;143;1554167;7;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;1554167;7;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;1554167;7;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;3704264;8;20230626 01:09;BUILDING Q;2;81;COURALLIE AVE;HOMEBUSH WEST;2140;80;M;20230511;20230622;475000;;R;RESIDENCE;727;;;0;AT197229
C;143;3704264;8;20230626 01:09;727/SP94199;;;;;;;;;;;;;;;;;;
D;143;3704264;8;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;3704264;8;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;4278731;9;20230626 01:09;;102;43;LOFTUS CRES;HOMEBUSH;2140;76;M;20230501;20230616;590000;;R;RESIDENCE;10;;;0;AT182768
C;143;4278731;9;20230626 01:09;10/SP101001;;;;;;;;;;;;;;;;;;
D;143;4278731;9;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;4278731;9;20230626 01:09;V;;;;;;;;;;;;;;;;;;
B;143;4291510;10;20230626 01:09;;512;218;PARRAMATTA RD;HOMEBUSH;2140;108;M;20230508;20230619;670000;;R;RESIDENCE;66;;;0;AT185034
C;143;4291510;10;20230626 01:09;66/SP101074;;;;;;;;;;;;;;;;;;
D;143;4291510;10;20230626 01:09;P;;;;;;;;;;;;;;;;;;
D;143;4291510;10;20230626 01:09;V;;;;;;;;;;;;;;;;;;
Z;51;10;10;29;;;;;;;;;;;;;;;;;;;
