A;RTSALEDATA;090;20230508 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;090;4205410;1;20230508 01:08;;903 C;6;NANCARROW AVE;RYDE;2112;;;20230321;20230502;1070000;;R;RESIDENCE;112;;;0;AT52115
C;090;4205410;1;20230508 01:08;112/SP97600;;;;;;;;;;;;;;;;;;
D;090;4205410;1;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;4205410;1;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;4205410;1;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;4205410;1;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;4205673;2;20230508 01:08;;1201 B;12;NANCARROW AVE;RYDE;2112;69;M;20230418;20230504;660000;;R;RESIDENCE;152;;;0;AT60412
C;090;4205673;2;20230508 01:08;152/SP97601;;;;;;;;;;;;;;;;;;
D;090;4205673;2;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;4205673;2;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;4187133;3;20230508 01:08;;610;20;NANCARROW AVE;MEADOWBANK;2114;;;20230320;20230501;842500;;R;RESIDENCE;102;;;0;AT49298
C;090;4187133;3;20230508 01:08;102/SP98937;;;;;;;;;;;;;;;;;;
D;090;4187133;3;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;4187133;3;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;4187133;3;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;4187133;4;20230508 01:08;;701;20;NANCARROW AVE;MEADOWBANK;2114;;;20230329;20230502;730000;;R;RESIDENCE;107;;;0;AT52287
C;090;4187133;4;20230508 01:08;107/SP98937;;;;;;;;;;;;;;;;;;
D;090;4187133;4;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;4187133;4;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;865886;5;20230508 01:08;;2;31;CLERMONT AVE;RYDE;2112;;;20230317;20230428;1410000;;R;RESIDENCE;2;;;0;AT43658
C;090;865886;5;20230508 01:08;2/SP44076;;;;;;;;;;;;;;;;;;
D;090;865886;5;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;865886;5;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;865886;5;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;865886;5;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;871242;6;20230508 01:08;;9;34;ETHEL ST;EASTWOOD;2122;;;20230331;20230428;550000;;R;RESIDENCE;9;;;0;AT42458
C;090;871242;6;20230508 01:08;9/SP2839;;;;;;;;;;;;;;;;;;
D;090;871242;6;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;871242;6;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;884823;7;20230508 01:08;;;90;PARKLANDS RD;NORTH RYDE;2113;499.5;M;20230318;20230501;2053000;R2;R;RESIDENCE;;EA2;;0;AT49993
C;090;884823;7;20230508 01:08;20/27219;;;;;;;;;;;;;;;;;;
D;090;884823;7;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;884823;7;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;884823;7;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;866065;8;20230508 01:08;;;8;COBHAM AVE;MELROSE PARK;2114;577.81;M;20230203;20230504;2660000;R2;R;RESIDENCE;;EQ1;;0;AT58521
C;090;866065;8;20230508 01:08;191/15965;;;;;;;;;;;;;;;;;;
D;090;866065;8;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;866065;8;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;866065;8;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;866065;8;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;884961;9;20230508 01:08;;;24;PATRICIA ST;MARSFIELD;2122;784.1;M;20221126;20230501;2550000;R2;R;RESIDENCE;;EAD;;0;AT48395
C;090;884961;9;20230508 01:08;15/36746;;;;;;;;;;;;;;;;;;
D;090;884961;9;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;884961;9;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;884961;9;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;879630;10;20230508 01:08;;5;6;LOVELL RD;EASTWOOD;2122;;;20230218;20230428;970000;;R;RESIDENCE;5;;;0;AT42907
C;090;879630;10;20230508 01:08;5/SP4866;;;;;;;;;;;;;;;;;;
D;090;879630;10;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;879630;10;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;879630;10;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;871776;11;20230508 01:08;;;18 A;FARRINGTON PDE;NORTH RYDE;2113;575.4;M;20230304;20230501;2850000;R2;R;RESIDENCE;;EA2;;0;AT50606
C;090;871776;11;20230508 01:08;586/28915;;;;;;;;;;;;;;;;;;
D;090;871776;11;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;871776;11;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;871776;11;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;871776;11;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;885561;12;20230508 01:08;;;4 A;PERCY ST;GLADESVILLE;2111;393.1;M;20230317;20230428;1880000;R2;R;RESIDENCE;;EJ2;;0;AT44103
C;090;885561;12;20230508 01:08;2/861532;;;;;;;;;;;;;;;;;;
D;090;885561;12;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;885561;12;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;874925;13;20230508 01:08;;6;13;HARVARD ST;GLADESVILLE;2111;;;20230323;20230504;642500;;R;RESIDENCE;6;;;0;AT59989
C;090;874925;13;20230508 01:08;6/SP4188;;;;;;;;;;;;;;;;;;
D;090;874925;13;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;874925;13;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;874925;13;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;874925;13;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;888544;14;20230508 01:08;;;17;RUGBY RD;MARSFIELD;2122;720.8;M;20230428;20230503;2150000;R2;R;RESIDENCE;;EZD;;0;AT54712
C;090;888544;14;20230508 01:08;6/234695;;;;;;;;;;;;;;;;;;
D;090;888544;14;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;888544;14;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;888815;15;20230508 01:08;;;130;RYDE RD;GLADESVILLE;2111;999.1;M;20221028;20230501;3200000;R2;R;RESIDENCE;;RED;;0;AT48657
C;090;888815;15;20230508 01:08;A/420590;;;;;;;;;;;;;;;;;;
D;090;888815;15;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;888815;15;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;864764;16;20230508 01:08;;8;1;CARLISLE CL;MACQUARIE PARK;2113;;;20230321;20230503;695000;;R;RESIDENCE;8;;;0;AT54372
C;090;864764;16;20230508 01:08;8/SP8982;;;;;;;;;;;;;;;;;;
D;090;864764;16;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;864764;16;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;864764;16;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;891751;17;20230508 01:08;;;96;TENNYSON RD;TENNYSON POINT;2111;809.4;M;20230323;20230504;5300000;R2;R;RESIDENCE;;RSD;;0;AT58263
C;090;891751;17;20230508 01:08;10/13/2166;;;;;;;;;;;;;;;;;;
D;090;891751;17;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;891751;17;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;891751;17;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;867489;18;20230508 01:08;;38;140;CRIMEA RD;MARSFIELD;2122;;;20230317;20230428;843000;;R;RESIDENCE;38;;;0;AT44711
C;090;867489;18;20230508 01:08;38/SP16791;;;;;;;;;;;;;;;;;;
D;090;867489;18;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;867489;18;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;875667;19;20230508 01:08;;3;116;HERRING RD;MACQUARIE PARK;2113;;;20230302;20230501;768000;;R;RESIDENCE;3;;;0;AT48729
C;090;875667;19;20230508 01:08;3/SP9577;;;;;;;;;;;;;;;;;;
D;090;875667;19;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;875667;19;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;886381;20;20230508 01:08;;4;14;PRICE ST;RYDE;2112;;;20230317;20230428;800000;;R;RESIDENCE;4;;;0;AT45740
C;090;886381;20;20230508 01:08;4/SP4998;;;;;;;;;;;;;;;;;;
D;090;886381;20;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;886381;20;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;886381;20;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;886381;20;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;878449;21;20230508 01:08;;15;19;LANE COVE RD;RYDE;2112;;;20230321;20230502;530000;;R;RESIDENCE;15;;;0;AT52282
C;090;878449;21;20230508 01:08;15/SP8304;;;;;;;;;;;;;;;;;;
D;090;878449;21;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;878449;21;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;892016;22;20230508 01:08;;;23;THELMA ST;MARSFIELD;2122;613.4;M;20230311;20230428;2225000;R2;R;RESIDENCE;;EZ2;;0;AT45714
C;090;892016;22;20230508 01:08;19/232935;;;;;;;;;;;;;;;;;;
D;090;892016;22;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;892016;22;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;090;892016;22;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;090;892016;22;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;090;870618;23;20230508 01:08;;;15;EILEEN ST;RYDE;2112;562.8;M;20230318;20230504;1920000;R2;R;RESIDENCE;;EF2;;0;AT58518
C;090;870618;23;20230508 01:08;12/24598;;;;;;;;;;;;;;;;;;
