A;RTSALEDATA;210;20230220 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;210;2090661;1;20230220 01:08;;;109;JERSEY RD;WOOLLAHRA;2025;164.4;M;20230105;20230215;5000000;R2;R;RESIDENCE;;ALO;;0;AS861024
C;210;2090661;1;20230220 01:08;1, 2/1038608;;;;;;;;;;;;;;;;;;
D;210;2090661;1;20230220 01:08;P;;;;;;;;;;;;;;;;;;
D;210;2090661;1;20230220 01:08;V;;;;;;;;;;;;;;;;;;
D;210;2090661;1;20230220 01:08;V;;;;;;;;;;;;;;;;;;
B;210;2104967;2;20230220 01:08;;;4;WOLSELEY RD;POINT PIPER;2027;569;M;20221014;20230214;15000000;R3;R;RESIDENCE;;AMC;;0;AS857607
C;210;2104967;2;20230220 01:08;2/541968;;;;;;;;;;;;;;;;;;
D;210;2104967;2;20230220 01:08;P;;;;;;;;;;;;;;;;;;
D;210;2104967;2;20230220 01:08;V;;;;;;;;;;;;;;;;;;
B;210;2083360;3;20230220 01:08;;2 E;3;DARLING POINT RD;DARLING POINT;2027;;;20230120;20230210;1375000;;R;RESIDENCE;10;;;0;AS851411
C;210;2083360;3;20230220 01:08;10/SP4680;;;;;;;;;;;;;;;;;;
D;210;2083360;3;20230220 01:08;P;;;;;;;;;;;;;;;;;;
D;210;2083360;3;20230220 01:08;V;;;;;;;;;;;;;;;;;;
B;210;2102032;4;20230220 01:08;;26;6;TRELAWNEY ST;WOOLLAHRA;2025;131;M;20221130;20230214;2900000;;R;RESIDENCE;26;;;0;AS857571
C;210;2102032;4;20230220 01:08;26/SP3122;;;;;;;;;;;;;;;;;;
D;210;2102032;4;20230220 01:08;P;;;;;;;;;;;;;;;;;;
D;210;2102032;4;20230220 01:08;V;;;;;;;;;;;;;;;;;;
D;210;2102032;4;20230220 01:08;V;;;;;;;;;;;;;;;;;;
B;210;2086431;5;20230220 01:08;;7;351 A;EDGECLIFF RD;EDGECLIFF;2027;153.3;M;20221117;20230215;2150000;;R;RESIDENCE;7;;;0;AS862795
C;210;2086431;5;20230220 01:08;7/SP3380;;;;;;;;;;;;;;;;;;
D;210;2086431;5;20230220 01:08;P;;;;;;;;;;;;;;;;;;
D;210;2086431;5;20230220 01:08;V;;;;;;;;;;;;;;;;;;
B;210;2102298;6;20230220 01:08;;;215;UNDERWOOD ST;PADDINGTON;2021;111;M;20221027;20230213;2300000;R2;R;RESIDENCE;;ALE;;0;AS855169
C;210;2102298;6;20230220 01:08;3/560883;;;;;;;;;;;;;;;;;;
D;210;2102298;6;20230220 01:08;P;;;;;;;;;;;;;;;;;;
D;210;2102298;6;20230220 01:08;V;;;;;;;;;;;;;;;;;;
B;210;2089511;7;20230220 01:08;;;5;HARGRAVE LANE;PADDINGTON;2021;95;M;20221020;20230216;2360000;R2;R;RESIDENCE;;ALE;;0;AS863956
C;210;2089511;7;20230220 01:08;2/554500;;;;;;;;;;;;;;;;;;
D;210;2089511;7;20230220 01:08;P;;;;;;;;;;;;;;;;;;
