A;RTSALEDATA;148;20230925 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;148;1654743;1;20230925 01:06;;;75;PACIFIC HEIGHTS DR;CUMBALUM;2478;8940;M;20230821;20230915;1900000;RU1;R;RESIDENCE;;RHS;;0;AT443968
C;148;1654743;1;20230925 01:06;6/827352;;;;;;;;;;;;;;;;;;
D;148;1654743;1;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1654743;1;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1654743;1;20230925 01:06;V;;;;;;;;;;;;;;;;;;
B;148;1646757;2;20230925 01:06;;;68;NORTON ST;BALLINA;2478;480.6;M;20230524;20230915;440000;R3;R;RESIDENCE;;DBE;;0;AT443984
C;148;1646757;2;20230925 01:06;9/2/1705;;;;;;;;;;;;;;;;;;
D;148;1646757;2;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1646757;2;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1646757;2;20230925 01:06;V;;;;;;;;;;;;;;;;;;
D;148;1646757;2;20230925 01:06;V;;;;;;;;;;;;;;;;;;
D;148;1646757;2;20230925 01:06;V;;;;;;;;;;;;;;;;;;
B;148;1647002;3;20230925 01:06;;;486;RIVER ST;WEST BALLINA;2478;2447;M;20230209;20230406;6000;E3;V;VACANT LAND;;ECF;BVP;0;AS992102
C;148;1647002;3;20230925 01:06;123, 123/31154 201, 201/226033 2, 2/549702 LOT 2 DP 549702 LOT 123 DP ;;;;;;;;;;;;;;;;;;
C;148;1647002;3;20230925 01:06;31154 & LOT201 DP 226033;;;;;;;;;;;;;;;;;;
D;148;1647002;3;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1647002;3;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1647002;3;20230925 01:06;P;;;;;;;;;;;;;;;;;;
B;148;1644670;4;20230925 01:06;;;8;EYLES DR;EAST BALLINA;2478;1026;M;20230901;20230915;958000;R2;R;RESIDENCE;;AAE;;0;AT441628
C;148;1644670;4;20230925 01:06;208/263627;;;;;;;;;;;;;;;;;;
D;148;1644670;4;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1644670;4;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1644670;4;20230925 01:06;V;;;;;;;;;;;;;;;;;;
D;148;1644670;4;20230925 01:06;V;;;;;;;;;;;;;;;;;;
B;148;1655609;5;20230925 01:06;;;4 A;ALBERT PL;ALSTONVILLE;2477;300;M;20230818;20230918;662000;R2;R;RESIDENCE;;ADR;;0;AT446352
C;148;1655609;5;20230925 01:06;142/838486;;;;;;;;;;;;;;;;;;
D;148;1655609;5;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1655609;5;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1655609;5;20230925 01:06;V;;;;;;;;;;;;;;;;;;
B;148;1642500;6;20230925 01:06;;;4;AZURE ST;EAST BALLINA;2478;458.1;M;20230801;20230920;3150000;R3;R;RESIDENCE;;DEC;;0;AT453622
C;148;1642500;6;20230925 01:06;2/746750;;;;;;;;;;;;;;;;;;
D;148;1642500;6;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1642500;6;20230925 01:06;P;;;;;;;;;;;;;;;;;;
D;148;1642500;6;20230925 01:06;V;;;;;;;;;;;;;;;;;;
