A;RTSALEDATA;270;20231002 01:07;VALNET;;;;;;;;;;;;;;;;;;;
B;270;536094;1;20231002 01:07;;;360;ELAROO LANE;COLEAMBALLY;2707;213.3;H;20230518;20230926;1820000;RU1;3;FARM;;RA1;;0;AT471146
C;270;536094;1;20231002 01:07;121, 122/756458;;;;;;;;;;;;;;;;;;
D;270;536094;1;20231002 01:07;P;;;;;;;;;;;;;;;;;;
D;270;536094;1;20231002 01:07;P;;;;;;;;;;;;;;;;;;
D;270;536094;1;20231002 01:07;V;;;;;;;;;;;;;;;;;;
D;270;536094;1;20231002 01:07;V;;;;;;;;;;;;;;;;;;
B;270;536097;2;20231002 01:07;;;;ELAROO LANE;COLEAMBALLY;2707;100.8;H;20230518;20230926;1820000;RU1;3;FARM;;RA1;;0;AT471146
C;270;536097;2;20231002 01:07;120/756458;;;;;;;;;;;;;;;;;;
D;270;536097;2;20231002 01:07;P;;;;;;;;;;;;;;;;;;
D;270;536097;2;20231002 01:07;P;;;;;;;;;;;;;;;;;;
D;270;536097;2;20231002 01:07;V;;;;;;;;;;;;;;;;;;
D;270;536097;2;20231002 01:07;V;;;;;;;;;;;;;;;;;;
B;270;548105;3;20231002 01:07;;;266;BRITTS RD;DARLINGTON POINT;2706;218.8;H;20230829;20230928;450000;RU1;3;FARM;;RRI;;0;AT477789
C;270;548105;3;20231002 01:07;169/750908;;;;;;;;;;;;;;;;;;
D;270;548105;3;20231002 01:07;P;;;;;;;;;;;;;;;;;;
D;270;548105;3;20231002 01:07;P;;;;;;;;;;;;;;;;;;
D;270;548105;3;20231002 01:07;V;;;;;;;;;;;;;;;;;;
Z;19;3;3;11;;;;;;;;;;;;;;;;;;;
