A;RTSALEDATA;243;20230327 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;243;4474158;1;20230327 01:06;;;;MAUDE RD;MAUDE;2711;13.78;H;20220714;20221124;15895;;V;VACANT LAND;;;;0;AS671432
C;243;4474158;1;20230327 01:06;PT 6/1287310;;;;;;;;;;;;;;;;;;
D;243;4474158;1;20230327 01:06;P;;;;;;;;;;;;;;;;;;
D;243;4474158;1;20230327 01:06;V;;;;;;;;;;;;;;;;;;
B;243;4475102;2;20230327 01:06;;;;LACHLAN VALLEY WAY;BOOLIGAL;2711;73.268;H;20220506;20230220;15860;;V;VACANT LAND;;;;0;AS899032
C;243;4475102;2;20230327 01:06;PT 10, 11/1286576;;;;;;;;;;;;;;;;;;
D;243;4475102;2;20230327 01:06;P;;;;;;;;;;;;;;;;;;
D;243;4475102;2;20230327 01:06;V;;;;;;;;;;;;;;;;;;
B;243;4475110;3;20230327 01:06;PART MUNGADAL;;;STURT HWY;HAY SOUTH;2711;2007;H;20221006;20230317;4000000;;3;FARM;;;;0;AS935663
C;243;4475110;3;20230327 01:06;1/1287446;;;;;;;;;;;;;;;;;;
D;243;4475110;3;20230327 01:06;P;;;;;;;;;;;;;;;;;;
D;243;4475110;3;20230327 01:06;P;;;;;;;;;;;;;;;;;;
D;243;4475110;3;20230327 01:06;V;;;;;;;;;;;;;;;;;;
Z;15;3;3;7;;;;;;;;;;;;;;;;;;;
