A;RTSALEDATA;243;20230626 01:11;VALNET;;;;;;;;;;;;;;;;;;;
B;243;4482564;1;20230626 01:11;;;1284;ALMA RD;BOOLIGAL;2711;2929.71;H;20220908;20230124;5934785;RU1;3;FARM;;RRW;;0;AS810761
C;243;4482564;1;20230626 01:11;31, 32/756645 43, 49, 52/756646 5607/768507 Western Land Lease 10937 W;;;;;;;;;;;;;;;;;;
C;243;4482564;1;20230626 01:11;estern Land Lease 934;;;;;;;;;;;;;;;;;;
D;243;4482564;1;20230626 01:11;P;;;;;;;;;;;;;;;;;;
D;243;4482564;1;20230626 01:11;V;;;;;;;;;;;;;;;;;;
B;243;4482565;2;20230626 01:11;;;1284;ALMA RD;BOOLIGAL;2711;3949.4;H;20220908;20230124;5934785;RU1;3;FARM;;RRW;;0;AS810760
C;243;4482565;2;20230626 01:11;1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 24,;;;;;;;;;;;;;;;;;;
C;243;4482565;2;20230626 01:11; 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 44, 45, 46, 47, 48, 50, 5;;;;;;;;;;;;;;;;;;
C;243;4482565;2;20230626 01:11;1, 53, 57/756646;;;;;;;;;;;;;;;;;;
D;243;4482565;2;20230626 01:11;P;;;;;;;;;;;;;;;;;;
D;243;4482565;2;20230626 01:11;V;;;;;;;;;;;;;;;;;;
Z;13;2;5;4;;;;;;;;;;;;;;;;;;;
