A;RTSALEDATA;217;20231211 01:07;VALNET;;;;;;;;;;;;;;;;;;;
B;217;3470046;1;20231211 01:07;;;9;GARDINER CRES;ELDERSLIE;2570;460.4;M;20230930;20231201;937500;R1;R;RESIDENCE;;AUA;;0;AT656445
C;217;3470046;1;20231211 01:07;11/1129377;;;;;;;;;;;;;;;;;;
D;217;3470046;1;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;3470046;1;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;3470046;1;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;217;3470046;1;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;217;4162032;2;20231211 01:07;;;6;LILLYDALE AVE;GLEDSWOOD HILLS;2557;250.8;M;20231027;20231204;900000;R1;R;RESIDENCE;;GCJ;;0;AT659239
C;217;4162032;2;20231211 01:07;8/271107;;;;;;;;;;;;;;;;;;
D;217;4162032;2;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;4162032;2;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;4162032;2;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;217;4162032;2;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;217;4207800;3;20231211 01:07;;;15;SPICE ST;GLEDSWOOD HILLS;2557;400;M;20230919;20231204;1050000;R1;R;RESIDENCE;;GCJ;;0;AT657081
C;217;4207800;3;20231211 01:07;4021/1243918;;;;;;;;;;;;;;;;;;
D;217;4207800;3;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;4207800;3;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;4207800;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;217;4207800;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;217;2981408;4;20231211 01:07;;4;1;MURRAY ST;CAMDEN;2570;;;20231125;20231201;630000;;3;SHOP;4;;;0;AT652059
C;217;2981408;4;20231211 01:07;4/SP70079;;;;;;;;;;;;;;;;;;
D;217;2981408;4;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;2981408;4;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;217;3536681;5;20231211 01:07;;;3;BEECHEY CCT;ORAN PARK;2570;514.6;M;20231009;20231204;1035000;R1;R;RESIDENCE;;GCA;;0;AT660412
C;217;3536681;5;20231211 01:07;1116/1149188;;;;;;;;;;;;;;;;;;
D;217;3536681;5;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;3536681;5;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;217;3536681;5;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;217;3536681;5;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;217;3536681;5;20231211 01:07;V;;;;;;;;;;;;;;;;;;
