A;RTSALEDATA;088;20230213 01:05;VALNET;;;;;;;;;;;;;;;;;;;
D;088;793894;9;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793894;9;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793894;10;20230213 01:05;;5;11;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1999324;;R;RESIDENCE;5;;;0;AS844840
C;088;793894;10;20230213 01:05;5/SP8435;;;;;;;;;;;;;;;;;;
D;088;793894;10;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793894;10;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793894;11;20230213 01:05;;6;11;PREMIER ST;NEUTRAL BAY;2089;;;20230201;20230207;1500000;;R;RESIDENCE;6;;;0;AS844833
C;088;793894;11;20230213 01:05;6/SP8435;;;;;;;;;;;;;;;;;;
D;088;793894;11;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793894;11;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793894;12;20230213 01:05;;1;11;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1435412;;R;RESIDENCE;1;;;0;AS844822
C;088;793894;12;20230213 01:05;1/SP8435;;;;;;;;;;;;;;;;;;
D;088;793894;12;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793894;12;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793902;13;20230213 01:05;;2;7;PREMIER ST;NEUTRAL BAY;2089;;;20221228;20230207;1050000;;R;RESIDENCE;2;;;0;AS844847
C;088;793902;13;20230213 01:05;2/SP12232;;;;;;;;;;;;;;;;;;
D;088;793902;13;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793902;13;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793902;14;20230213 01:05;;3;7;PREMIER ST;NEUTRAL BAY;2089;;;20221228;20230207;1050000;;R;RESIDENCE;3;;;0;AS844885
C;088;793902;14;20230213 01:05;3/SP12232;;;;;;;;;;;;;;;;;;
D;088;793902;14;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793902;14;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793902;15;20230213 01:05;;4;7;PREMIER ST;NEUTRAL BAY;2089;;;20221228;20230207;1050000;;R;RESIDENCE;4;;;0;AS844851
C;088;793902;15;20230213 01:05;4/SP12232;;;;;;;;;;;;;;;;;;
D;088;793902;15;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793902;15;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793902;16;20230213 01:05;;5;7;PREMIER ST;NEUTRAL BAY;2089;;;20221228;20230207;1050000;;R;RESIDENCE;5;;;0;AS844854
C;088;793902;16;20230213 01:05;5/SP12232;;;;;;;;;;;;;;;;;;
D;088;793902;16;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793902;16;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793902;17;20230213 01:05;;7;7;PREMIER ST;NEUTRAL BAY;2089;;;20221228;20230207;1000000;;R;RESIDENCE;7;;;0;AS844857
C;088;793902;17;20230213 01:05;7/SP12232;;;;;;;;;;;;;;;;;;
D;088;793902;17;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793902;17;20230213 01:05;V;;;;;;;;;;;;;;;;;;
D;088;793902;17;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793902;18;20230213 01:05;;1;7;PREMIER ST;NEUTRAL BAY;2089;;;20221228;20230207;1050000;;R;RESIDENCE;1;;;0;AS844844
C;088;793902;18;20230213 01:05;1/SP12232;;;;;;;;;;;;;;;;;;
D;088;793902;18;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793902;18;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;799442;19;20230213 01:05;;16;21;WAIWERA ST;LAVENDER BAY;2060;;;20221206;20230209;1100000;;R;RESIDENCE;16;;;0;AS848736
C;088;799442;19;20230213 01:05;16/SP18433;;;;;;;;;;;;;;;;;;
D;088;799442;19;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;799442;19;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;799442;19;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;797387;20;20230213 01:05;;3;70;SHIRLEY RD;WOLLSTONECRAFT;2065;;;20221208;20230203;1310000;;R;RESIDENCE;3;;;0;AS835536
C;088;797387;20;20230213 01:05;3/SP297;;;;;;;;;;;;;;;;;;
D;088;797387;20;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;797387;20;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;797387;20;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;797387;21;20230213 01:05;;3;70;SHIRLEY RD;WOLLSTONECRAFT;2065;;;20221208;20230203;1310000;;R;RESIDENCE;18;;;0;AS835536
C;088;797387;21;20230213 01:05;18/SP297;;;;;;;;;;;;;;;;;;
D;088;797387;21;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;797387;21;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;797387;21;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;790510;22;20230213 01:05;;6;88;MILSON RD;CREMORNE POINT;2090;;;20220713;20230203;3150000;;R;RESIDENCE;6;;;0;AS838526
C;088;790510;22;20230213 01:05;6/SP2870;;;;;;;;;;;;;;;;;;
D;088;790510;22;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;790510;22;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;790510;22;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;23;20230213 01:05;;1;9;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1281000;;R;RESIDENCE;1;;;0;AS844882
C;088;793901;23;20230213 01:05;1/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;23;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;23;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;24;20230213 01:05;;2;9;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1372500;;R;RESIDENCE;2;;;0;AS844876
C;088;793901;24;20230213 01:05;2/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;24;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;24;20230213 01:05;V;;;;;;;;;;;;;;;;;;
D;088;793901;24;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;25;20230213 01:05;;3;9;PREMIER ST;NEUTRAL BAY;2089;;;20230116;20230207;1700000;;R;RESIDENCE;3;;;0;AS844872
C;088;793901;25;20230213 01:05;3/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;25;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;25;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;26;20230213 01:05;;4;9;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1372500;;R;RESIDENCE;4;;;0;AS844860
C;088;793901;26;20230213 01:05;4/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;26;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;26;20230213 01:05;V;;;;;;;;;;;;;;;;;;
D;088;793901;26;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;27;20230213 01:05;;5;9;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1372500;;R;RESIDENCE;5;;;0;AS844868
C;088;793901;27;20230213 01:05;5/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;27;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;27;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;28;20230213 01:05;;6;9;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1189500;;R;RESIDENCE;6;;;0;AS844818
C;088;793901;28;20230213 01:05;6/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;28;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;28;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;793901;29;20230213 01:05;;7;9;PREMIER ST;NEUTRAL BAY;2089;;;20221229;20230207;1189500;;R;RESIDENCE;7;;;0;AS844837
C;088;793901;29;20230213 01:05;7/SP64663;;;;;;;;;;;;;;;;;;
D;088;793901;29;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;793901;29;20230213 01:05;V;;;;;;;;;;;;;;;;;;
B;088;4411967;30;20230213 01:05;;501;20;PREMIER ST;NEUTRAL BAY;2089;215;M;20221203;20230203;4700000;;R;RESIDENCE;19;;;0;AS837008
C;088;4411967;30;20230213 01:05;19/SP103595;;;;;;;;;;;;;;;;;;
D;088;4411967;30;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;4411967;30;20230213 01:05;P;;;;;;;;;;;;;;;;;;
D;088;4411967;30;20230213 01:05;V;;;;;;;;;;;;;;;;;;
D;088;4411967;30;20230213 01:05;V;;;;;;;;;;;;;;;;;;
Z;136;30;30;74;;;;;;;;;;;;;;;;;;;
