A;RTSALEDATA;560;20230501 01:23;VALNET;;;;;;;;;;;;;;;;;;;
B;560;4480937;1;20230501 01:23;;;;COACH RD;CULCAIRN;2660;1.03;H;20230210;20230223;7836;;V;VACANT LAND;;;;0;AS967557
C;560;4480937;1;20230501 01:23;1/1292695;;;;;;;;;;;;;;;;;;
D;560;4480937;1;20230501 01:23;P;;;;;;;;;;;;;;;;;;
D;560;4480937;1;20230501 01:23;V;;;;;;;;;;;;;;;;;;
B;560;4480938;2;20230501 01:23;;;;COACH RD;CULCAIRN;2660;1.434;H;20230210;20230223;7836;;V;VACANT LAND;;;;0;AS967557
C;560;4480938;2;20230501 01:23;2/1292695;;;;;;;;;;;;;;;;;;
D;560;4480938;2;20230501 01:23;P;;;;;;;;;;;;;;;;;;
D;560;4480938;2;20230501 01:23;V;;;;;;;;;;;;;;;;;;
D;560;4480938;2;20230501 01:23;V;;;;;;;;;;;;;;;;;;
Z;11;2;2;5;;;;;;;;;;;;;;;;;;;
