A;RTSALEDATA;137;20230814 01:09;VALNET;;;;;;;;;;;;;;;;;;;
B;137;4160064;1;20230814 01:09;;2;94;LIVERPOOL RD;BURWOOD HEIGHTS;2136;123;M;20230627;20230808;666000;;R;RESIDENCE;2;;;0;AT333372
C;137;4160064;1;20230814 01:09;2/SP95033;;;;;;;;;;;;;;;;;;
D;137;4160064;1;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4160064;1;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4160064;1;20230814 01:09;V;;;;;;;;;;;;;;;;;;
D;137;4160064;1;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;4167214;2;20230814 01:09;;13;79;LIVERPOOL RD;BURWOOD;2134;40;M;20230628;20230809;435000;;R;RESIDENCE;12;;;0;AT336491
C;137;4167214;2;20230814 01:09;12/SP98508;;;;;;;;;;;;;;;;;;
D;137;4167214;2;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4167214;2;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;3077717;3;20230814 01:09;;37;320 A;LIVERPOOL RD;ENFIELD;2136;;;20230625;20230809;750000;;R;RESIDENCE;37;;;0;AT337848
C;137;3077717;3;20230814 01:09;37/SP72426;;;;;;;;;;;;;;;;;;
D;137;3077717;3;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;3077717;3;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;3610447;4;20230814 01:09;;502 C;1;ELSIE ST;BURWOOD;2134;;;20230623;20230804;1030000;;R;RESIDENCE;159;;;0;AT324972
C;137;3610447;4;20230814 01:09;159/SP85916;;;;;;;;;;;;;;;;;;
D;137;3610447;4;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;3610447;4;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;4063892;5;20230814 01:09;;10;33;GEORGES RIVER RD;CROYDON PARK;2133;118;M;20230628;20230809;735000;;R;RESIDENCE;10;;;0;AT337034
C;137;4063892;5;20230814 01:09;10/SP93372;;;;;;;;;;;;;;;;;;
D;137;4063892;5;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4063892;5;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4063892;5;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;1397324;6;20230814 01:09;;;17;STANLEY ST;BURWOOD;2134;208.7;M;20230610;20230809;1600000;R1;R;RESIDENCE;;HDD;;0;AT335725
C;137;1397324;6;20230814 01:09;A/38275;;;;;;;;;;;;;;;;;;
D;137;1397324;6;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1397324;6;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1397324;6;20230814 01:09;V;;;;;;;;;;;;;;;;;;
D;137;1397324;6;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;1390301;7;20230814 01:09;;;35 B;BURWOOD RD;BURWOOD;2134;145.4;M;20230505;20230807;700000;MU1;3;COMMERCIAL;;MBS;;0;AT330394
C;137;1390301;7;20230814 01:09;B/15813;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;V;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;V;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;V;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;V;;;;;;;;;;;;;;;;;;
D;137;1390301;7;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;1390396;8;20230814 01:09;;;113;BURWOOD RD;ENFIELD;2136;467.9;M;20230702;20230808;1690000;R1;R;RESIDENCE;;EDL;;0;AT332402
C;137;1390396;8;20230814 01:09;2/10783;;;;;;;;;;;;;;;;;;
D;137;1390396;8;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390396;8;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1390396;8;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;1395805;9;20230814 01:09;;;240;PARRAMATTA RD;BURWOOD;2134;853.6;M;20230505;20230807;475000;E3;3;COMMERCIAL;;BCC;;0;AT330382
C;137;1395805;9;20230814 01:09;B2/362248;;;;;;;;;;;;;;;;;;
D;137;1395805;9;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1395805;9;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1395805;9;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1395805;9;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1395805;9;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;1398726;10;20230814 01:09;;;29;WENTWORTH RD;STRATHFIELD;2135;486.9;M;20230506;20230808;2782000;R2;R;RESIDENCE;;EPN;;0;AT331851
C;137;1398726;10;20230814 01:09;1/300527;;;;;;;;;;;;;;;;;;
D;137;1398726;10;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1398726;10;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;1398726;10;20230814 01:09;V;;;;;;;;;;;;;;;;;;
B;137;4387954;11;20230814 01:09;BUILDING B;1;1 A;GLOUCESTER AVE;BURWOOD;2134;;;20230623;20230804;1120000;;R;RESIDENCE;24;;;0;AT327959
C;137;4387954;11;20230814 01:09;24/SP103737;;;;;;;;;;;;;;;;;;
D;137;4387954;11;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4387954;11;20230814 01:09;P;;;;;;;;;;;;;;;;;;
D;137;4387954;11;20230814 01:09;V;;;;;;;;;;;;;;;;;;
Z;65;11;11;41;;;;;;;;;;;;;;;;;;;
