A;RTSALEDATA;254;20230522 01:12;VALNET;;;;;;;;;;;;;;;;;;;
B;254;4484451;1;20230522 01:12;;;;ARTHUR BUTLER DR;RED HILL;2824;;;20230120;20230424;56620;;3;INDUSTRIAL;;;;0;AT32280
C;254;4484451;1;20230522 01:12;PT 1/1292302;;;;;;;;;;;;;;;;;;
D;254;4484451;1;20230522 01:12;P;;;;;;;;;;;;;;;;;;
D;254;4484451;1;20230522 01:12;V;;;;;;;;;;;;;;;;;;
Z;6;1;1;2;;;;;;;;;;;;;;;;;;;
