A;RTSALEDATA;231;20230206 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;231;3478875;1;20230206 01:08;;;;WAARBILLA RD;BACK CREEK;2671;5.666;H;20221205;20230202;2150000;RU1;3;FARM;;HBV;;0;AS834586
C;231;3478875;1;20230206 01:08;5/113885;;;;;;;;;;;;;;;;;;
D;231;3478875;1;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;3478875;1;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;3478875;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2608216;2;20230206 01:08;;;2112;WAARBILLA RD;BACK CREEK;2671;277.1;H;20221205;20230202;2150000;RU1;3;FARM;;RMF;;0;AS834586
C;231;2608216;2;20230206 01:08;24, 25, 26/750631;;;;;;;;;;;;;;;;;;
D;231;2608216;2;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2608216;2;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2608216;2;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;231;2608216;2;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2608219;3;20230206 01:08;;;;WAARBILLA RD;BACK CREEK;2671;46.94;H;20221205;20230202;2150000;RU1;3;FARM;;RMF;;0;AS834586
C;231;2608219;3;20230206 01:08;62/750631;;;;;;;;;;;;;;;;;;
D;231;2608219;3;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2608219;3;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2608219;3;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2608541;4;20230206 01:08;;;25;WARGIN RD;WYALONG;2671;2023;M;20221208;20230202;475000;RU1;R;RESIDENCE;;HWW;;0;AS833016
C;231;2608541;4;20230206 01:08;19, 20/10/759123;;;;;;;;;;;;;;;;;;
D;231;2608541;4;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2608541;4;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2606151;5;20230206 01:08;;;21;ARIAH ST;MIRROOL;2665;2023;M;20221216;20230127;135000;RU5;R;RESIDENCE;;VMR;;0;AS817043
C;231;2606151;5;20230206 01:08;A, B/437121 21/5/758684;;;;;;;;;;;;;;;;;;
D;231;2606151;5;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2606151;5;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2609079;6;20230206 01:08;;;3;EVANS ST;WEST WYALONG;2671;651.3;M;20230123;20230130;550000;R1;R;RESIDENCE;;WWN;;0;AS822015
C;231;2609079;6;20230206 01:08;D/35630;;;;;;;;;;;;;;;;;;
D;231;2609079;6;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2609079;6;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2609079;6;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;231;2609079;6;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2609310;7;20230206 01:08;;;63;MAIN ST;WEST WYALONG;2671;828.3;M;20221201;20230131;346500;B2;3;COMMERCIAL;;BWW;;0;AS827833
C;231;2609310;7;20230206 01:08;598/753135;;;;;;;;;;;;;;;;;;
D;231;2609310;7;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2609310;7;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2609310;7;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2607082;8;20230206 01:08;;;782;LEWES RD;WEETHALLE;2669;248.9;H;20221007;20230201;1240000;RU1;3;FARM;;RMF;;0;AS829640
C;231;2607082;8;20230206 01:08;4, 45/751713 1, 15/1/758758;;;;;;;;;;;;;;;;;;
D;231;2607082;8;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2607082;8;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;2609731;9;20230206 01:08;;;82;PARK ST;WEST WYALONG;2671;1397;M;20221201;20230127;300000;R1;R;RESIDENCE;;WWN;;0;AS819275
C;231;2609731;9;20230206 01:08;A/335202;;;;;;;;;;;;;;;;;;
D;231;2609731;9;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;2609731;9;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;231;4466711;10;20230206 01:08;;;;BUDDIGOWER RD;ALLEENA;2671;202.5;H;20211221;20220218;150000;;V;VACANT LAND;;;;0;AR898371
C;231;4466711;10;20230206 01:08;9, 30/750826;;;;;;;;;;;;;;;;;;
D;231;4466711;10;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;4466711;10;20230206 01:08;P;;;;;;;;;;;;;;;;;;
B;231;4433329;11;20230206 01:08;;;;BUDDIGOWER RD;ALLEENA;2671;537.91;H;20211221;20220218;150000;RU1;V;VACANT LAND;;RMF;RG;0;AR898371
C;231;4433329;11;20230206 01:08;9, 30/750826;;;;;;;;;;;;;;;;;;
D;231;4433329;11;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;4433329;11;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;231;4433329;11;20230206 01:08;V;;;;;;;;;;;;;;;;;;
Z;54;11;11;30;;;;;;;;;;;;;;;;;;;
