A;RTSALEDATA;101;20231127 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;101;2976677;1;20231127 01:06;;;D 1436 D;PRINCES HWY;TOMERONG;2540;41.26;H;20231012;20231123;5500000;RU2;R;RESIDENCE;;LTS;;0;AT627262
C;101;2976677;1;20231127 01:06;5/1045742;;;;;;;;;;;;;;;;;;
D;101;2976677;1;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;2976677;1;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;4137215;2;20231127 01:06;;;190;HANIGANS LANE;BOLONG;2540;63.38;H;20231122;20231123;5400000;RU1;R;RESIDENCE;;RYS;;0;AT626383
C;101;4137215;2;20231127 01:06;23/811233;;;;;;;;;;;;;;;;;;
D;101;4137215;2;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4137215;2;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;4222711;3;20231127 01:06;;;6;BURILLA CL;BOMADERRY;2541;565.1;M;20231009;20231120;320000;R1;R;RESIDENCE;;EVS;;0;AT616938
C;101;4222711;3;20231127 01:06;7/1254432;;;;;;;;;;;;;;;;;;
D;101;4222711;3;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4222711;3;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4222711;3;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;3615593;4;20231127 01:06;;;555 B;JERVIS BAY RD;WOOLLAMIA;2540;3.799;H;20231116;20231117;1100000;RU2;R;RESIDENCE;;LJS;;0;AT610865
C;101;3615593;4;20231127 01:06;2/286404;;;;;;;;;;;;;;;;;;
D;101;3615593;4;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;3615593;4;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;3615593;4;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;3615593;4;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;4069335;5;20231127 01:06;;3;28;SUGARWOOD RD;WORRIGEE;2540;242.9;M;20230817;20231123;533500;R1;R;RESIDENCE;;FTS;;0;AT626879
C;101;4069335;5;20231127 01:06;4/286722;;;;;;;;;;;;;;;;;;
D;101;4069335;5;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4069335;5;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;4060084;6;20231127 01:06;;;17 B;MITCHELL PDE;MOLLYMOOK BEACH;2539;432.3;M;20230922;20231117;1850000;R3;R;RESIDENCE;;YVS;;0;AT613239
C;101;4060084;6;20231127 01:06;1/1224403;;;;;;;;;;;;;;;;;;
D;101;4060084;6;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4060084;6;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;4067121;7;20231127 01:06;;;D 2684;PRINCES HWY;WANDANDIAN;2540;4207.6;M;20231018;20231122;770000;RU5;R;RESIDENCE;;LQS;;0;AT625207
C;101;4067121;7;20231127 01:06;2/1234754;;;;;;;;;;;;;;;;;;
D;101;4067121;7;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4067121;7;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4067121;7;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;4514877;8;20231127 01:06;;7;35;HUNTINGDALE PARK RD;BERRY;2535;438.9;M;20220729;20231122;1400000;;R;RESIDENCE;8;;;0;AT625691
C;101;4514877;8;20231127 01:06;8/SP107190;;;;;;;;;;;;;;;;;;
D;101;4514877;8;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4514877;8;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;4514877;8;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;3129301;9;20231127 01:06;;;3;GOLDEN ASH CL;WORRIGEE;2540;680;M;20231018;20231122;760000;R2;R;RESIDENCE;;FUS;;0;AT624067
C;101;3129301;9;20231127 01:06;1107/1069795;;;;;;;;;;;;;;;;;;
D;101;3129301;9;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;3129301;9;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;3129301;9;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;3129301;9;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;3701683;10;20231127 01:06;;;18;TRAWLER ST;VINCENTIA;2540;506.7;M;20230828;20231120;1085000;R2;R;RESIDENCE;;VES;;0;AT615413
C;101;3701683;10;20231127 01:06;609/1171256;;;;;;;;;;;;;;;;;;
D;101;3701683;10;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;3701683;10;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;3701683;10;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;3701683;10;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;1060610;11;20231127 01:06;;;46;CATHERINE ST;MYOLA;2540;733.5;M;20231021;20231117;805000;R2;R;RESIDENCE;;KKS;;0;AT611484
C;101;1060610;11;20231127 01:06;42/22792;;;;;;;;;;;;;;;;;;
D;101;1060610;11;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1060610;11;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;1060610;11;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;1079449;12;20231127 01:06;;;4;LYDON CRES;WEST NOWRA;2541;716.3;M;20231013;20231117;690000;R2;R;RESIDENCE;;GDS;;0;AT613232
C;101;1079449;12;20231127 01:06;11/730003;;;;;;;;;;;;;;;;;;
D;101;1079449;12;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1079449;12;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;1079449;12;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;1082172;13;20231127 01:06;;;103;MITCHELL PDE;MOLLYMOOK BEACH;2539;689.2;M;20231103;20231117;1425000;R2;R;RESIDENCE;;YAS;;0;AT610332
C;101;1082172;13;20231127 01:06;182/218275;;;;;;;;;;;;;;;;;;
D;101;1082172;13;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1082172;13;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1082172;13;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;1082172;13;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;1066589;14;20231127 01:06;;;9;EMMETT ST;CALLALA BAY;2540;719.2;M;20231018;20231121;1000000;R1;R;RESIDENCE;;LVS;;0;AT620751
C;101;1066589;14;20231127 01:06;275/801131;;;;;;;;;;;;;;;;;;
D;101;1066589;14;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1066589;14;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1066589;14;20231127 01:06;V;;;;;;;;;;;;;;;;;;
D;101;1066589;14;20231127 01:06;V;;;;;;;;;;;;;;;;;;
B;101;1071884;15;20231127 01:06;;;21;HIGHVIEW DR;DOLPHIN POINT;2539;607;M;20230710;20231121;1650000;R2;R;RESIDENCE;;YZS;;0;AT619820
C;101;1071884;15;20231127 01:06;10/5/201272;;;;;;;;;;;;;;;;;;
D;101;1071884;15;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1071884;15;20231127 01:06;P;;;;;;;;;;;;;;;;;;
D;101;1071884;15;20231127 01:06;V;;;;;;;;;;;;;;;;;;
