A;RTSALEDATA;272;20231016 01:38;VALNET;;;;;;;;;;;;;;;;;;;
B;272;2888116;1;20231016 01:38;;;45;UNWIN AVE;JERRABOMBERRA;2619;514.4;M;20230913;20231011;815000;R2;R;RESIDENCE;;DNK;;0;AT511073
C;272;2888116;1;20231016 01:38;10/1037617;;;;;;;;;;;;;;;;;;
D;272;2888116;1;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;2888116;1;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;2888132;2;20231016 01:38;;;20;UNWIN AVE;JERRABOMBERRA;2619;491.5;M;20230817;20231012;870000;R2;R;RESIDENCE;;DNK;;0;AT513847
C;272;2888132;2;20231016 01:38;25/1037617;;;;;;;;;;;;;;;;;;
D;272;2888132;2;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;2888132;2;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;2888132;2;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;2924647;3;20231016 01:38;;;16;PEMBERTON PL;JERRABOMBERRA;2619;453.7;M;20230918;20231009;900000;R2;R;RESIDENCE;;DNK;;0;AT501984
C;272;2924647;3;20231016 01:38;732/1043164;;;;;;;;;;;;;;;;;;
D;272;2924647;3;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;2924647;3;20231016 01:38;V;;;;;;;;;;;;;;;;;;
D;272;2924647;3;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;3378451;4;20231016 01:38;;47;17;URIARRA RD;QUEANBEYAN;2620;;;20230906;20231006;375000;;R;RESIDENCE;47;;;0;AT498234
C;272;3378451;4;20231016 01:38;47/SP80325;;;;;;;;;;;;;;;;;;
D;272;3378451;4;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;3378451;4;20231016 01:38;V;;;;;;;;;;;;;;;;;;
D;272;3378451;4;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;455779;5;20231016 01:38;;;59;CAMERON RD;QUEANBEYAN;2620;1100;M;20230831;20231012;715000;R2;R;RESIDENCE;;AFB;;0;AT512989
C;272;455779;5;20231016 01:38;B/351079;;;;;;;;;;;;;;;;;;
D;272;455779;5;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;455779;5;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;456993;6;20231016 01:38;;;684;OLD COOMA RD;GOOGONG;2620;24.28;H;20190110;20230920;37500;RU2;V;VACANT LAND;;RGA;RVI;0;AT455850
C;272;456993;6;20231016 01:38;105/754881;;;;;;;;;;;;;;;;;;
D;272;456993;6;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;456993;6;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;456993;6;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;462426;7;20231016 01:38;;13;10;MACQUOID ST;QUEANBEYAN EAST;2620;;;20230829;20231010;197000;;R;RESIDENCE;13;;;0;AT506882
C;272;462426;7;20231016 01:38;13/SP33069;;;;;;;;;;;;;;;;;;
D;272;462426;7;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;462426;7;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;460443;8;20231016 01:38;;8;29;HIGH ST;QUEANBEYAN EAST;2620;;;20231012;20231012;540000;;R;RESIDENCE;8;;;0;AT513845
C;272;460443;8;20231016 01:38;8/SP30708;;;;;;;;;;;;;;;;;;
D;272;460443;8;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;460443;8;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;469438;9;20231016 01:38;;;54;JACQUET RD;TOMBOYE;2622;41.66;H;20230926;20231006;220000;RU1;V;VACANT LAND;;SNE;;0;AT500904
C;272;469438;9;20231016 01:38;30/850575;;;;;;;;;;;;;;;;;;
D;272;469438;9;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;469438;9;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;469438;9;20231016 01:38;V;;;;;;;;;;;;;;;;;;
D;272;469438;9;20231016 01:38;V;;;;;;;;;;;;;;;;;;
B;272;483499;10;20231016 01:38;;;1135;NORTON RD;WAMBOIN;2620;2;H;20230816;20231006;1010000;C4;R;RESIDENCE;;LBN;;0;AT500446
C;272;483499;10;20231016 01:38;57/826558;;;;;;;;;;;;;;;;;;
D;272;483499;10;20231016 01:38;P;;;;;;;;;;;;;;;;;;
D;272;483499;10;20231016 01:38;V;;;;;;;;;;;;;;;;;;
