A;RTSALEDATA;043;20230424 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;043;4479600;1;20230424 01:08;;;;BIMBI CARAGABAL RD;QUANDIALLA;2721;229.36;H;20221212;20230207;2665000;;3;FARM;;;;0;AS843862
C;043;4479600;1;20230424 01:08;37, 78/750600;;;;;;;;;;;;;;;;;;
D;043;4479600;1;20230424 01:08;P;;;;;;;;;;;;;;;;;;
D;043;4479600;1;20230424 01:08;V;;;;;;;;;;;;;;;;;;
Z;6;1;1;2;;;;;;;;;;;;;;;;;;;
