A;RTSALEDATA;066;20230911 01:05;VALNET;;;;;;;;;;;;;;;;;;;
B;066;4504974;1;20230911 01:05;;;;OSBORNE YERONG CREEK RD;WRATHALL;2642;165.11;H;20230706;20230808;1989900;;3;FARM;;;;0;AT334434
C;066;4504974;1;20230911 01:05;1/177529 98, 102, 103/754560;;;;;;;;;;;;;;;;;;
D;066;4504974;1;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;066;4504974;1;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;066;4504974;1;20230911 01:05;V;;;;;;;;;;;;;;;;;;
D;066;4504974;1;20230911 01:05;V;;;;;;;;;;;;;;;;;;
Z;8;1;1;4;;;;;;;;;;;;;;;;;;;
