A;RTSALEDATA;092;20231002 01:05;VALNET;;;;;;;;;;;;;;;;;;;
B;092;957964;1;20231002 01:05;;2 F;1;FRANCIS RD;ARTARMON;2064;;;20230812;20230925;1500000;;R;RESIDENCE;12;;;0;AT466526
C;092;957964;1;20231002 01:05;12/SP38084;;;;;;;;;;;;;;;;;;
D;092;957964;1;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;957964;1;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;957964;1;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;092;957964;1;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;950292;2;20231002 01:05;;6;34;ARCHER ST;CHATSWOOD;2067;;;20230724;20230928;1110000;;R;RESIDENCE;6;;;0;AT476911
C;092;950292;2;20231002 01:05;6/SP5151;;;;;;;;;;;;;;;;;;
D;092;950292;2;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;950292;2;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;950292;2;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;3608690;3;20231002 01:05;;8;23;GARLAND RD;NAREMBURN;2065;166;M;20230830;20230927;1700000;;R;RESIDENCE;8;;;0;AT473268
C;092;3608690;3;20231002 01:05;8/SP83297;;;;;;;;;;;;;;;;;;
D;092;3608690;3;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;3608690;3;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;3608690;3;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;092;3608690;3;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;4500707;4;20231002 01:05;;705;3;SCOTT ST;WILLOUGHBY;2068;156;M;20220525;20230928;2658500;;R;RESIDENCE;51;;;0;AT475937
C;092;4500707;4;20231002 01:05;51/SP106638;;;;;;;;;;;;;;;;;;
D;092;4500707;4;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;4500707;4;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;4504335;5;20231002 01:05;;;7 A;CAWARRAH RD;MIDDLE COVE;2068;433.4;M;20230216;20230922;4100000;;R;RESIDENCE;;;;0;AT462432
C;092;4504335;5;20231002 01:05;1/1215376;;;;;;;;;;;;;;;;;;
D;092;4504335;5;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;4504335;5;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;953546;6;20231002 01:05;;;2 A;CHALEYER ST;NORTH WILLOUGHBY;2068;322.5;M;20230810;20230921;3200000;R2;R;RESIDENCE;;RAJ;;0;AT456744
C;092;953546;6;20231002 01:05;X/409960;;;;;;;;;;;;;;;;;;
D;092;953546;6;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;953546;6;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;092;953546;6;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;951739;7;20231002 01:05;;;4;BLAKESLEY ST;CHATSWOOD;2067;562.05;M;20230812;20230925;4010000;R2;R;RESIDENCE;;RAC;;0;AT465221
C;092;951739;7;20231002 01:05;8/3372;;;;;;;;;;;;;;;;;;
D;092;951739;7;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;951739;7;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;968083;8;20231002 01:05;;;21;PATRICK ST;NORTH WILLOUGHBY;2068;608.89;M;20230822;20230928;6000000;R2;R;RESIDENCE;;RAJ;;0;AT476523
C;092;968083;8;20231002 01:05;40/10411;;;;;;;;;;;;;;;;;;
D;092;968083;8;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;968083;8;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;963304;9;20231002 01:05;;;14;LEA AVE;NORTH WILLOUGHBY;2068;543.8;M;20230516;20230926;3400000;R2;R;RESIDENCE;;RAC;;0;AT469914
C;092;963304;9;20231002 01:05;7/10681;;;;;;;;;;;;;;;;;;
D;092;963304;9;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;963304;9;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;963304;9;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;092;963304;9;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;968523;10;20231002 01:05;;;96;PENSHURST ST;WILLOUGHBY;2068;468.1;M;20230626;20230925;3980000;E3;3;COMMERCIAL;;PSW;;0;AT465905
C;092;968523;10;20231002 01:05;15/4/1671;;;;;;;;;;;;;;;;;;
D;092;968523;10;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;092;968523;10;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;092;961018;11;20231002 01:05;;;146;HIGH ST;NORTH WILLOUGHBY;2068;670.3;M;20230822;20230928;2450000;R2;R;RESIDENCE;;RAJ;;0;AT478001
