A;RTSALEDATA;159;20230619 01:09;VALNET;;;;;;;;;;;;;;;;;;;
B;159;1753093;1;20230619 01:09;;1;13;PENDARA CRES;LISMORE HEIGHTS;2480;;;20230517;20230614;485000;;R;RESIDENCE;1;;;0;AT170484
C;159;1753093;1;20230619 01:09;1/SP69769;;;;;;;;;;;;;;;;;;
D;159;1753093;1;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1753093;1;20230619 01:09;V;;;;;;;;;;;;;;;;;;
B;159;1752336;2;20230619 01:09;;;8;NOEL ST;LISMORE HEIGHTS;2480;581.7;M;20230517;20230615;600000;R1;R;RESIDENCE;;AGG;;0;AT178521
C;159;1752336;2;20230619 01:09;15/20793;;;;;;;;;;;;;;;;;;
D;159;1752336;2;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1752336;2;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1752336;2;20230619 01:09;V;;;;;;;;;;;;;;;;;;
D;159;1752336;2;20230619 01:09;V;;;;;;;;;;;;;;;;;;
B;159;1754930;3;20230619 01:09;;;125;TWEED ST;NORTH LISMORE;2480;1312;M;20230502;20230613;270000;RU2;R;RESIDENCE;;RUL;;0;AT169743
C;159;1754930;3;20230619 01:09;2/598850;;;;;;;;;;;;;;;;;;
D;159;1754930;3;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1754930;3;20230619 01:09;V;;;;;;;;;;;;;;;;;;
D;159;1754930;3;20230619 01:09;V;;;;;;;;;;;;;;;;;;
B;159;1747154;4;20230619 01:09;;;13;D A OLLEY DR;GOONELLABAH;2480;795;M;20230504;20230608;630000;R1;R;RESIDENCE;;ALL;;0;AT157925
C;159;1747154;4;20230619 01:09;42/261532;;;;;;;;;;;;;;;;;;
D;159;1747154;4;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1747154;4;20230619 01:09;V;;;;;;;;;;;;;;;;;;
D;159;1747154;4;20230619 01:09;V;;;;;;;;;;;;;;;;;;
B;159;1749744;5;20230619 01:09;;;2;HURFORD PL;EAST LISMORE;2480;986.4;M;20230602;20230609;605000;R1;R;RESIDENCE;;AEE;;0;AT163893
C;159;1749744;5;20230619 01:09;10/226475;;;;;;;;;;;;;;;;;;
D;159;1749744;5;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1749744;5;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1749744;5;20230619 01:09;V;;;;;;;;;;;;;;;;;;
B;159;1752650;6;20230619 01:09;;2;107;OLIVER AVE;GOONELLABAH;2480;;;20230304;20230615;376000;;R;RESIDENCE;2;;;0;AT177134
C;159;1752650;6;20230619 01:09;2/SP39065;;;;;;;;;;;;;;;;;;
D;159;1752650;6;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1752650;6;20230619 01:09;V;;;;;;;;;;;;;;;;;;
D;159;1752650;6;20230619 01:09;V;;;;;;;;;;;;;;;;;;
D;159;1752650;6;20230619 01:09;V;;;;;;;;;;;;;;;;;;
B;159;1752697;7;20230619 01:09;;;76;OLIVER AVE;GOONELLABAH;2480;703.7;M;20230517;20230614;530000;R1;R;RESIDENCE;;ALL;;0;AT171043
C;159;1752697;7;20230619 01:09;88/776987;;;;;;;;;;;;;;;;;;
D;159;1752697;7;20230619 01:09;P;;;;;;;;;;;;;;;;;;
D;159;1752697;7;20230619 01:09;V;;;;;;;;;;;;;;;;;;
D;159;1752697;7;20230619 01:09;V;;;;;;;;;;;;;;;;;;
