A;RTSALEDATA;052;20230515 01:07;VALNET;;;;;;;;;;;;;;;;;;;
B;052;510219;1;20230515 01:07;;;32;COLLINS ST;HILLSTON;2675;3156;M;20230428;20230505;100000;IN1;3;COMMERCIAL;;HHI;;0;AT62179
C;052;510219;1;20230515 01:07;2, 3/5/2559;;;;;;;;;;;;;;;;;;
D;052;510219;1;20230515 01:07;P;;;;;;;;;;;;;;;;;;
D;052;510219;1;20230515 01:07;V;;;;;;;;;;;;;;;;;;
B;052;509937;2;20230515 01:07;;;;HIGH ST;HILLSTON;2675;1.954;H;20230406;20230508;60000;RU1;3;FARM;;SHH;;0;AT68625
C;052;509937;2;20230515 01:07;1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19/40/2;;;;;;;;;;;;;;;;;;
C;052;509937;2;20230515 01:07;57;;;;;;;;;;;;;;;;;;
D;052;509937;2;20230515 01:07;P;;;;;;;;;;;;;;;;;;
D;052;509937;2;20230515 01:07;P;;;;;;;;;;;;;;;;;;
D;052;509937;2;20230515 01:07;V;;;;;;;;;;;;;;;;;;
Z;12;2;3;5;;;;;;;;;;;;;;;;;;;
