A;RTSALEDATA;222;20231002 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;222;2464206;1;20231002 01:06;;;21;BROOK ST;OAKY PARK;2790;508.4;M;20230816;20230927;485000;R1;R;RESIDENCE;;AFP;;0;AT472957
C;222;2464206;1;20231002 01:06;33/50/4014;;;;;;;;;;;;;;;;;;
D;222;2464206;1;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2464206;1;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2464206;1;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2464354;2;20231002 01:06;;;1 A;CAROLINE AVE;BOWENFELS;2790;1189;M;20230804;20230925;500000;R1;R;RESIDENCE;;ABO;;0;AT465970
C;222;2464354;2;20231002 01:06;7/263999;;;;;;;;;;;;;;;;;;
D;222;2464354;2;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2464354;2;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2464354;2;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2464740;3;20231002 01:06;;;18;COOK ST;LITHGOW;2790;208.7;M;20230818;20230927;415000;R1;R;RESIDENCE;;ACE;;0;AT475169
C;222;2464740;3;20231002 01:06;D/33307;;;;;;;;;;;;;;;;;;
D;222;2464740;3;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2464740;3;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2464740;3;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2467840;4;20231002 01:06;;;47;RIFLE PDE;LITHGOW;2790;325.15;M;20230825;20230922;485000;R1;R;RESIDENCE;;AAA;;0;AT462212
C;222;2467840;4;20231002 01:06;499/9370;;;;;;;;;;;;;;;;;;
D;222;2467840;4;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2467840;4;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2467840;4;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2468425;5;20231002 01:06;;;49;TWEED RD;LITHGOW;2790;461.6;M;20230817;20230928;380000;R1;R;RESIDENCE;;ABO;;0;AT478304
C;222;2468425;5;20231002 01:06;122/26218;;;;;;;;;;;;;;;;;;
D;222;2468425;5;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2468425;5;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2471766;6;20231002 01:06;;;112;MEGALONG PL;KANIMBLA;2790;8.671;H;20230816;20230927;1380000;RU1;R;RESIDENCE;;SRS;;0;AT473100
C;222;2471766;6;20231002 01:06;4/828361;;;;;;;;;;;;;;;;;;
D;222;2471766;6;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2471766;6;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2471766;6;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2471766;6;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2463969;7;20231002 01:06;;;49;BENT ST;LITHGOW;2790;203.6;M;20230814;20230925;410000;R1;R;RESIDENCE;;ACE;;0;AT466056
C;222;2463969;7;20231002 01:06;132/800132;;;;;;;;;;;;;;;;;;
D;222;2463969;7;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2463969;7;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2463969;7;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;2464021;8;20231002 01:06;;;2;BEYNON ST;LITHGOW;2790;747.6;M;20230831;20230928;585000;R1;R;RESIDENCE;;ACE;;0;AT477078
C;222;2464021;8;20231002 01:06;8/255737;;;;;;;;;;;;;;;;;;
D;222;2464021;8;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;2464021;8;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2464021;8;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;2464021;8;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;3111041;9;20231002 01:06;;;967 B;GREAT WESTERN HWY;LITHGOW;2790;1219;M;20230811;20230922;555000;R2;R;RESIDENCE;;LDE;;0;AT462543
C;222;3111041;9;20231002 01:06;222/1063373;;;;;;;;;;;;;;;;;;
D;222;3111041;9;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;3111041;9;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;4508070;10;20231002 01:06;;;6;COCO ST;GLEN DAVIS;2846;3787.74;M;20221222;20230201;330000;;R;RESIDENCE;;;;0;AS830336
C;222;4508070;10;20231002 01:06;8, 9, 10, 19, 20, 21/22/758446;;;;;;;;;;;;;;;;;;
D;222;4508070;10;20231002 01:06;P;;;;;;;;;;;;;;;;;;
D;222;4508070;10;20231002 01:06;V;;;;;;;;;;;;;;;;;;
D;222;4508070;10;20231002 01:06;V;;;;;;;;;;;;;;;;;;
B;222;3147409;11;20231002 01:06;;;34;JAMES O'DONNELL DR;BOWENFELS;2790;908.6;M;20230901;20230928;910000;R2;R;RESIDENCE;;AAS;;0;AT479139
C;222;3147409;11;20231002 01:06;312/1076313;;;;;;;;;;;;;;;;;;
