A;RTSALEDATA;254;20231127 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;254;4503060;1;20231127 01:08;;;;TABRATONG LANE;BOGAN;2826;745.4;H;20230926;20231121;2531215;RU1;3;FARM;;RME;;0;AT621608
C;254;4503060;1;20231127 01:08;23, 24, 29, 30, 44/755309 192/841107 Enclosure Permit 58973;;;;;;;;;;;;;;;;;;
D;254;4503060;1;20231127 01:08;P;;;;;;;;;;;;;;;;;;
D;254;4503060;1;20231127 01:08;V;;;;;;;;;;;;;;;;;;
B;254;2683826;2;20231127 01:08;GOONINBAH;;2785;TOTTENHAM RD;BOGAN;2826;838.9;H;20231010;20231121;3005000;RU1;3;FARM;;RME;;0;AT621454
C;254;2683826;2;20231127 01:08;45, 85/755308;;;;;;;;;;;;;;;;;;
D;254;2683826;2;20231127 01:08;P;;;;;;;;;;;;;;;;;;
D;254;2683826;2;20231127 01:08;V;;;;;;;;;;;;;;;;;;
D;254;2683826;2;20231127 01:08;V;;;;;;;;;;;;;;;;;;
Z;11;2;2;5;;;;;;;;;;;;;;;;;;;
