A;RTSALEDATA;085;20230821 01:09;VALNET;;;;;;;;;;;;;;;;;;;
B;085;729930;1;20230821 01:09;;26;410;MOWBRAY RD W;LANE COVE NORTH;2066;;;20230630;20230811;375000;;R;RESIDENCE;26;;;0;AT343164
C;085;729930;1;20230821 01:09;26/SP2146;;;;;;;;;;;;;;;;;;
D;085;729930;1;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;729930;1;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;729930;2;20230821 01:09;;28;410;MOWBRAY RD W;LANE COVE NORTH;2066;;;20230703;20230814;550000;;R;RESIDENCE;28;;;0;AT350366
C;085;729930;2;20230821 01:09;28/SP2146;;;;;;;;;;;;;;;;;;
D;085;729930;2;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;729930;2;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;730336;3;20230821 01:09;;48;10;MURRAY ST;LANE COVE NORTH;2066;;;20230701;20230814;770000;;R;RESIDENCE;48;;;0;AT349157
C;085;730336;3;20230821 01:09;48/SP14847;;;;;;;;;;;;;;;;;;
D;085;730336;3;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;730336;3;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;730336;3;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;730892;4;20230821 01:09;;17;482;PACIFIC HWY;LANE COVE NORTH;2066;;;20230704;20230815;795000;;R;RESIDENCE;17;;;0;AT353424
C;085;730892;4;20230821 01:09;17/SP4984;;;;;;;;;;;;;;;;;;
D;085;730892;4;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;730892;4;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;730892;4;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;728557;5;20230821 01:09;;7;268;LONGUEVILLE RD;LANE COVE;2066;;;20230628;20230811;715000;;R;RESIDENCE;7;;;0;AT346250
C;085;728557;5;20230821 01:09;7/SP5383;;;;;;;;;;;;;;;;;;
D;085;728557;5;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;728557;5;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;728557;5;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;728557;5;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;728557;6;20230821 01:09;;25;268;LONGUEVILLE RD;LANE COVE;2066;;;20230628;20230811;715000;;R;RESIDENCE;25;;;0;AT346250
C;085;728557;6;20230821 01:09;25/SP5383;;;;;;;;;;;;;;;;;;
D;085;728557;6;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;728557;6;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;728557;6;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;728557;6;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;4187503;7;20230821 01:09;;305;18;BIRDWOOD AVE;LANE COVE;2066;78;M;20230715;20230814;827500;;R;RESIDENCE;43;;;0;AT349716
C;085;4187503;7;20230821 01:09;43/SP98941;;;;;;;;;;;;;;;;;;
D;085;4187503;7;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;4187503;7;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;4187503;7;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;4031439;8;20230821 01:09;;403;536;MOWBRAY RD W;LANE COVE NORTH;2066;79;M;20230630;20230811;665000;;R;RESIDENCE;67;;;0;AT343364
C;085;4031439;8;20230821 01:09;67/SP95590;;;;;;;;;;;;;;;;;;
D;085;4031439;8;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;4031439;8;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;722351;9;20230821 01:09;;15;43;BURNS BAY RD;LANE COVE;2066;;;20230620;20230814;705000;;3;COMMERCIAL;17;;;0;AT350379
C;085;722351;9;20230821 01:09;17/SP34135;;;;;;;;;;;;;;;;;;
D;085;722351;9;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;722351;9;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;722351;9;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;722655;10;20230821 01:09;;16;105;BURNS BAY RD;LANE COVE;2066;;;20230630;20230816;855000;;R;RESIDENCE;16;;;0;AT357969
C;085;722655;10;20230821 01:09;16/SP4360;;;;;;;;;;;;;;;;;;
D;085;722655;10;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;722655;10;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;722655;10;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;722655;10;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;720968;11;20230821 01:09;;63;25;BEST ST;LANE COVE;2066;;;20230630;20230811;1615000;;R;RESIDENCE;63;;;0;AT343171
C;085;720968;11;20230821 01:09;63/SP22132;;;;;;;;;;;;;;;;;;
D;085;720968;11;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;720968;11;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;724020;12;20230821 01:09;;11;42;COPE ST;LANE COVE;2066;;;20230526;20230816;1200000;;R;RESIDENCE;11;;;0;AT357967
C;085;724020;12;20230821 01:09;11/SP11258;;;;;;;;;;;;;;;;;;
D;085;724020;12;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;724020;12;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;4391476;13;20230821 01:09;;1508;500;PACIFIC HWY;ST LEONARDS;2065;67;M;20230704;20230815;875000;;R;RESIDENCE;92;;;0;AT354829
C;085;4391476;13;20230821 01:09;92/SP102041;;;;;;;;;;;;;;;;;;
D;085;4391476;13;20230821 01:09;P;;;;;;;;;;;;;;;;;;
D;085;4391476;13;20230821 01:09;V;;;;;;;;;;;;;;;;;;
D;085;4391476;13;20230821 01:09;V;;;;;;;;;;;;;;;;;;
B;085;4391476;14;20230821 01:09;;2102;500;PACIFIC HWY;ST LEONARDS;2065;87;M;20230626;20230814;935000;;R;RESIDENCE;181;;;0;AT349823
