A;RTSALEDATA;102;20230911 01:05;VALNET;;;;;;;;;;;;;;;;;;;
B;102;2998141;1;20230911 01:05;;;16;KINGSBURY CCT;BOWRAL;2576;999.5;M;20230712;20230904;1290000;R2;R;RESIDENCE;;NAA;;0;AT410810
C;102;2998141;1;20230911 01:05;42/1052316;;;;;;;;;;;;;;;;;;
D;102;2998141;1;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;2998141;1;20230911 01:05;V;;;;;;;;;;;;;;;;;;
B;102;3192689;2;20230911 01:05;;;17;SCHOOL LANE;EXETER;2579;2979;M;20230529;20230906;3000000;R2;R;RESIDENCE;;WEA;;0;AT416019
C;102;3192689;2;20230911 01:05;14/1083391;;;;;;;;;;;;;;;;;;
D;102;3192689;2;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;3192689;2;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;3192689;2;20230911 01:05;V;;;;;;;;;;;;;;;;;;
B;102;1108576;3;20230911 01:05;;;18;BOWRAL RD;MITTAGONG;2575;184.6;M;20230726;20230906;750000;E1;R;RESIDENCE;;EAM;;0;AT417086
C;102;1108576;3;20230911 01:05;4/258852;;;;;;;;;;;;;;;;;;
D;102;1108576;3;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;1108576;3;20230911 01:05;V;;;;;;;;;;;;;;;;;;
B;102;1108917;4;20230911 01:05;;;41;BROUGHTON ST;MOSS VALE;2577;645;M;20230519;20230901;985000;R2;R;RESIDENCE;;ECA;;0;AT407476
C;102;1108917;4;20230911 01:05;151/243319;;;;;;;;;;;;;;;;;;
D;102;1108917;4;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;1108917;4;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;1108917;4;20230911 01:05;V;;;;;;;;;;;;;;;;;;
B;102;1108992;5;20230911 01:05;;;160;OBRIENS RD;BULLIO;2575;42.492;H;20230831;20230901;2130000;C3;R;RESIDENCE;;LZM;;0;AT405634
C;102;1108992;5;20230911 01:05;17/751256;;;;;;;;;;;;;;;;;;
D;102;1108992;5;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;1108992;5;20230911 01:05;P;;;;;;;;;;;;;;;;;;
D;102;1108992;5;20230911 01:05;V;;;;;;;;;;;;;;;;;;
D;102;1108992;5;20230911 01:05;V;;;;;;;;;;;;;;;;;;
