A;RTSALEDATA;222;20231211 01:07;VALNET;;;;;;;;;;;;;;;;;;;
B;222;2464331;1;20231211 01:07;;;96;CALERO ST;LITHGOW;2790;442.6;M;20231106;20231206;485000;R1;R;RESIDENCE;;AAA;;0;AT665508
C;222;2464331;1;20231211 01:07;246/5255;;;;;;;;;;;;;;;;;;
D;222;2464331;1;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2464331;1;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;2464797;2;20231211 01:07;;;39;CUPRO ST;LITHGOW;2790;322.5;M;20231025;20231206;460000;R1;R;RESIDENCE;;AAA;;0;AT666581
C;222;2464797;2;20231211 01:07;318/5255;;;;;;;;;;;;;;;;;;
D;222;2464797;2;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2464797;2;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2464797;2;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;2464797;2;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;2467784;3;20231211 01:07;;;49;READ AVE;LITHGOW;2790;189.7;M;20231030;20231201;370000;R1;R;RESIDENCE;;ACE;;0;AT655650
C;222;2467784;3;20231211 01:07;B/363481;;;;;;;;;;;;;;;;;;
D;222;2467784;3;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2467784;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;2467784;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;2467784;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;2467784;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;2473749;4;20231211 01:07;SOMERTON PARK;;189;JERRYS MEADOW RD;SODWALLS;2790;196.9;H;20231026;20231207;3052500;RU1;3;FARM;;SRL;;0;AT671064
C;222;2473749;4;20231211 01:07;6/882712;;;;;;;;;;;;;;;;;;
D;222;2473749;4;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2473749;4;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;2473749;4;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;2471319;5;20231211 01:07;;;30;CARROLL DR;HARTLEY;2790;2.089;H;20230915;20231204;1300000;RU1;R;RESIDENCE;;SRS;;0;AT658578
C;222;2471319;5;20231211 01:07;3/880798;;;;;;;;;;;;;;;;;;
D;222;2471319;5;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2471319;5;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;2471319;5;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;2471319;5;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;3111037;6;20231211 01:07;;;4;ACER PL;SOUTH BOWENFELS;2790;880.2;M;20231204;20231206;475000;R2;R;RESIDENCE;;AAS;;0;AT666629
C;222;3111037;6;20231211 01:07;218/1063373;;;;;;;;;;;;;;;;;;
D;222;3111037;6;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;3111037;6;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;3111037;6;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;4521550;7;20231211 01:07;;;;GREAT WESTERN HWY;HARTLEY;2790;5.27;H;20230928;20231109;689500;;V;VACANT LAND;;;IV;0;AT588843
C;222;4521550;7;20231211 01:07;PT 11/1134053;;;;;;;;;;;;;;;;;;
D;222;4521550;7;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;4521550;7;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;4521550;7;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;4521550;7;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;4521550;7;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;3655099;8;20231211 01:07;;;19;JAMISONS RD;UPPER NILE;2849;122.01;H;20221206;20231207;775000;RU1;V;VACANT LAND;;NRM;;0;AT672690
C;222;3655099;8;20231211 01:07;19, 39, 49, 69, 74, 75/755796 4/1174619;;;;;;;;;;;;;;;;;;
D;222;3655099;8;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;3655099;8;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;3655099;8;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;222;3804764;9;20231211 01:07;;;159;BLACKMANS CREEK RD;HARTLEY;2790;49.372;H;20230907;20231206;2695000;RU1;3;FARM;;SRM;;0;AT668404
C;222;3804764;9;20231211 01:07;102/1047111 1/1197641;;;;;;;;;;;;;;;;;;
D;222;3804764;9;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;222;3804764;9;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;222;3804764;9;20231211 01:07;V;;;;;;;;;;;;;;;;;;
Z;52;9;9;32;;;;;;;;;;;;;;;;;;;
