A;RTSALEDATA;244;20230213 01:07;VALNET;;;;;;;;;;;;;;;;;;;
B;244;2647237;1;20230213 01:07;NORWOOD;;7406;WYALONG RD;LAKE CARGELLIGO;2672;608.8;H;20221214;20230206;3008500;RU1;3;FARM;;RRB;;0;AS840651
C;244;2647237;1;20230213 01:07;24, 38, 39/752324;;;;;;;;;;;;;;;;;;
D;244;2647237;1;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;2647237;1;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;2647237;1;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;2647237;1;20230213 01:07;V;;;;;;;;;;;;;;;;;;
B;244;4468757;2;20230213 01:07;THE MYALLS;;706;NORTH FORBES RD;CONDOBOLIN;2877;160.792;H;20230124;20230203;398333;;3;FARM;;;;0;AS838612
C;244;4468757;2;20230213 01:07;1, 2, 3, 73, 88/752125 40/1287119;;;;;;;;;;;;;;;;;;
D;244;4468757;2;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;4468757;2;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;4468757;2;20230213 01:07;V;;;;;;;;;;;;;;;;;;
D;244;4468757;2;20230213 01:07;V;;;;;;;;;;;;;;;;;;
B;244;3777422;3;20230213 01:07;PRESTON;;6401;RANKINS SPRINGS RD;LAKE CARGELLIGO;2672;265.594;H;20221221;20230209;1246964;RU1;3;FARM;;RRB;;0;AS848415
C;244;3777422;3;20230213 01:07;3, 4/752346 2/1178518;;;;;;;;;;;;;;;;;;
D;244;3777422;3;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;3777422;3;20230213 01:07;P;;;;;;;;;;;;;;;;;;
D;244;3777422;3;20230213 01:07;V;;;;;;;;;;;;;;;;;;
Z;19;3;3;11;;;;;;;;;;;;;;;;;;;
