A;RTSALEDATA;230;20230828 01:13;VALNET;;;;;;;;;;;;;;;;;;;
B;230;4174827;1;20230828 01:13;THE LAKE;;;IVANHOE RD;BALRANALD;2715;24807.6;H;20230324;20230728;8953876;RU1;3;FARM;;RG1;;0;AT307209
C;230;4174827;1;20230828 01:13;10/754043 129/760760 1024/764507 3255/765481 3856/766299 5796/768695 5;;;;;;;;;;;;;;;;;;
C;230;4174827;1;20230828 01:13;797/768696 7300, 7301/1173369 Stock Watering Place 1024 Stock Watering;;;;;;;;;;;;;;;;;;
C;230;4174827;1;20230828 01:13; Place 61 Western Land Lease 5502 Western Land Lease 680 Western Land ;;;;;;;;;;;;;;;;;;
C;230;4174827;1;20230828 01:13;Lease 7798 Western Land Lease 925;;;;;;;;;;;;;;;;;;
D;230;4174827;1;20230828 01:13;P;;;;;;;;;;;;;;;;;;
D;230;4174827;1;20230828 01:13;V;;;;;;;;;;;;;;;;;;
D;230;4174827;1;20230828 01:13;V;;;;;;;;;;;;;;;;;;
D;230;4174827;1;20230828 01:13;V;;;;;;;;;;;;;;;;;;
B;230;4174827;2;20230828 01:13;THE LAKE;;;IVANHOE RD;BALRANALD;2715;24807.6;H;20230324;20230728;47999;RU1;3;FARM;;RG1;;0;AT307210
C;230;4174827;2;20230828 01:13;10/754043 129/760760 1024/764507 3255/765481 3856/766299 5796/768695 5;;;;;;;;;;;;;;;;;;
C;230;4174827;2;20230828 01:13;797/768696 7300, 7301/1173369 Stock Watering Place 1024 Stock Watering;;;;;;;;;;;;;;;;;;
C;230;4174827;2;20230828 01:13; Place 61 Western Land Lease 5502 Western Land Lease 680 Western Land ;;;;;;;;;;;;;;;;;;
C;230;4174827;2;20230828 01:13;Lease 7798 Western Land Lease 925;;;;;;;;;;;;;;;;;;
D;230;4174827;2;20230828 01:13;P;;;;;;;;;;;;;;;;;;
D;230;4174827;2;20230828 01:13;V;;;;;;;;;;;;;;;;;;
D;230;4174827;2;20230828 01:13;V;;;;;;;;;;;;;;;;;;
D;230;4174827;2;20230828 01:13;V;;;;;;;;;;;;;;;;;;
B;230;2605480;3;20230828 01:13;;;;STURT HWY;EUSTON;2737;4.666;H;20221021;20230824;1100000;RU1;3;FARM;;RF1;;0;AT382015
C;230;2605480;3;20230828 01:13;43/46657 69/48516;;;;;;;;;;;;;;;;;;
D;230;2605480;3;20230828 01:13;P;;;;;;;;;;;;;;;;;;
D;230;2605480;3;20230828 01:13;V;;;;;;;;;;;;;;;;;;
Z;24;3;9;10;;;;;;;;;;;;;;;;;;;
