A;RTSALEDATA;081;20231002 01:05;VALNET;;;;;;;;;;;;;;;;;;;
B;081;595913;1;20231002 01:05;;22;5;INGLEWOOD PL;NORWEST;2153;;;20230904;20230927;792000;;3;OFFICE;22;;;0;AT474314
C;081;595913;1;20231002 01:05;22/SP66670;;;;;;;;;;;;;;;;;;
D;081;595913;1;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;595913;1;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;081;595913;1;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;2891818;2;20231002 01:05;;;19;BRANDON GR;KELLYVILLE;2155;719.3;M;20230804;20230922;2185000;R2;R;RESIDENCE;;AXX;;0;AT460758
C;081;2891818;2;20231002 01:05;36/1029663;;;;;;;;;;;;;;;;;;
D;081;2891818;2;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2891818;2;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2891818;2;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;081;2891818;2;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;2906235;3;20231002 01:05;;24;1;CHERITON AVE;CASTLE HILL;2154;114;M;20230812;20230926;765000;;R;RESIDENCE;24;;;0;AT468883
C;081;2906235;3;20231002 01:05;24/SP67875;;;;;;;;;;;;;;;;;;
D;081;2906235;3;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2906235;3;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2906235;3;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;2957693;4;20231002 01:05;;;83;MILE END RD;ROUSE HILL;2155;467.4;M;20230830;20230925;1500000;R2;R;RESIDENCE;;AZZ;;0;AT464964
C;081;2957693;4;20231002 01:05;2504/1043886;;;;;;;;;;;;;;;;;;
D;081;2957693;4;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2957693;4;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2957693;4;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;2931541;5;20231002 01:05;;;15;BLUE BELL CCT;KELLYVILLE;2155;401.3;M;20230907;20230928;1850000;R3;R;RESIDENCE;;BKM;;0;AT476885
C;081;2931541;5;20231002 01:05;9030/1043033;;;;;;;;;;;;;;;;;;
D;081;2931541;5;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2931541;5;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;2931541;5;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;3180633;6;20231002 01:05;BUILDING C;50;40;JENNER ST;BAULKHAM HILLS;2153;;;20230817;20230928;800000;;R;RESIDENCE;52;;;0;AT476738
C;081;3180633;6;20231002 01:05;52/SP80459;;;;;;;;;;;;;;;;;;
D;081;3180633;6;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;3180633;6;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;081;3180633;6;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;3476625;7;20231002 01:05;;112;9;NORBRIK DR;BELLA VISTA;2153;136;M;20100716;20101217;9140000;;3;MEDICAL SUITE;35;;XO;0;AF953069
C;081;3476625;7;20231002 01:05;35/SP82294;;;;;;;;;;;;;;;;;;
D;081;3476625;7;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;3476625;7;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;3476625;7;20231002 01:05;V;;;;;;;;;;;;;;;;;;
B;081;4175849;8;20231002 01:05;;;50;FONTANA DR;GABLES;2765;262.4;M;20230817;20230928;1140000;R3;R;RESIDENCE;;GBM;;0;AT477130
C;081;4175849;8;20231002 01:05;17/1244691;;;;;;;;;;;;;;;;;;
D;081;4175849;8;20231002 01:05;P;;;;;;;;;;;;;;;;;;
D;081;4175849;8;20231002 01:05;V;;;;;;;;;;;;;;;;;;
D;081;4175849;8;20231002 01:05;V;;;;;;;;;;;;;;;;;;
