A;RTSALEDATA;902;20230828 01:16;VALNET;;;;;;;;;;;;;;;;;;;
B;902;3267634;1;20230828 01:16;;;BOOLKAMENA;WEST WILCANNIA RD;MENINDEE;2879;5621;H;20230517;20230727;6044545;;3;FARM;;;;0;AT302818
C;902;3267634;1;20230828 01:16;4852/46636;;;;;;;;;;;;;;;;;;
D;902;3267634;1;20230828 01:16;P;;;;;;;;;;;;;;;;;;
D;902;3267634;1;20230828 01:16;P;;;;;;;;;;;;;;;;;;
D;902;3267634;1;20230828 01:16;V;;;;;;;;;;;;;;;;;;
D;902;3267634;1;20230828 01:16;V;;;;;;;;;;;;;;;;;;
Z;8;1;1;4;;;;;;;;;;;;;;;;;;;
