A;RTSALEDATA;243;20230206 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;243;2645748;1;20230206 01:08;;;149;PARKER ST;HAY;2711;556.4;M;20221014;20230123;170000;RU5;R;RESIDENCE;;RAA;AC;0;AS808107
C;243;2645748;1;20230206 01:08;1/518792 2/983769;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
D;243;2645748;1;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;243;2646084;2;20230206 01:08;;;27;WARATAH ST;MAUDE;2711;2023;M;20221209;20230201;56500;RU5;R;RESIDENCE;;RVM;;0;AS828828
C;243;2646084;2;20230206 01:08;5/24/758659;;;;;;;;;;;;;;;;;;
D;243;2646084;2;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;243;2646084;2;20230206 01:08;V;;;;;;;;;;;;;;;;;;
B;243;2644910;3;20230206 01:08;;;432;CHURCH ST;HAY;2711;505.9;M;20221011;20221025;145000;RU5;V;VACANT LAND;;RAA;;0;AS576043
C;243;2644910;3;20230206 01:08;1/718055;;;;;;;;;;;;;;;;;;
D;243;2644910;3;20230206 01:08;P;;;;;;;;;;;;;;;;;;
D;243;2644910;3;20230206 01:08;V;;;;;;;;;;;;;;;;;;
Z;21;3;3;13;;;;;;;;;;;;;;;;;;;
