A;RTSALEDATA;100;20231009 01:05;VALNET;;;;;;;;;;;;;;;;;;;
B;100;4207729;1;20231009 01:05;;;8;CURLEW AVE;SHELL COVE;2529;391.9;M;20230609;20231004;1200000;R3;R;RESIDENCE;;AAY;;0;AT492754
C;100;4207729;1;20231009 01:05;5017/1221924;;;;;;;;;;;;;;;;;;
D;100;4207729;1;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;4207729;1;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;4207729;1;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;4155953;2;20231009 01:05;;203;6 A;ADDISON ST;SHELLHARBOUR;2529;155;M;20230803;20231004;800000;;R;RESIDENCE;6;;;0;AT493318
C;100;4155953;2;20231009 01:05;6/SP94667;;;;;;;;;;;;;;;;;;
D;100;4155953;2;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;4155953;2;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;3618527;3;20231009 01:05;;;4;FAIRWAYS DR;SHELL COVE;2529;618.1;M;20230720;20230929;1465000;R2;R;RESIDENCE;;AAE;;0;AT480635
C;100;3618527;3;20231009 01:05;6723/1171495;;;;;;;;;;;;;;;;;;
D;100;3618527;3;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;3618527;3;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;3618527;3;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;4503163;4;20231009 01:05;;;81;ADDISON ST;SHELLHARBOUR;2529;310.7;M;20230725;20230929;1165000;R2;R;RESIDENCE;;AAD;;0;AT480643
C;100;4503163;4;20231009 01:05;1/1268258;;;;;;;;;;;;;;;;;;
D;100;4503163;4;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;4503163;4;20231009 01:05;V;;;;;;;;;;;;;;;;;;
D;100;4503163;4;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;4506461;5;20231009 01:05;;;36;GEORGE ST;WARILLA;2528;193.5;M;20230524;20231003;920000;;R;RESIDENCE;;;;0;AT488649
C;100;4506461;5;20231009 01:05;2/1251139;;;;;;;;;;;;;;;;;;
D;100;4506461;5;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;4506461;5;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;4506461;5;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;1031759;6;20231009 01:05;;;121;ASHBURTON DR;ALBION PARK;2527;613.7;M;20230824;20231005;810000;R2;R;RESIDENCE;;ABA;;0;AT495388
C;100;1031759;6;20231009 01:05;311/1001201;;;;;;;;;;;;;;;;;;
D;100;1031759;6;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1031759;6;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;1032147;7;20231009 01:05;;;35;BARRACK AVE;BARRACK HEIGHTS;2528;581.7;M;20230906;20231004;911000;R2;R;RESIDENCE;;AAS;;0;AT493339
C;100;1032147;7;20231009 01:05;266/25803;;;;;;;;;;;;;;;;;;
D;100;1032147;7;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1032147;7;20231009 01:05;V;;;;;;;;;;;;;;;;;;
D;100;1032147;7;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;1044474;8;20231009 01:05;;;2;NARGAL ST;FLINDERS;2529;595;M;20230808;20231003;1020000;R2;R;RESIDENCE;;AAO;;0;AT489383
C;100;1044474;8;20231009 01:05;2165/825735;;;;;;;;;;;;;;;;;;
D;100;1044474;8;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1044474;8;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1044474;8;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;1033842;9;20231009 01:05;;2;14;BRUNDEREE RD;FLINDERS;2529;;;20230818;20230929;750000;;R;RESIDENCE;2;;;0;AT483070
C;100;1033842;9;20231009 01:05;2/SP63650;;;;;;;;;;;;;;;;;;
D;100;1033842;9;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1033842;9;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1033842;9;20231009 01:05;V;;;;;;;;;;;;;;;;;;
D;100;1033842;9;20231009 01:05;V;;;;;;;;;;;;;;;;;;
D;100;1033842;9;20231009 01:05;V;;;;;;;;;;;;;;;;;;
D;100;1033842;9;20231009 01:05;V;;;;;;;;;;;;;;;;;;
B;100;1036380;10;20231009 01:05;;8;82;DAINTREE DR;ALBION PARK;2527;;;20230823;20231004;649000;;R;RESIDENCE;8;;;0;AT493106
C;100;1036380;10;20231009 01:05;8/SP50015;;;;;;;;;;;;;;;;;;
D;100;1036380;10;20231009 01:05;P;;;;;;;;;;;;;;;;;;
D;100;1036380;10;20231009 01:05;V;;;;;;;;;;;;;;;;;;
