A;RTSALEDATA;240;20231113 01:34;VALNET;;;;;;;;;;;;;;;;;;;
B;240;2637335;1;20231113 01:34;;;19;ELIZABETH ST;GILGANDRA;2827;1711;M;20230922;20231103;430000;R1;R;RESIDENCE;;GSR;;0;AT572964
C;240;2637335;1;20231113 01:34;122/601700;;;;;;;;;;;;;;;;;;
D;240;2637335;1;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;2637335;1;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;2637335;1;20231113 01:34;V;;;;;;;;;;;;;;;;;;
B;240;3130008;2;20231113 01:34;;;160;WARREN RD;GILGANDRA;2827;878.9;M;20230926;20231108;320000;R1;R;RESIDENCE;;GSR;;0;AT585942
C;240;3130008;2;20231113 01:34;3/5725;;;;;;;;;;;;;;;;;;
D;240;3130008;2;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;3130008;2;20231113 01:34;V;;;;;;;;;;;;;;;;;;
D;240;3130008;2;20231113 01:34;V;;;;;;;;;;;;;;;;;;
B;240;4515570;3;20231113 01:34;;;;TONDERBURINE-TOORAWEENAH RD;TONDERBURINE;2817;7.761;H;20200318;20230725;10213;;V;VACANT LAND;;;;0;AT573440
C;240;4515570;3;20231113 01:34;2/1265114;;;;;;;;;;;;;;;;;;
D;240;4515570;3;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;4515570;3;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;4515570;3;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;4515570;3;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;4515570;3;20231113 01:34;V;;;;;;;;;;;;;;;;;;
B;240;3228288;4;20231113 01:34;;;78 A;WAMBOIN ST;GILGANDRA;2827;654.2;M;20230922;20231109;215000;R1;R;RESIDENCE;;GFZ;;0;AT588512
C;240;3228288;4;20231113 01:34;211/1092264;;;;;;;;;;;;;;;;;;
D;240;3228288;4;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;3228288;4;20231113 01:34;V;;;;;;;;;;;;;;;;;;
B;240;3726863;5;20231113 01:34;;;42;LOWER CASTLEREAGH ST;GILGANDRA;2827;6575;M;20231012;20231103;320000;RU1;R;RESIDENCE;;RHA;;0;AT572830
C;240;3726863;5;20231113 01:34;1, 2, 3, 4, 5/6193;;;;;;;;;;;;;;;;;;
D;240;3726863;5;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;3726863;5;20231113 01:34;P;;;;;;;;;;;;;;;;;;
D;240;3726863;5;20231113 01:34;V;;;;;;;;;;;;;;;;;;
D;240;3726863;5;20231113 01:34;V;;;;;;;;;;;;;;;;;;
Z;29;5;5;17;;;;;;;;;;;;;;;;;;;
