A;RTSALEDATA;252;20230731 01:11;VALNET;;;;;;;;;;;;;;;;;;;
B;252;4496896;1;20230731 01:11;;;1289;OXLEY HWY;WALCHA ROAD;2354;64.971;H;20230516;20230627;1800000;;3;FARM;;;;0;AT210836
C;252;4496896;1;20230731 01:11;1/40523 1/113570 2, 3/254333 86/756467 1, 2/1088874;;;;;;;;;;;;;;;;;;
D;252;4496896;1;20230731 01:11;P;;;;;;;;;;;;;;;;;;
D;252;4496896;1;20230731 01:11;V;;;;;;;;;;;;;;;;;;
D;252;4496896;1;20230731 01:11;V;;;;;;;;;;;;;;;;;;
Z;7;1;1;3;;;;;;;;;;;;;;;;;;;
