A;RTSALEDATA;137;20231211 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;137;1391789;1;20231211 01:07;;28;12;EVERTON RD;STRATHFIELD;2135;;;20231023;20231204;790000;;R;RESIDENCE;28;;;0;AT659204
C;137;1391789;1;20231211 01:07;28/SP65553;;;;;;;;;;;;;;;;;;
D;137;1391789;1;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1391789;1;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1391789;1;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;4167214;2;20231211 01:07;;1;79;LIVERPOOL RD;BURWOOD;2134;218;M;20231020;20231201;660000;;R;RESIDENCE;30;;;0;AT655052
C;137;4167214;2;20231211 01:07;30/SP98508;;;;;;;;;;;;;;;;;;
D;137;4167214;2;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;4167214;2;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;4188377;3;20231211 01:07;;1802;29;GEORGE ST;BURWOOD;2134;;;20231122;20231206;1120000;;R;RESIDENCE;44;;;0;AT668104
C;137;4188377;3;20231211 01:07;44/SP98095;;;;;;;;;;;;;;;;;;
D;137;4188377;3;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;4188377;3;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;4188377;3;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;3001959;4;20231211 01:07;;3;38;MERYLA ST;BURWOOD;2134;;;20231113;20231204;890000;;R;RESIDENCE;3;;;0;AT659221
C;137;3001959;4;20231211 01:07;3/SP70529;;;;;;;;;;;;;;;;;;
D;137;3001959;4;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;3001959;4;20231211 01:07;V;;;;;;;;;;;;;;;;;;
D;137;3001959;4;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;3940504;5;20231211 01:07;;2501;2;MARY ST;BURWOOD;2134;361;M;20231005;20231204;4200000;;R;RESIDENCE;143;;;0;AT657876
C;137;3940504;5;20231211 01:07;143/SP97476;;;;;;;;;;;;;;;;;;
D;137;3940504;5;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;3940504;5;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1396114;6;20231211 01:07;;;9;QUEEN ST;CROYDON;2132;558;M;20231007;20231204;2665000;R2;R;RESIDENCE;;EJJ;;0;AT660868
C;137;1396114;6;20231211 01:07;1, 2/206474;;;;;;;;;;;;;;;;;;
D;137;1396114;6;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1396114;6;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1391210;7;20231211 01:07;;;100;CORONATION PDE;CROYDON PARK;2133;322.5;M;20231010;20231205;1252000;R2;R;RESIDENCE;;ESW;;0;AT663078
C;137;1391210;7;20231211 01:07;6/233107;;;;;;;;;;;;;;;;;;
D;137;1391210;7;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1391210;7;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1391210;7;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1399014;8;20231211 01:07;;12;33;WILGA ST;BURWOOD;2134;;;20231025;20231206;828880;;R;RESIDENCE;12;;;0;AT666242
C;137;1399014;8;20231211 01:07;12/SP55230;;;;;;;;;;;;;;;;;;
D;137;1399014;8;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1399014;8;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1396580;9;20231211 01:07;;17;36;RUSSELL ST;STRATHFIELD;2135;;;20231025;20231206;645000;;R;RESIDENCE;17;;;0;AT667711
C;137;1396580;9;20231211 01:07;17/SP502;;;;;;;;;;;;;;;;;;
D;137;1396580;9;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1396580;9;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1396580;10;20231211 01:07;;17;36;RUSSELL ST;STRATHFIELD;2135;;;20231025;20231206;645000;;R;RESIDENCE;24;;;0;AT667711
C;137;1396580;10;20231211 01:07;24/SP502;;;;;;;;;;;;;;;;;;
D;137;1396580;10;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1396580;10;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1396635;11;20231211 01:07;;7;32;RUSSELL ST;STRATHFIELD;2135;;;20231021;20231204;582500;;R;RESIDENCE;7;;;0;AT657242
C;137;1396635;11;20231211 01:07;7/SP148;;;;;;;;;;;;;;;;;;
D;137;1396635;11;20231211 01:07;P;;;;;;;;;;;;;;;;;;
D;137;1396635;11;20231211 01:07;V;;;;;;;;;;;;;;;;;;
B;137;1399408;12;20231211 01:07;;;26;YANDARLO ST;CROYDON PARK;2133;556.4;M;20231021;20231204;2850000;R2;R;RESIDENCE;;ELL;;0;AT660911
C;137;1399408;12;20231211 01:07;76/12912;;;;;;;;;;;;;;;;;;
D;137;1399408;12;20231211 01:07;P;;;;;;;;;;;;;;;;;;
