A;RTSALEDATA;139;20230424 01:09;VALNET;;;;;;;;;;;;;;;;;;;
B;139;2850800;1;20230424 01:09;;;12;FAIRWATER DR;BREAKFAST POINT;2137;454.3;M;20230222;20230418;3770000;R2;R;RESIDENCE;;EBP;;0;AT15475
C;139;2850800;1;20230424 01:09;14/270262;;;;;;;;;;;;;;;;;;
D;139;2850800;1;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;2850800;1;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;2850800;1;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3452399;2;20230424 01:09;;1127;60;WALKER ST;RHODES;2138;156;M;20230308;20230419;950000;;R;RESIDENCE;59;;;0;AT20316
C;139;3452399;2;20230424 01:09;59/SP81965;;;;;;;;;;;;;;;;;;
D;139;3452399;2;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3452399;2;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3477786;3;20230424 01:09;;604;19;SHORELINE DR;RHODES;2138;;;20230322;20230419;719000;;R;RESIDENCE;210;;;0;AT18553
C;139;3477786;3;20230424 01:09;210/SP82779;;;;;;;;;;;;;;;;;;
D;139;3477786;3;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3477786;3;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3532320;4;20230424 01:09;;20;30;HILLY ST;MORTLAKE;2137;;;20230317;20230420;1685000;;R;RESIDENCE;20;;;0;AT21717
C;139;3532320;4;20230424 01:09;20/SP84124;;;;;;;;;;;;;;;;;;
D;139;3532320;4;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3532320;4;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3532320;4;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;3532320;4;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3535986;5;20230424 01:09;;210;6;PENINSULA DR;BREAKFAST POINT;2137;;;20230306;20230417;759000;;R;RESIDENCE;21;;;0;AT12153
C;139;3535986;5;20230424 01:09;21/SP83978;;;;;;;;;;;;;;;;;;
D;139;3535986;5;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3535986;5;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;3535986;5;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3567862;6;20230424 01:09;;409 E;27;GEORGE ST;NORTH STRATHFIELD;2137;;;20230211;20230417;735000;;R;RESIDENCE;100;;;0;AT13646
C;139;3567862;6;20230424 01:09;100/SP84982;;;;;;;;;;;;;;;;;;
D;139;3567862;6;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3567862;6;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3567862;6;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;3567862;6;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3583934;7;20230424 01:09;;502;11;MARY ST;RHODES;2138;;;20230222;20230419;950000;;R;RESIDENCE;89;;;0;AT19760
C;139;3583934;7;20230424 01:09;89/SP85431;;;;;;;;;;;;;;;;;;
D;139;3583934;7;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3583934;7;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3613175;8;20230424 01:09;;101;18;SHORELINE DR;RHODES;2138;;;20230307;20230418;950000;;R;RESIDENCE;28;;;0;AT16110
C;139;3613175;8;20230424 01:09;28/SP86157;;;;;;;;;;;;;;;;;;
D;139;3613175;8;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3613175;8;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;4060183;9;20230424 01:09;;15;129;PARRAMATTA RD;CONCORD;2137;111;M;20230307;20230418;640000;;R;RESIDENCE;15;;;0;AT16005
C;139;4060183;9;20230424 01:09;15/SP95382;;;;;;;;;;;;;;;;;;
D;139;4060183;9;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;4060183;9;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;1449489;10;20230424 01:09;;;21;KENDALL INLET;CABARITA;2137;212.6;M;20221126;20230417;3650000;R3;R;RESIDENCE;;EKD;;0;AT11418
C;139;1449489;10;20230424 01:09;38/270214;;;;;;;;;;;;;;;;;;
D;139;1449489;10;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1449489;10;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1449489;10;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1449489;10;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;1449489;10;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;1457522;11;20230424 01:09;;;101;WELLBANK ST;NORTH STRATHFIELD;2137;719.94;M;20221203;20230417;2860000;R3;R;RESIDENCE;;ESD;;0;AT12182
C;139;1457522;11;20230424 01:09;10/C/5360;;;;;;;;;;;;;;;;;;
D;139;1457522;11;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1457522;11;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;1457522;11;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;1457708;12;20230424 01:09;;306;10;WENTWORTH DR;LIBERTY GROVE;2138;;;20230308;20230419;765000;;R;RESIDENCE;20;;;0;AT18440
C;139;1457708;12;20230424 01:09;20/SP62131;;;;;;;;;;;;;;;;;;
D;139;1457708;12;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1457708;12;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1457708;12;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;1447858;13;20230424 01:09;;;8;ARCHER ST;CONCORD;2137;557.48;M;20230225;20230418;3010000;R2;R;RESIDENCE;;ESK;;0;AT15615
C;139;1447858;13;20230424 01:09;291/7564;;;;;;;;;;;;;;;;;;
D;139;1447858;13;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;1447858;13;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;1447858;13;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;1447858;13;20230424 01:09;V;;;;;;;;;;;;;;;;;;
B;139;3108039;14;20230424 01:09;SOVEREIGNTY;14;20;ADMIRALTY DR;BREAKFAST POINT;2137;;;20230202;20230419;2300000;;R;RESIDENCE;4;;;0;AT19684
C;139;3108039;14;20230424 01:09;4/SP73197;;;;;;;;;;;;;;;;;;
D;139;3108039;14;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3108039;14;20230424 01:09;P;;;;;;;;;;;;;;;;;;
D;139;3108039;14;20230424 01:09;V;;;;;;;;;;;;;;;;;;
D;139;3108039;14;20230424 01:09;V;;;;;;;;;;;;;;;;;;
