A;RTSALEDATA;043;20230724 01:09;VALNET;;;;;;;;;;;;;;;;;;;
B;043;3466721;1;20230724 01:09;;;;COLLON ST;GREENETHORPE;2809;4438.9;M;20230531;20230719;300000;RU5;3;COMMERCIAL;;AWV;;0;AT279370
C;043;3466721;1;20230724 01:09;5, 6, 18, 19/H/6279;;;;;;;;;;;;;;;;;;
D;043;3466721;1;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;3466721;1;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;3466721;1;20230724 01:09;V;;;;;;;;;;;;;;;;;;
B;043;477811;2;20230724 01:09;;;;COLLON ST;GREENETHORPE;2809;430;M;20230531;20230719;300000;RU5;3;COMMERCIAL;;AWV;;0;AT279370
C;043;477811;2;20230724 01:09;7/I/6279;;;;;;;;;;;;;;;;;;
D;043;477811;2;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;477811;2;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;477811;2;20230724 01:09;V;;;;;;;;;;;;;;;;;;
B;043;478212;3;20230724 01:09;;;529;NAPIERS RD;PINEY RANGE;2810;395.5;H;20230602;20230714;2443250;RU1;3;FARM;;RMB;;0;AT267842
C;043;478212;3;20230724 01:09;15, 17/750609;;;;;;;;;;;;;;;;;;
D;043;478212;3;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;478212;3;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;478212;3;20230724 01:09;V;;;;;;;;;;;;;;;;;;
B;043;4496396;4;20230724 01:09;;;79;GAP RD;PINNACLE;2810;167.3;H;20230605;20230623;1029000;;3;FARM;;;;0;AT202653
C;043;4496396;4;20230724 01:09;79/752961;;;;;;;;;;;;;;;;;;
D;043;4496396;4;20230724 01:09;P;;;;;;;;;;;;;;;;;;
D;043;4496396;4;20230724 01:09;V;;;;;;;;;;;;;;;;;;
D;043;4496396;4;20230724 01:09;V;;;;;;;;;;;;;;;;;;
Z;22;4;4;12;;;;;;;;;;;;;;;;;;;
