A;RTSALEDATA;254;20230501 01:19;VALNET;;;;;;;;;;;;;;;;;;;
B;254;3719857;1;20230501 01:19;;;;BUCKIINGUY RD;THE MARRA;2831;2486;H;20230224;20230419;4203048;RU1;3;FARM;;RGE;;0;AT20197
C;254;3719857;1;20230501 01:19;5/132804 25, 30/753455 36, 40, 41, 45, 46/753465 352/804559 Enclosure ;;;;;;;;;;;;;;;;;;
C;254;3719857;1;20230501 01:19;Permit 47945 Enclosure Permit 520170;;;;;;;;;;;;;;;;;;
D;254;3719857;1;20230501 01:19;P;;;;;;;;;;;;;;;;;;
D;254;3719857;1;20230501 01:19;P;;;;;;;;;;;;;;;;;;
D;254;3719857;1;20230501 01:19;V;;;;;;;;;;;;;;;;;;
B;254;4477354;2;20230501 01:19;;;54;ARTHUR BUTLER DR;RED HILL;2824;;;20230120;20230424;56620;;3;INDUSTRIAL;;;;0;AT32280
C;254;4477354;2;20230501 01:19;1/1292302;;;;;;;;;;;;;;;;;;
D;254;4477354;2;20230501 01:19;P;;;;;;;;;;;;;;;;;;
D;254;4477354;2;20230501 01:19;V;;;;;;;;;;;;;;;;;;
D;254;4477354;2;20230501 01:19;V;;;;;;;;;;;;;;;;;;
Z;13;2;3;6;;;;;;;;;;;;;;;;;;;
