A;RTSALEDATA;260;20231211 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;260;804200;1;20231211 01:08;;5;29;ALBERT ST;NORTH PARRAMATTA;2151;;;20231012;20231207;785000;;R;RESIDENCE;5;;;0;AT670958
C;260;804200;1;20231211 01:08;5/SP60528;;;;;;;;;;;;;;;;;;
D;260;804200;1;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;804200;1;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;804200;1;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;806871;2;20231211 01:08;;;43;BARNETTS RD;WINSTON HILLS;2153;556.4;M;20231030;20231201;1127000;R2;R;RESIDENCE;;CBA;;0;AT654399
C;260;806871;2;20231211 01:08;9/221156;;;;;;;;;;;;;;;;;;
D;260;806871;2;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;806871;2;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;806871;2;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;817789;3;20231211 01:08;;;49;DANDARBONG AVE;CARLINGFORD;2118;961.1;M;20231024;20231205;1550000;R2;R;RESIDENCE;;AKA;;0;AT664185
C;260;817789;3;20231211 01:08;11/29078;;;;;;;;;;;;;;;;;;
D;260;817789;3;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;817789;3;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;817789;3;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;817789;3;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;817789;3;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;828542;4;20231211 01:08;;;12;HOOD ST;NORTHMEAD;2152;556.4;M;20231021;20231204;1435000;R2;R;RESIDENCE;;ANN;;0;AT658340
C;260;828542;4;20231211 01:08;17/207197;;;;;;;;;;;;;;;;;;
D;260;828542;4;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;828542;4;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;828542;4;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;828602;5;20231211 01:08;;;9;HOPKINS ST;WENTWORTHVILLE;2145;575.4;M;20231025;20231206;1250000;R2;R;RESIDENCE;;CXF;;0;AT667469
C;260;828602;5;20231211 01:08;18/28728;;;;;;;;;;;;;;;;;;
D;260;828602;5;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;828602;5;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;828602;5;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;828602;5;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;826230;6;20231211 01:08;;11;14;HAMMERS RD;NORTHMEAD;2152;;;20231020;20231204;1100000;;R;RESIDENCE;11;;;0;AT658794
C;260;826230;6;20231211 01:08;11/SP42535;;;;;;;;;;;;;;;;;;
D;260;826230;6;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;826230;6;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;804626;7;20231211 01:08;;12;12;ALFRED ST;WESTMEAD;2145;;;20231023;20231204;545000;;R;RESIDENCE;12;;;0;AT657351
C;260;804626;7;20231211 01:08;12/SP18293;;;;;;;;;;;;;;;;;;
D;260;804626;7;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;804626;7;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;804626;7;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;805003;8;20231211 01:08;;5;25;ALLEN ST;HARRIS PARK;2150;;;20231020;20231201;464900;;R;RESIDENCE;5;;;0;AT652821
C;260;805003;8;20231211 01:08;5/SP46649;;;;;;;;;;;;;;;;;;
D;260;805003;8;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;805003;8;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;807956;9;20231211 01:08;;;20;BETHEL ST;TOONGABBIE;2146;607;M;20231021;20231201;1240000;R2;R;RESIDENCE;;BQA;;0;AT652342
C;260;807956;9;20231211 01:08;11/29508;;;;;;;;;;;;;;;;;;
D;260;807956;9;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;807956;9;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;807956;9;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;807956;9;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;810577;10;20231211 01:08;;9;60;BRIDGE ST;EPPING;2121;;;20231025;20231206;1120000;;R;RESIDENCE;9;;;0;AT666197
C;260;810577;10;20231211 01:08;9/SP10563;;;;;;;;;;;;;;;;;;
D;260;810577;10;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;810577;10;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;810577;10;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;805514;11;20231211 01:08;;;17;ARKANA ST;TELOPEA;2117;657.6;M;20231011;20231201;2700000;R2;R;RESIDENCE;;ATC;;0;AT656638
C;260;805514;11;20231211 01:08;15/29340;;;;;;;;;;;;;;;;;;
D;260;805514;11;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;805514;11;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;805514;11;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;805514;11;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;813687;12;20231211 01:08;;;3;CARMEL PL;WINSTON HILLS;2153;581.7;M;20231107;20231206;1305000;R2;R;RESIDENCE;;CBA;;0;AT667505
C;260;813687;12;20231211 01:08;1070/237396;;;;;;;;;;;;;;;;;;
D;260;813687;12;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;813687;12;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;813687;12;20231211 01:08;V;;;;;;;;;;;;;;;;;;
D;260;813687;12;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;819298;13;20231211 01:08;;12;26;EARLY ST;PARRAMATTA;2150;;;20231020;20231201;595000;;R;RESIDENCE;12;;;0;AT654383
C;260;819298;13;20231211 01:08;12/SP47914;;;;;;;;;;;;;;;;;;
D;260;819298;13;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;819298;13;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;821998;14;20231211 01:08;;;11 A;FIRST AVE;EPPING;2121;696.77;M;20231011;20231206;3211000;R2;R;RESIDENCE;;ABA;;0;AT665261
C;260;821998;14;20231211 01:08;10/2/9770;;;;;;;;;;;;;;;;;;
D;260;821998;14;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;821998;14;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;821998;14;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;816753;15;20231211 01:08;;2;67;CONSTITUTION RD;CONSTITUTION HILL;2145;;;20231104;20231204;847500;;R;RESIDENCE;2;;;0;AT657303
C;260;816753;15;20231211 01:08;2/SP53968;;;;;;;;;;;;;;;;;;
D;260;816753;15;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;816753;15;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;816753;15;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;822381;16;20231211 01:08;;;4;FLORIDA AVE;ERMINGTON;2115;1005;M;20230923;20231204;2008000;R2;R;RESIDENCE;;AEA;;0;AT658053
C;260;822381;16;20231211 01:08;10/30641;;;;;;;;;;;;;;;;;;
D;260;822381;16;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;822381;16;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;822381;16;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;828268;17;20231211 01:08;;;23;HOLMES AVE;OATLANDS;2117;923.2;M;20231026;20231207;2800000;R2;R;RESIDENCE;;AAO;;0;AT672609
C;260;828268;17;20231211 01:08;39/206883;;;;;;;;;;;;;;;;;;
D;260;828268;17;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;828268;17;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;828268;17;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;803967;18;20231211 01:08;;;13;ALBERT ST;GRANVILLE;2142;303.5;M;20231106;20231201;848000;R3;R;RESIDENCE;;KAA;;0;AT655721
C;260;803967;18;20231211 01:08;B/435412;;;;;;;;;;;;;;;;;;
D;260;803967;18;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;803967;18;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;803967;18;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;842164;19;20231211 01:08;;13;344;PENNANT HILLS RD;CARLINGFORD;2118;;;20231021;20231204;639900;;R;RESIDENCE;13;;;0;AT660301
C;260;842164;19;20231211 01:08;13/SP15547;;;;;;;;;;;;;;;;;;
D;260;842164;19;20231211 01:08;P;;;;;;;;;;;;;;;;;;
D;260;842164;19;20231211 01:08;V;;;;;;;;;;;;;;;;;;
B;260;836901;20;20231211 01:08;;;57 A;MIDSON RD;EPPING;2121;430.5;M;20231028;20231207;1980000;R2;R;RESIDENCE;;ABA;;0;AT669152
