A;RTSALEDATA;090;20231211 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;090;3461773;1;20231211 01:06;;86;2;UNDERDALE LANE;MEADOWBANK;2114;92;M;20231103;20231201;585000;;R;RESIDENCE;105;;;0;AT655613
C;090;3461773;1;20231211 01:06;105/SP82318;;;;;;;;;;;;;;;;;;
D;090;3461773;1;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;3461773;1;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;3463815;2;20231211 01:06;;21;43;BLAXLAND RD;RYDE;2112;;;20231025;20231201;822000;;R;RESIDENCE;27;;;0;AT652849
C;090;3463815;2;20231211 01:06;27/SP82464;;;;;;;;;;;;;;;;;;
D;090;3463815;2;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;3463815;2;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;3463815;2;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;3463815;2;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;4188465;3;20231211 01:06;;209 B;37;NANCARROW AVE;RYDE;2112;;;20231110;20231201;778000;;R;RESIDENCE;124;;;0;AT652388
C;090;4188465;3;20231211 01:06;124/SP98936;;;;;;;;;;;;;;;;;;
D;090;4188465;3;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4188465;3;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4188465;3;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;4205673;4;20231211 01:06;;505 A;12;NANCARROW AVE;RYDE;2112;133;M;20231024;20231205;1000000;;R;RESIDENCE;27;;;0;AT661743
C;090;4205673;4;20231211 01:06;27/SP97601;;;;;;;;;;;;;;;;;;
D;090;4205673;4;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4205673;4;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4205673;4;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;4205673;5;20231211 01:06;;602 C;12;NANCARROW AVE;RYDE;2112;119;M;20231025;20231206;1100000;;R;RESIDENCE;191;;;0;AT667836
C;090;4205673;5;20231211 01:06;191/SP97601;;;;;;;;;;;;;;;;;;
D;090;4205673;5;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4205673;5;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;4205673;5;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;4153890;6;20231211 01:06;;18;13;JORDAN ST;GLADESVILLE;2111;113;M;20231110;20231205;920000;;R;RESIDENCE;18;;;0;AT662491
C;090;4153890;6;20231211 01:06;18/SP97852;;;;;;;;;;;;;;;;;;
D;090;4153890;6;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4153890;6;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;4170021;7;20231211 01:06;;1411;1;NETWORK PL;NORTH RYDE;2113;;;20231111;20231205;660000;;R;RESIDENCE;206;;;0;AT662538
C;090;4170021;7;20231211 01:06;206/SP98059;;;;;;;;;;;;;;;;;;
D;090;4170021;7;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4170021;7;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4170021;7;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;4187133;8;20231211 01:06;;613;20;NANCARROW AVE;MEADOWBANK;2114;;;20231026;20231207;580000;;R;RESIDENCE;105;;;0;AT672729
C;090;4187133;8;20231211 01:06;105/SP98937;;;;;;;;;;;;;;;;;;
D;090;4187133;8;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;4187133;8;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;879408;9;20231211 01:06;;4;56;LINTON AVE;WEST RYDE;2114;;;20231020;20231201;950000;;R;RESIDENCE;4;;;0;AT653041
C;090;879408;9;20231211 01:06;4/SP31223;;;;;;;;;;;;;;;;;;
D;090;879408;9;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;879408;9;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;879408;9;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;866058;10;20231211 01:06;;;7;COBHAM AVE;MELROSE PARK;2114;579.64;M;20231004;20231206;2880000;R2;R;RESIDENCE;;EQ1;;0;AT666288
C;090;866058;10;20231211 01:06;58/15965;;;;;;;;;;;;;;;;;;
D;090;866058;10;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;866058;10;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;866058;10;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;866058;10;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;887559;11;20231211 01:06;;;52;RIVER AVE;CHATSWOOD WEST;2067;531.1;M;20231011;20231206;2200000;R2;R;RESIDENCE;;FB2;;0;AT665202
C;090;887559;11;20231211 01:06;74/16042;;;;;;;;;;;;;;;;;;
D;090;887559;11;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;887559;11;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;887559;11;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;890304;12;20231211 01:06;;7;20;STATION ST;WEST RYDE;2114;;;20231019;20231204;582000;;R;RESIDENCE;7;;;0;AT660060
C;090;890304;12;20231211 01:06;7/SP6039;;;;;;;;;;;;;;;;;;
D;090;890304;12;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;890304;12;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;879765;13;20231211 01:06;;3;5;LOVELL RD;DENISTONE EAST;2112;187.8;M;20231029;20231201;1550000;R2;R;RESIDENCE;;EG2;;0;AT656128
C;090;879765;13;20231211 01:06;3/285450;;;;;;;;;;;;;;;;;;
D;090;879765;13;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;879765;13;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;879765;13;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;879765;13;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;882464;14;20231211 01:06;;;90;MONASH RD;GLADESVILLE;2111;645;M;20231118;20231201;1575000;R2;R;RESIDENCE;;RED;;50;AT655658
C;090;882464;14;20231211 01:06;19/241361;;;;;;;;;;;;;;;;;;
D;090;882464;14;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;882464;14;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;882464;14;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;866445;15;20231211 01:06;;2;104;CONSTITUTION RD W;MEADOWBANK;2114;148;M;20231020;20231201;950000;;R;RESIDENCE;2;;;0;AT653433
C;090;866445;15;20231211 01:06;2/SP61474;;;;;;;;;;;;;;;;;;
D;090;866445;15;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;866445;15;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;866445;15;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;866445;15;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;877303;16;20231211 01:06;;;85;KENT RD;NORTH RYDE;2113;556.4;M;20231021;20231204;2675000;R2;R;RESIDENCE;;EA2;;0;AT659540
C;090;877303;16;20231211 01:06;1/208668;;;;;;;;;;;;;;;;;;
D;090;877303;16;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;877303;16;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;877303;16;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;861388;17;20231211 01:06;;;45;BENNETT ST;WEST RYDE;2114;569;M;20230819;20231206;3930000;R2;R;RESIDENCE;;ER2;;0;AT666005
C;090;861388;17;20231211 01:06;38/12291;;;;;;;;;;;;;;;;;;
D;090;861388;17;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;861388;17;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;861388;17;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;861388;17;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;880394;18;20231211 01:06;;;28;MAWARRA CRES;MARSFIELD;2122;580.1;M;20231010;20231205;3100000;R2;R;RESIDENCE;;EZ2;;0;AT662736
C;090;880394;18;20231211 01:06;6/867625;;;;;;;;;;;;;;;;;;
D;090;880394;18;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;880394;18;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;880394;18;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;891075;19;20231211 01:06;;59;7;TARANTO RD;MARSFIELD;2122;;;20231026;20231207;875000;;R;RESIDENCE;59;;;0;AT672183
C;090;891075;19;20231211 01:06;59/SP31343;;;;;;;;;;;;;;;;;;
D;090;891075;19;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;891075;19;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;891075;19;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;864394;20;20231211 01:06;;6;28;BUSACO RD;MARSFIELD;2122;;;20231028;20231207;730000;;R;RESIDENCE;6;;;0;AT670502
C;090;864394;20;20231211 01:06;6/SP14105;;;;;;;;;;;;;;;;;;
D;090;864394;20;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;864394;20;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;864394;20;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;893707;21;20231211 01:06;;;254;VICTORIA RD;GLADESVILLE;2111;223.2;M;20231017;20231205;1500000;MU1;3;COMMERCIAL;;MUD;;0;AT662872
C;090;893707;21;20231211 01:06;70/10598;;;;;;;;;;;;;;;;;;
D;090;893707;21;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;893707;21;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;893708;22;20231211 01:06;;;256;VICTORIA RD;GLADESVILLE;2111;445.9;M;20230727;20231205;3000000;MU1;3;COMMERCIAL;;MUD;;0;AT662869
C;090;893708;22;20231211 01:06;68, 69/10598;;;;;;;;;;;;;;;;;;
D;090;893708;22;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;893708;22;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;861982;23;20231211 01:06;;5;148 A;BLAXLAND RD;RYDE;2112;;;20231024;20231205;646500;;R;RESIDENCE;5;;;0;AT661821
C;090;861982;23;20231211 01:06;5/SP14625;;;;;;;;;;;;;;;;;;
D;090;861982;23;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;861982;23;20231211 01:06;V;;;;;;;;;;;;;;;;;;
B;090;864625;24;20231211 01:06;;11;11 A;CAMBRIDGE ST;GLADESVILLE;2111;;;20231023;20231204;608000;;R;RESIDENCE;11;;;0;AT658888
C;090;864625;24;20231211 01:06;11/SP14429;;;;;;;;;;;;;;;;;;
D;090;864625;24;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;864625;24;20231211 01:06;P;;;;;;;;;;;;;;;;;;
D;090;864625;24;20231211 01:06;V;;;;;;;;;;;;;;;;;;
D;090;864625;24;20231211 01:06;V;;;;;;;;;;;;;;;;;;
