A;RTSALEDATA;192;20231023 01:27;VALNET;;;;;;;;;;;;;;;;;;;
B;192;1864768;1;20231023 01:27;;2;433;BOSTON ST;MOREE;2400;;;20230914;20231018;290000;;R;RESIDENCE;2;;;0;AT528044
C;192;1864768;1;20231023 01:27;2/SP53427;;;;;;;;;;;;;;;;;;
D;192;1864768;1;20231023 01:27;P;;;;;;;;;;;;;;;;;;
D;192;1864768;1;20231023 01:27;V;;;;;;;;;;;;;;;;;;
D;192;1864768;1;20231023 01:27;V;;;;;;;;;;;;;;;;;;
Z;7;1;1;3;;;;;;;;;;;;;;;;;;;
