A;RTSALEDATA;100;20231120 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;100;2916497;1;20231120 01:06;;;25;HICKS TCE;SHELL COVE;2529;488.5;M;20230803;20231113;1195000;R2;R;RESIDENCE;;AAQ;;0;AT596167
C;100;2916497;1;20231120 01:06;4531/1040758;;;;;;;;;;;;;;;;;;
D;100;2916497;1;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;2916497;1;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;2916497;1;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4184262;2;20231120 01:06;;;103;BARTON ST;OAK FLATS;2529;228;M;20230929;20231110;820000;R2;R;RESIDENCE;;AAG;;0;AT592245
C;100;4184262;2;20231120 01:06;1/1238249;;;;;;;;;;;;;;;;;;
D;100;4184262;2;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4184262;2;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4184262;2;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4150473;3;20231120 01:06;;;14;STUD CL;CALDERWOOD;2527;611.5;M;20231011;20231114;1405000;R1;R;RESIDENCE;;ARC;;0;AT601055
C;100;4150473;3;20231120 01:06;2757/1225474;;;;;;;;;;;;;;;;;;
D;100;4150473;3;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4150473;3;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4150473;3;20231120 01:06;V;;;;;;;;;;;;;;;;;;
D;100;4150473;3;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4147949;4;20231120 01:06;;5;5;STATION RD;ALBION PARK RAIL;2527;203;M;20230929;20231110;695000;;R;RESIDENCE;5;;;0;AT593578
C;100;4147949;4;20231120 01:06;5/SP95437;;;;;;;;;;;;;;;;;;
D;100;4147949;4;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4147949;4;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;3550091;5;20231120 01:06;;1;22;DARLING DR;ALBION PARK;2527;;;20230904;20231113;830000;;R;RESIDENCE;1;;;0;AT598829
C;100;3550091;5;20231120 01:06;1/SP84653;;;;;;;;;;;;;;;;;;
D;100;3550091;5;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;3550091;5;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;3550091;5;20231120 01:06;V;;;;;;;;;;;;;;;;;;
D;100;3550091;5;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4057213;6;20231120 01:06;;4;301;PRINCES HWY;ALBION PARK RAIL;2527;169;M;20231020;20231115;645000;;R;RESIDENCE;4;;;0;AT604364
C;100;4057213;6;20231120 01:06;4/SP93537;;;;;;;;;;;;;;;;;;
D;100;4057213;6;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4057213;6;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4057213;6;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4130817;7;20231120 01:06;;;389 A;REDDALL PDE;MOUNT WARRIGAL;2528;113;M;20230912;20231113;720000;;R;RESIDENCE;3;;;0;AT597552
C;100;4130817;7;20231120 01:06;3/SP95086;;;;;;;;;;;;;;;;;;
D;100;4130817;7;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4130817;7;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4130817;7;20231120 01:06;V;;;;;;;;;;;;;;;;;;
D;100;4130817;7;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4084999;8;20231120 01:06;;;18;BERRIMA ST;TULLIMBAR;2527;450;M;20230919;20231110;1030000;A;R;RESIDENCE;;CD;;0;AT593489
C;100;4084999;8;20231120 01:06;9/1216950;;;;;;;;;;;;;;;;;;
D;100;4084999;8;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4084999;8;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4084999;8;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4514244;9;20231120 01:06;;1;16;ANTHONY ST;LAKE ILLAWARRA;2528;208;M;20230830;20231113;755000;;R;RESIDENCE;1;;;0;AT597960
C;100;4514244;9;20231120 01:06;1/SP105350;;;;;;;;;;;;;;;;;;
D;100;4514244;9;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4514244;9;20231120 01:06;V;;;;;;;;;;;;;;;;;;
B;100;4512831;10;20231120 01:06;;;26 A;AURORA AVE;DUNMORE;2529;225;M;20230929;20231115;955000;R2;R;RESIDENCE;;AAE;;0;AT604618
C;100;4512831;10;20231120 01:06;1461/1284143;;;;;;;;;;;;;;;;;;
D;100;4512831;10;20231120 01:06;P;;;;;;;;;;;;;;;;;;
D;100;4512831;10;20231120 01:06;V;;;;;;;;;;;;;;;;;;
D;100;4512831;10;20231120 01:06;V;;;;;;;;;;;;;;;;;;
