A;RTSALEDATA;052;20230313 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;052;509466;1;20230313 01:06;;;;TRIDA RD;ROTO;2675;1.44;H;20210630;20211011;354951;RU1;3;COMMERCIAL;;WLG;;0;AS730364
C;052;509466;1;20230313 01:06;1/785671;;;;;;;;;;;;;;;;;;
D;052;509466;1;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;052;509466;1;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;052;4472210;2;20230313 01:06;;;;THE SPRINGS RD;RANKINS SPRINGS;2669;638.4;H;20221205;20221220;1577500;;3;FARM;;;;0;AS744804
C;052;4472210;2;20230313 01:06;3/1286926;;;;;;;;;;;;;;;;;;
D;052;4472210;2;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;052;4472210;2;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;052;4472210;2;20230313 01:06;V;;;;;;;;;;;;;;;;;;
Z;11;2;2;5;;;;;;;;;;;;;;;;;;;
