A;RTSALEDATA;275;20230508 01:12;VALNET;;;;;;;;;;;;;;;;;;;
B;275;1226367;1;20230508 01:12;;;21;DAVIDSON DR;DUBBO;2830;1107;M;20230321;20230502;617500;R2;R;RESIDENCE;;LDE;;0;AT51380
C;275;1226367;1;20230508 01:12;9/801136;;;;;;;;;;;;;;;;;;
D;275;1226367;1;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1226367;1;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1226367;1;20230508 01:12;V;;;;;;;;;;;;;;;;;;
D;275;1226367;1;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1232198;2;20230508 01:12;;;15;PARK ST;DUBBO;2830;512.2;M;20230426;20230504;210000;R1;R;RESIDENCE;;GRN;;0;AT60574
C;275;1232198;2;20230508 01:12;9/770435;;;;;;;;;;;;;;;;;;
D;275;1232198;2;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1232198;2;20230508 01:12;V;;;;;;;;;;;;;;;;;;
D;275;1232198;2;20230508 01:12;V;;;;;;;;;;;;;;;;;;
D;275;1232198;2;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1224082;3;20230508 01:12;;;74;BRISBANE ST;DUBBO;2830;1410;M;20230323;20230504;1211000;R1;R;RESIDENCE;;GRU;;0;AT60909
C;275;1224082;3;20230508 01:12;74/1104386;;;;;;;;;;;;;;;;;;
D;275;1224082;3;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1224082;3;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1227001;4;20230508 01:12;;;10;ENGLEWOOD AVE;DUBBO;2830;1120;M;20230322;20230503;900000;R2;R;RESIDENCE;;LDD;;0;AT54951
C;275;1227001;4;20230508 01:12;79/1009852;;;;;;;;;;;;;;;;;;
D;275;1227001;4;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1227001;4;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1227001;4;20230508 01:12;V;;;;;;;;;;;;;;;;;;
D;275;1227001;4;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1229837;5;20230508 01:12;;;12 A;LOVETT AVE;DUBBO;2830;701.9;M;20230323;20230504;468000;R2;R;RESIDENCE;;LDS;;0;AT60345
C;275;1229837;5;20230508 01:12;142/539306;;;;;;;;;;;;;;;;;;
D;275;1229837;5;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1229837;5;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1222115;6;20230508 01:12;;;29;ALCHERINGA ST;DUBBO;2830;720.8;M;20230329;20230428;325000;R2;R;RESIDENCE;;LDW;;0;AT45087
C;275;1222115;6;20230508 01:12;47/229748;;;;;;;;;;;;;;;;;;
D;275;1222115;6;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1222115;6;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1222115;6;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1235814;7;20230508 01:12;;;96;WINGEWARRA ST;DUBBO;2830;752.5;M;20230322;20230504;650000;B4;3;COMMERCIAL;;BMU;;0;AT58688
C;275;1235814;7;20230508 01:12;23/320847;;;;;;;;;;;;;;;;;;
D;275;1235814;7;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1235814;7;20230508 01:12;V;;;;;;;;;;;;;;;;;;
D;275;1235814;7;20230508 01:12;V;;;;;;;;;;;;;;;;;;
B;275;1233251;8;20230508 01:12;;;86;SHERATON RD;DUBBO;2830;655.6;M;20230323;20230504;505000;R2;R;RESIDENCE;;LDF;;0;AT59823
C;275;1233251;8;20230508 01:12;96/881412;;;;;;;;;;;;;;;;;;
D;275;1233251;8;20230508 01:12;P;;;;;;;;;;;;;;;;;;
D;275;1233251;8;20230508 01:12;V;;;;;;;;;;;;;;;;;;
D;275;1233251;8;20230508 01:12;V;;;;;;;;;;;;;;;;;;
