A;RTSALEDATA;139;20230227 01:07;VALNET;;;;;;;;;;;;;;;;;;;
B;139;2881315;1;20230227 01:07;;4;1;BAYSIDE TCE;CABARITA;2137;;;20221118;20230220;1990000;;R;RESIDENCE;4;;;0;AS870159
C;139;2881315;1;20230227 01:07;4/SP68715;;;;;;;;;;;;;;;;;;
D;139;2881315;1;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;2881315;1;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;2881315;1;20230227 01:07;V;;;;;;;;;;;;;;;;;;
D;139;2881315;1;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;3452399;2;20230227 01:07;;325;60;WALKER ST;RHODES;2138;117;M;20230107;20230220;740000;;R;RESIDENCE;2;;;0;AS870928
C;139;3452399;2;20230227 01:07;2/SP81965;;;;;;;;;;;;;;;;;;
D;139;3452399;2;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;3452399;2;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;1457004;3;20230227 01:07;;;22;THORPE AVE;LIBERTY GROVE;2138;136.7;M;20230110;20230220;1500000;R3;R;RESIDENCE;;EQD;;0;AS869546
C;139;1457004;3;20230227 01:07;101/270137;;;;;;;;;;;;;;;;;;
D;139;1457004;3;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1457004;3;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1457004;3;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;3721837;4;20230227 01:07;;1608;7;RIDER BVD;RHODES;2138;;;20221121;20230217;1088000;;R;RESIDENCE;170;;;0;AS867291
C;139;3721837;4;20230227 01:07;170/SP88669;;;;;;;;;;;;;;;;;;
D;139;3721837;4;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;3721837;4;20230227 01:07;V;;;;;;;;;;;;;;;;;;
D;139;3721837;4;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;3657776;5;20230227 01:07;;403 B;18;PARRAMATTA RD;STRATHFIELD;2135;;;20230109;20230220;665000;;R;RESIDENCE;43;;;0;AS869958
C;139;3657776;5;20230227 01:07;43/SP87247;;;;;;;;;;;;;;;;;;
D;139;3657776;5;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;3657776;5;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;3657776;5;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;1900872;6;20230227 01:07;;;1;FEILBERG PL;ABBOTSFORD;2046;720.8;M;20230203;20230223;4150000;R2;R;RESIDENCE;;RPP;;0;AS881116
C;139;1900872;6;20230227 01:07;134/35143;;;;;;;;;;;;;;;;;;
D;139;1900872;6;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1900872;6;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;1906387;7;20230227 01:07;;;2;NAPIER ST;DRUMMOYNE;2047;436.63;M;20221020;20230217;3875000;R3;R;RESIDENCE;;RFD;;0;AS866280
C;139;1906387;7;20230227 01:07;19/321079;;;;;;;;;;;;;;;;;;
D;139;1906387;7;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1906387;7;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1906387;7;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;1906914;8;20230227 01:07;;;14;POLDING ST;DRUMMOYNE;2047;458.96;M;20221221;20230217;2445000;R2;R;RESIDENCE;;RGG;;0;AS867133
C;139;1906914;8;20230227 01:07;7/1185;;;;;;;;;;;;;;;;;;
D;139;1906914;8;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1906914;8;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1906914;8;20230227 01:07;V;;;;;;;;;;;;;;;;;;
D;139;1906914;8;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;1902319;9;20230227 01:07;;10;431;GREAT NORTH RD;ABBOTSFORD;2046;;;20221209;20230217;700000;;R;RESIDENCE;10;;;0;AS867565
C;139;1902319;9;20230227 01:07;10/SP15781;;;;;;;;;;;;;;;;;;
D;139;1902319;9;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;1902319;9;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;3340847;10;20230227 01:07;;1;20;TENNYSON RD;MORTLAKE;2137;;;20221123;20230221;1400000;;R;RESIDENCE;1;;;0;AS873786
C;139;3340847;10;20230227 01:07;1/SP79585;;;;;;;;;;;;;;;;;;
D;139;3340847;10;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;3340847;10;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;3340847;10;20230227 01:07;V;;;;;;;;;;;;;;;;;;
D;139;3340847;10;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;4466223;11;20230227 01:07;;;33;CONSETT ST;CONCORD WEST;2138;;;20221122;20230221;3096000;;R;RESIDENCE;;;;0;AS873605
C;139;4466223;11;20230227 01:07;2/1289669;;;;;;;;;;;;;;;;;;
D;139;4466223;11;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;4466223;11;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;4466223;11;20230227 01:07;V;;;;;;;;;;;;;;;;;;
B;139;4014793;12;20230227 01:07;;102;8;HILLY ST;MORTLAKE;2137;;;20221107;20230222;725000;;R;RESIDENCE;153;;;0;AS878429
C;139;4014793;12;20230227 01:07;153/SP95014;;;;;;;;;;;;;;;;;;
D;139;4014793;12;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;4014793;12;20230227 01:07;P;;;;;;;;;;;;;;;;;;
D;139;4014793;12;20230227 01:07;V;;;;;;;;;;;;;;;;;;
Z;62;12;12;36;;;;;;;;;;;;;;;;;;;
