A;RTSALEDATA;066;20231016 01:23;VALNET;;;;;;;;;;;;;;;;;;;
B;066;3498682;1;20231016 01:23;GRUBBEN;;3327;OSBORNE YERONG CREEK RD;YERONG CREEK;2642;185.9;H;20230522;20231006;2455000;RU1;3;FARM;;RMA;;0;AT500223
C;066;3498682;1;20231016 01:23;3/224494 1/256570 11/1099655;;;;;;;;;;;;;;;;;;
D;066;3498682;1;20231016 01:23;P;;;;;;;;;;;;;;;;;;
D;066;3498682;1;20231016 01:23;P;;;;;;;;;;;;;;;;;;
D;066;3498682;1;20231016 01:23;V;;;;;;;;;;;;;;;;;;
B;066;542567;2;20231016 01:23;;;136;GREEN ST;LOCKHART;2656;1045.5;M;20231010;20231011;269000;RU5;3;SHOP;;VLD;;0;AT511255
C;066;542567;2;20231016 01:23;2/663999 1/900759;;;;;;;;;;;;;;;;;;
D;066;542567;2;20231016 01:23;P;;;;;;;;;;;;;;;;;;
D;066;542567;2;20231016 01:23;V;;;;;;;;;;;;;;;;;;
Z;11;2;2;5;;;;;;;;;;;;;;;;;;;
