A;RTSALEDATA;250;20231009 01:06;VALNET;;;;;;;;;;;;;;;;;;;
B;250;2852922;1;20231009 01:06;;;27;SCHRODERS RD;TENTERFIELD;2372;8.89;H;20230913;20231003;800000;RU1;R;RESIDENCE;;RGE;;0;AT485417
C;250;2852922;1;20231009 01:06;12/1032014;;;;;;;;;;;;;;;;;;
D;250;2852922;1;20231009 01:06;P;;;;;;;;;;;;;;;;;;
D;250;2852922;1;20231009 01:06;V;;;;;;;;;;;;;;;;;;
B;250;3247105;2;20231009 01:06;;;16;PARKES DR;TENTERFIELD;2372;1511;M;20230914;20231005;635000;RU5;R;RESIDENCE;;ASE;;0;AT496456
C;250;3247105;2;20231009 01:06;42/1096327;;;;;;;;;;;;;;;;;;
D;250;3247105;2;20231009 01:06;P;;;;;;;;;;;;;;;;;;
D;250;3247105;2;20231009 01:06;V;;;;;;;;;;;;;;;;;;
B;250;4426539;3;20231009 01:06;;;52 B;NEAGLES LANE;TENTERFIELD;2372;7.368;H;20230907;20231005;200000;RU1;V;VACANT LAND;;RGE;;0;AT493815
C;250;4426539;3;20231009 01:06;828/1284257;;;;;;;;;;;;;;;;;;
D;250;4426539;3;20231009 01:06;P;;;;;;;;;;;;;;;;;;
D;250;4426539;3;20231009 01:06;P;;;;;;;;;;;;;;;;;;
D;250;4426539;3;20231009 01:06;V;;;;;;;;;;;;;;;;;;
Z;15;3;3;7;;;;;;;;;;;;;;;;;;;
