A;RTSALEDATA;085;20230313 01:06;VALNET;;;;;;;;;;;;;;;;;;;
C;085;721881;5;20230313 01:06;24/SP53852;;;;;;;;;;;;;;;;;;
D;085;721881;5;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;721881;5;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;721881;5;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;722384;6;20230313 01:06;;11;51;BURNS BAY RD;LANE COVE;2066;;;20230202;20230306;835000;;R;RESIDENCE;11;;;0;AS904225
C;085;722384;6;20230313 01:06;11/SP3344;;;;;;;;;;;;;;;;;;
D;085;722384;6;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;722384;6;20230313 01:06;V;;;;;;;;;;;;;;;;;;
D;085;722384;6;20230313 01:06;V;;;;;;;;;;;;;;;;;;
D;085;722384;6;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;720968;7;20230313 01:06;;212;25;BEST ST;LANE COVE;2066;;;20230131;20230307;1600000;;R;RESIDENCE;212;;;0;AS907219
C;085;720968;7;20230313 01:06;212/SP36200;;;;;;;;;;;;;;;;;;
D;085;720968;7;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;720968;7;20230313 01:06;V;;;;;;;;;;;;;;;;;;
D;085;720968;7;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4391476;8;20230313 01:06;;5008;500;PACIFIC HWY;ST LEONARDS;2065;141;M;20230124;20230307;2400000;;R;RESIDENCE;357;;;0;AS907717
C;085;4391476;8;20230313 01:06;357/SP102041;;;;;;;;;;;;;;;;;;
D;085;4391476;8;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4391476;8;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4391476;8;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;9;20230313 01:06;;1103;88 A;CHRISTIE ST;ST LEONARDS;2065;103;M;20200513;20230306;1152800;;R;RESIDENCE;105;;;0;AS904891
C;085;4464183;9;20230313 01:06;105/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;9;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;9;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;10;20230313 01:06;;1203;88 A;CHRISTIE ST;ST LEONARDS;2065;103;M;20190903;20230303;1215000;;R;RESIDENCE;115;;;0;AS902819
C;085;4464183;10;20230313 01:06;115/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;10;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;10;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;11;20230313 01:06;;1206;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20200317;20230303;865000;;R;RESIDENCE;118;;;0;AS902427
C;085;4464183;11;20230313 01:06;118/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;11;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;11;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;12;20230313 01:06;;1210;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20200603;20230303;805000;;R;RESIDENCE;122;;;0;AS902389
C;085;4464183;12;20230313 01:06;122/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;12;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;12;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;13;20230313 01:06;;1303;88 A;CHRISTIE ST;ST LEONARDS;2065;107;M;20221130;20230307;1330000;;R;RESIDENCE;125;;;0;AS909123
C;085;4464183;13;20230313 01:06;125/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;13;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;13;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;13;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;14;20230313 01:06;;1506;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20180403;20230306;880000;;R;RESIDENCE;148;;;0;AS905074
C;085;4464183;14;20230313 01:06;148/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;14;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;14;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;15;20230313 01:06;;1707;88 A;CHRISTIE ST;ST LEONARDS;2065;106;M;20180813;20230303;1500000;;R;RESIDENCE;169;;;0;AS902798
C;085;4464183;15;20230313 01:06;169/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;15;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;15;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;16;20230313 01:06;;1710;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20200528;20230306;825000;;R;RESIDENCE;172;;;0;AS905368
C;085;4464183;16;20230313 01:06;172/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;16;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;16;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;17;20230313 01:06;;1806;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20180706;20230303;872000;;R;RESIDENCE;178;;;0;AS902520
C;085;4464183;17;20230313 01:06;178/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;17;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;17;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;18;20230313 01:06;;1807;88 A;CHRISTIE ST;ST LEONARDS;2065;104;M;20180813;20230303;1510000;;R;RESIDENCE;179;;;0;AS902457
C;085;4464183;18;20230313 01:06;179/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;18;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;18;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;19;20230313 01:06;;2205;88 A;CHRISTIE ST;ST LEONARDS;2065;102;M;20180226;20230309;1550000;;R;RESIDENCE;217;;;0;AS915118
C;085;4464183;19;20230313 01:06;217/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;19;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;19;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;20;20230313 01:06;;2308;88 A;CHRISTIE ST;ST LEONARDS;2065;135;M;20180217;20230308;2310000;;R;RESIDENCE;230;;;0;AS912137
C;085;4464183;20;20230313 01:06;230/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;20;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;20;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;20;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;21;20230313 01:06;;2408;88 A;CHRISTIE ST;ST LEONARDS;2065;150;M;20180218;20230308;2440000;;R;RESIDENCE;240;;;0;AS912243
C;085;4464183;21;20230313 01:06;240/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;21;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;21;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;22;20230313 01:06;;3406;88 A;CHRISTIE ST;ST LEONARDS;2065;70;M;20210315;20230303;975000;;R;RESIDENCE;334;;;0;AS902524
C;085;4464183;22;20230313 01:06;334/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;22;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;22;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;23;20230313 01:06;;3502;88 A;CHRISTIE ST;ST LEONARDS;2065;88;M;20230131;20230308;1098000;;R;RESIDENCE;339;;;0;AS912133
C;085;4464183;23;20230313 01:06;339/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;23;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;23;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;23;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;24;20230313 01:06;;4102;88 A;CHRISTIE ST;ST LEONARDS;2065;62;M;20221104;20230303;1125000;;R;RESIDENCE;393;;;0;AS902737
C;085;4464183;24;20230313 01:06;393/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;24;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;24;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;25;20230313 01:06;;201;88 B;CHRISTIE ST;ST LEONARDS;2065;145;M;20211209;20230303;1298500;;R;RESIDENCE;441;;;0;AS902465
C;085;4464183;25;20230313 01:06;441/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;25;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;25;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;26;20230313 01:06;;211;88 B;CHRISTIE ST;ST LEONARDS;2065;121;M;20210507;20230303;1205710;;R;RESIDENCE;451;;;0;AS902303
C;085;4464183;26;20230313 01:06;451/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;26;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;26;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;27;20230313 01:06;;309;88 B;CHRISTIE ST;ST LEONARDS;2065;62;M;20210407;20230303;744800;;R;RESIDENCE;460;;;0;AS902781
C;085;4464183;27;20230313 01:06;460/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;27;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;27;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;28;20230313 01:06;;311;88 B;CHRISTIE ST;ST LEONARDS;2065;126;M;20221119;20230303;1223040;;R;RESIDENCE;462;;;0;AS902475
C;085;4464183;28;20230313 01:06;462/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;28;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;28;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;29;20230313 01:06;;409;88 B;CHRISTIE ST;ST LEONARDS;2065;61;M;20210507;20230303;742050;;R;RESIDENCE;471;;;0;AS902318
C;085;4464183;29;20230313 01:06;471/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;29;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;29;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;30;20230313 01:06;;411;88 B;CHRISTIE ST;ST LEONARDS;2065;117;M;20200526;20230303;1192250;;R;RESIDENCE;473;;;0;AS902472
C;085;4464183;30;20230313 01:06;473/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;30;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;30;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;30;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;31;20230313 01:06;;501;88 B;CHRISTIE ST;ST LEONARDS;2065;117;M;20200601;20230303;1180900;;R;RESIDENCE;474;;;0;AS902461
C;085;4464183;31;20230313 01:06;474/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;31;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;31;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;32;20230313 01:06;;502;88 B;CHRISTIE ST;ST LEONARDS;2065;159;M;20200617;20230303;1574300;;R;RESIDENCE;475;;;0;AS902342
C;085;4464183;32;20230313 01:06;475/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;32;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;32;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;33;20230313 01:06;;503;88 B;CHRISTIE ST;ST LEONARDS;2065;108;M;20200626;20230303;1347500;;R;RESIDENCE;476;;;0;AS902508
C;085;4464183;33;20230313 01:06;476/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;33;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;33;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;34;20230313 01:06;;504;88 B;CHRISTIE ST;ST LEONARDS;2065;63;M;20200618;20230303;853600;;R;RESIDENCE;477;;;0;AS902785
C;085;4464183;34;20230313 01:06;477/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;34;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;34;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;35;20230313 01:06;;603;88 B;CHRISTIE ST;ST LEONARDS;2065;111;M;20200519;20230303;1313200;;R;RESIDENCE;487;;;0;AS902659
C;085;4464183;35;20230313 01:06;487/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;35;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;35;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;35;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;36;20230313 01:06;;604;88 B;CHRISTIE ST;ST LEONARDS;2065;66;M;20210128;20230303;849600;;R;RESIDENCE;488;;;0;AS902537
C;085;4464183;36;20230313 01:06;488/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;36;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;36;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;37;20230313 01:06;;606;88 B;CHRISTIE ST;ST LEONARDS;2065;121;M;20200615;20230303;1445500;;R;RESIDENCE;490;;;0;AS902546
C;085;4464183;37;20230313 01:06;490/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;37;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;37;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;37;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;38;20230313 01:06;;607;88 B;CHRISTIE ST;ST LEONARDS;2065;105;M;20200514;20230303;1352400;;R;RESIDENCE;491;;;0;AS902423
C;085;4464183;38;20230313 01:06;491/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;38;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;38;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;39;20230313 01:06;;610;88 B;CHRISTIE ST;ST LEONARDS;2065;107;M;20200529;20230303;1164000;;R;RESIDENCE;494;;;0;AS902802
C;085;4464183;39;20230313 01:06;494/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;39;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;39;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;40;20230313 01:06;;611;88 B;CHRISTIE ST;ST LEONARDS;2065;115;M;20210311;20230303;1239700;;R;RESIDENCE;495;;;0;AS902328
C;085;4464183;40;20230313 01:06;495/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;40;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;40;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;41;20230313 01:06;;801;88 B;CHRISTIE ST;ST LEONARDS;2065;110;M;20200720;20230303;1538600;;R;RESIDENCE;505;;;0;AS902531
C;085;4464183;41;20230313 01:06;505/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;41;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;41;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;42;20230313 01:06;;804;88 B;CHRISTIE ST;ST LEONARDS;2065;114;M;20200609;20230303;1435700;;R;RESIDENCE;508;;;0;AS902557
C;085;4464183;42;20230313 01:06;508/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;42;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;42;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;43;20230313 01:06;;1003;88 B;CHRISTIE ST;ST LEONARDS;2065;66;M;20200824;20230303;877100;;R;RESIDENCE;523;;;0;AS902870
C;085;4464183;43;20230313 01:06;523/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;43;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;43;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;43;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;44;20230313 01:06;;1103;88 B;CHRISTIE ST;ST LEONARDS;2065;69;M;20210310;20230303;960000;;R;RESIDENCE;530;;;0;AS902516
C;085;4464183;44;20230313 01:06;530/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;44;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;44;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;45;20230313 01:06;;1104;88 B;CHRISTIE ST;ST LEONARDS;2065;68;M;20210304;20230303;868800;;R;RESIDENCE;531;;;0;AS902284
C;085;4464183;45;20230313 01:06;531/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;45;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;45;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;45;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;46;20230313 01:06;;1202;88 B;CHRISTIE ST;ST LEONARDS;2065;69;M;20200619;20230303;975100;;R;RESIDENCE;538;;;0;AS902549
C;085;4464183;46;20230313 01:06;538/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;46;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;46;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;47;20230313 01:06;;1203;88 B;CHRISTIE ST;ST LEONARDS;2065;65;M;20200824;20230303;896700;;R;RESIDENCE;539;;;0;AS902307
C;085;4464183;47;20230313 01:06;539/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;47;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;47;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;48;20230313 01:06;;1402;88 B;CHRISTIE ST;ST LEONARDS;2065;69;M;20201223;20230303;1085000;;R;RESIDENCE;554;;;0;AS902372
C;085;4464183;48;20230313 01:06;554/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;48;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;48;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;49;20230313 01:06;;1403;88 B;CHRISTIE ST;ST LEONARDS;2065;67;M;20200819;20230303;897600;;R;RESIDENCE;555;;;0;AS902755
C;085;4464183;49;20230313 01:06;555/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;49;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;49;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;50;20230313 01:06;;1404;88 B;CHRISTIE ST;ST LEONARDS;2065;109;M;20210326;20230303;1484700;;R;RESIDENCE;556;;;0;AS902527
C;085;4464183;50;20230313 01:06;556/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;50;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;50;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;50;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;51;20230313 01:06;;1502;88 B;CHRISTIE ST;ST LEONARDS;2065;116;M;20200529;20230303;1672000;;R;RESIDENCE;561;;;0;AS902313
C;085;4464183;51;20230313 01:06;561/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;51;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;51;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;51;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;52;20230313 01:06;;1505;88 B;CHRISTIE ST;ST LEONARDS;2065;121;M;20200611;20230303;1482000;;R;RESIDENCE;564;;;0;AS902393
C;085;4464183;52;20230313 01:06;564/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;52;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;52;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;52;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;53;20230313 01:06;;1508;88 B;CHRISTIE ST;ST LEONARDS;2065;106;M;20221215;20230303;1390000;;R;RESIDENCE;567;;;0;AS902499
C;085;4464183;53;20230313 01:06;567/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;53;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;53;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;54;20230313 01:06;;1603;88 B;CHRISTIE ST;ST LEONARDS;2065;65;M;20210305;20230303;925000;;R;RESIDENCE;571;;;0;AS902763
C;085;4464183;54;20230313 01:06;571/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;54;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;54;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;55;20230313 01:06;;1804;88 B;CHRISTIE ST;ST LEONARDS;2065;108;M;20200824;20230303;1519000;;R;RESIDENCE;588;;;0;AS902502
C;085;4464183;55;20230313 01:06;588/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;55;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;55;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;56;20230313 01:06;;101;88 A;CHRISTIE ST;ST LEONARDS;2065;120;M;20220314;20230303;1188888;;R;RESIDENCE;1;;;0;AS902730
C;085;4464183;56;20230313 01:06;1/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;56;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;56;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;57;20230313 01:06;;311;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20180220;20230308;780000;;R;RESIDENCE;29;;;0;AS911978
C;085;4464183;57;20230313 01:06;29/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;57;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;57;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;4464183;58;20230313 01:06;;606;88 A;CHRISTIE ST;ST LEONARDS;2065;61;M;20180217;20230303;820000;;R;RESIDENCE;57;;;0;AS902368
C;085;4464183;58;20230313 01:06;57/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;58;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;4464183;58;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;3765046;59;20230313 01:06;;5;626;MOWBRAY RD W;LANE COVE NORTH;2066;161;M;20221203;20230303;1050000;;R;RESIDENCE;5;;;0;AS901106
C;085;3765046;59;20230313 01:06;5/SP89642;;;;;;;;;;;;;;;;;;
D;085;3765046;59;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;3765046;59;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;3765046;59;20230313 01:06;V;;;;;;;;;;;;;;;;;;
D;085;3765046;59;20230313 01:06;V;;;;;;;;;;;;;;;;;;
B;085;3967452;60;20230313 01:06;;502;9;BIRDWOOD AVE;LANE COVE;2066;145;M;20230217;20230309;1250000;;R;RESIDENCE;50;;;0;AS915407
C;085;3967452;60;20230313 01:06;50/SP94267;;;;;;;;;;;;;;;;;;
D;085;3967452;60;20230313 01:06;P;;;;;;;;;;;;;;;;;;
D;085;3967452;60;20230313 01:06;V;;;;;;;;;;;;;;;;;;
Z;264;60;60;142;;;;;;;;;;;;;;;;;;;
