A;RTSALEDATA;123;20240318 01:05;VALNET;
B;123;4235817;1;20240318 01:05;;;;CAMPBELLS RIVER RD;MOUNT DAVID;2795;57.59;H;20231219;20240207;754722;RU1;3;FARM;;RSB;;0;AT820321;
C;123;4235817;1;20240318 01:05;38/657433 2/736168 Enclosure Permit 17399;
D;123;4235817;1;20240318 01:05;P;;;;;;
D;123;4235817;1;20240318 01:05;V;;;;;;
D;123;4235817;1;20240318 01:05;V;;;;;;
D;123;4235817;1;20240318 01:05;V;;;;;;
D;123;4235817;1;20240318 01:05;V;;;;;;
B;123;4235818;2;20240318 01:05;;;1362;CAMPBELLS RIVER RD;MOUNT DAVID;2795;12.37;H;20231219;20240207;754722;RU1;3;FARM;;RSB;;0;AT820321;
C;123;4235818;2;20240318 01:05;6/821834;
D;123;4235818;2;20240318 01:05;P;;;;;;
D;123;4235818;2;20240318 01:05;V;;;;;;
D;123;4235818;2;20240318 01:05;V;;;;;;
D;123;4235818;2;20240318 01:05;V;;;;;;
D;123;4235818;2;20240318 01:05;V;;;;;;
B;123;1264308;3;20240318 01:05;;;93;CURTIS ST;OBERON;2787;1013;M;20240212;20240314;610000;R1;R;RESIDENCE;;AOB;;0;AT904553;
C;123;1264308;3;20240318 01:05;1/103967;
D;123;1264308;3;20240318 01:05;P;;;;;;
D;123;1264308;3;20240318 01:05;P;;;;;;
D;123;1264308;3;20240318 01:05;V;;;;;;
B;123;1264679;4;20240318 01:05;;;23;JENOLAN ST;OBERON;2787;556.4;M;20240214;20240308;350000;R1;R;RESIDENCE;;AOB;;0;AT889103;
C;123;1264679;4;20240318 01:05;28/204198;
D;123;1264679;4;20240318 01:05;P;;;;;;
D;123;1264679;4;20240318 01:05;V;;;;;;
D;123;1264679;4;20240318 01:05;V;;;;;;
Z;26;4;4;16;
