A;RTSALEDATA;251;20240805 01:08;VALNET;
B;251;4564215;1;20240805 01:08;;;;MITCHELL HWY;NARROMINE;2821;;;20221019;20240510;14000;;V;VACANT LAND;;;;0;AU57966;
C;251;4564215;1;20240805 01:08;PT 52, PT 55, PT 56/755119;
D;251;4564215;1;20240805 01:08;P;;;;;;
D;251;4564215;1;20240805 01:08;P;;;;;;
D;251;4564215;1;20240805 01:08;V;;;;;;
B;251;2672713;2;20240805 01:08;;;563;DILLADERRY RD;TOMINGLEY;2869;42.76;H;20240702;20240730;575000;RU1;R;RESIDENCE;;RHS;;0;AU288422;
C;251;2672713;2;20240805 01:08;7/774327;
D;251;2672713;2;20240805 01:08;P;;;;;;
D;251;2672713;2;20240805 01:08;P;;;;;;
D;251;2672713;2;20240805 01:08;V;;;;;;
B;251;2673780;3;20240805 01:08;;;54;DERRIBONG ST;TRANGIE;2823;1884;M;20240621;20240801;180000;R1;R;RESIDENCE;;TRR;;0;AU296819;
C;251;2673780;3;20240805 01:08;16, 17/6/8501;
D;251;2673780;3;20240805 01:08;P;;;;;;
D;251;2673780;3;20240805 01:08;P;;;;;;
D;251;2673780;3;20240805 01:08;V;;;;;;
D;251;2673780;3;20240805 01:08;V;;;;;;
Z;18;3;3;10;
