A;RTSALEDATA;192;20220124 05:42;VALNET;
B;192;1867330;1;20220124 05:45;;;40;WEBB AVE;MOREE;2400;1849;M;20211202;20220114;440000;R1;R;RESIDENCE;;AMD;;0;AR797256;
C;192;1867330;1;20220124 05:45;114/838701;
D;192;1867330;1;20220124 05:45;P;;;;;;
D;192;1867330;1;20220124 05:45;P;;;;;;
D;192;1867330;1;20220124 05:45;V;;;;;;
B;192;4032153;2;20220124 05:45;;;8;BLUEBERRY RD;MOREE;2400;2648;M;20211203;20220114;165000;B7;V;VACANT LAND;;BBD;;0;AR800543;
C;192;4032153;2;20220124 05:45;27/1083164;
D;192;4032153;2;20220124 05:45;P;;;;;;
D;192;4032153;2;20220124 05:45;P;;;;;;
D;192;4032153;2;20220124 05:45;V;;;;;;
B;192;1865377;3;20220124 05:45;;;15;DOWNER AVE;MOREE;2400;809.4;M;20211207;20220114;45000;R1;V;VACANT LAND;;AMM;;0;AR797417;
C;192;1865377;3;20220124 05:45;13/30028;
D;192;1865377;3;20220124 05:45;P;;;;;;
D;192;1865377;3;20220124 05:45;V;;;;;;
B;192;1866365;4;20220124 05:45;;;64;JONES AVE;MOREE;2400;744;M;20211207;20220114;35000;R1;V;VACANT LAND;;AMS;;0;AR797496;
C;192;1866365;4;20220124 05:45;2/603730;
D;192;1866365;4;20220124 05:45;P;;;;;;
D;192;1866365;4;20220124 05:45;P;;;;;;
D;192;1866365;4;20220124 05:45;V;;;;;;
B;192;1865326;5;20220124 05:45;;;64;DOVER ST;MOREE;2400;758.8;M;20211115;20220117;135000;R1;R;RESIDENCE;;AMB;;0;AR806172;
C;192;1865326;5;20220124 05:45;X/404429;
D;192;1865326;5;20220124 05:45;P;;;;;;
D;192;1865326;5;20220124 05:45;P;;;;;;
D;192;1865326;5;20220124 05:45;V;;;;;;
B;192;3338755;6;20220124 05:45;THE GLEN;;308;ALLAMBIE RD;BERRIGAL;2390;2258.4;H;20211105;20220117;5200000;RU1;3;FARM;;RRG;;0;AR803363;
C;192;3338755;6;20220124 05:45;1, 3, 4, 5, 6, 7, 9, 10, 17, 18, 19, 21, 25, 26, 48, 49, 58, 59/751752;
C;192;3338755;6;20220124 05:45; 1, 2, 3, 4, 5, 6, 7, 8, 13, 16, 19, 30, 40, 49, 51/751789;
D;192;3338755;6;20220124 05:45;P;;;;;;
D;192;3338755;6;20220124 05:45;V;;;;;;
D;192;3338755;6;20220124 05:45;V;;;;;;
B;192;1868110;7;20220124 05:45;;;7;NORTH ST;ASHLEY;2400;8271;M;20211203;20220114;90000;RU5;R;RESIDENCE;;AVA;;0;AR795668;
C;192;1868110;7;20220124 05:45;134/751751;
D;192;1868110;7;20220124 05:45;P;;;;;;
D;192;1868110;7;20220124 05:45;P;;;;;;
D;192;1868110;7;20220124 05:45;V;;;;;;
D;192;1868110;7;20220124 05:45;V;;;;;;
B;192;1866922;8;20220124 05:45;;;12;RUSE ST;MOREE;2400;695.6;M;20211203;20220114;290000;R1;R;RESIDENCE;;AMD;;0;AR795951;
C;192;1866922;8;20220124 05:45;48/25573;
D;192;1866922;8;20220124 05:45;P;;;;;;
D;192;1866922;8;20220124 05:45;P;;;;;;
D;192;1866922;8;20220124 05:45;V;;;;;;
B;192;3286635;9;20220124 05:45;;2;4;DOVER ST;MOREE;2400;;;20211111;20220118;120000;;R;RESIDENCE;2;;;0;AR807928;
C;192;3286635;9;20220124 05:45;2/SP77686;
D;192;3286635;9;20220124 05:45;P;;;;;;
D;192;3286635;9;20220124 05:45;P;;;;;;
D;192;3286635;9;20220124 05:45;V;;;;;;
B;192;3286635;10;20220124 05:45;;4;4;DOVER ST;MOREE;2400;;;20211111;20220118;120000;;R;RESIDENCE;4;;;0;AR807929;
C;192;3286635;10;20220124 05:45;4/SP77686;
D;192;3286635;10;20220124 05:45;P;;;;;;
D;192;3286635;10;20220124 05:45;P;;;;;;
D;192;3286635;10;20220124 05:45;V;;;;;;
B;192;1866242;11;20220124 05:45;;;5;JACARANDA DR;MOREE;2400;1054;M;20211215;20220120;285000;R2;R;RESIDENCE;;AMA;;0;AR815481;
C;192;1866242;11;20220124 05:45;7/260410;
D;192;1866242;11;20220124 05:45;P;;;;;;
D;192;1866242;11;20220124 05:45;P;;;;;;
D;192;1866242;11;20220124 05:45;V;;;;;;
B;192;1866295;12;20220124 05:45;;;8;JACARANDA DR;MOREE;2400;739.8;M;20211206;20220117;280000;R2;R;RESIDENCE;;AMA;;0;AR804920;
C;192;1866295;12;20220124 05:45;23/260410;
D;192;1866295;12;20220124 05:45;P;;;;;;
D;192;1866295;12;20220124 05:45;P;;;;;;
D;192;1866295;12;20220124 05:45;V;;;;;;
Z;63;12;13;36;
