A;RTSALEDATA;151;20210419 01:01;VALNET;
B;151;1681299;1;20210419 01:01;;;1;KALINDA PL;CASINO;2470;875.9;M;20210310;20210415;480000;R1;R;RESIDENCE;;AZZ;;0;AQ961701;
C;151;1681299;1;20210419 01:01;14/858978;
D;151;1681299;1;20210419 01:01;P;;;;;;
D;151;1681299;1;20210419 01:01;P;;;;;;
D;151;1681299;1;20210419 01:01;V;;;;;;
B;151;1682237;2;20210419 01:01;;;42;RICHMOND ST;CASINO;2470;766.4;M;20210312;20210409;388000;R1;R;RESIDENCE;;ACC;;0;AQ945838;
C;151;1682237;2;20210419 01:01;16/5105;
D;151;1682237;2;20210419 01:01;P;;;;;;
D;151;1682237;2;20210419 01:01;V;;;;;;
D;151;1682237;2;20210419 01:01;V;;;;;;
B;151;1681485;3;20210419 01:01;;;58 A;LENNOX ST;CASINO;2470;1308;M;20210323;20210409;350000;R1;R;RESIDENCE;;ADD;;0;AQ947517;
C;151;1681485;3;20210419 01:01;1/784162;
D;151;1681485;3;20210419 01:01;P;;;;;;
D;151;1681485;3;20210419 01:01;V;;;;;;
B;151;1679984;4;20210419 01:01;;;58;DIARY ST;CASINO;2470;701.9;M;20210317;20210409;285000;R1;R;RESIDENCE;;ACC;;0;AQ944815;
C;151;1679984;4;20210419 01:01;B/340432;
D;151;1679984;4;20210419 01:01;P;;;;;;
D;151;1679984;4;20210419 01:01;P;;;;;;
D;151;1679984;4;20210419 01:01;V;;;;;;
B;151;1680610;5;20210419 01:01;;;18;GITANA ST;CASINO;2470;607;M;20210305;20210409;250000;R1;R;RESIDENCE;;ABB;;0;AQ947608;
C;151;1680610;5;20210419 01:01;1/534501;
D;151;1680610;5;20210419 01:01;P;;;;;;
D;151;1680610;5;20210419 01:01;V;;;;;;
B;151;1680063;6;20210419 01:01;;;3;DIVISION ST;CASINO;2470;827.81;M;20210318;20210415;377500;R1;R;RESIDENCE;;ADD;;0;AQ961852;
C;151;1680063;6;20210419 01:01;2/3/22359;
D;151;1680063;6;20210419 01:01;P;;;;;;
D;151;1680063;6;20210419 01:01;P;;;;;;
D;151;1680063;6;20210419 01:01;V;;;;;;
D;151;1680063;6;20210419 01:01;V;;;;;;
B;151;3026025;7;20210419 01:01;;;38;LLEWELLYNS RD;CASINO;2470;3000;M;20210319;20210414;630000;RU1;R;RESIDENCE;;RCC;;0;AQ960682;
C;151;3026025;7;20210419 01:01;12/1043909;
D;151;3026025;7;20210419 01:01;P;;;;;;
D;151;3026025;7;20210419 01:01;V;;;;;;
D;151;3026025;7;20210419 01:01;V;;;;;;
B;151;3538727;8;20210419 01:01;;;44;OAK AVE;CASINO;2470;696.5;M;20210301;20210412;71000;R1;V;VACANT LAND;;AGG;;0;AQ950089;
C;151;3538727;8;20210419 01:01;766/1155484;
D;151;3538727;8;20210419 01:01;P;;;;;;
D;151;3538727;8;20210419 01:01;V;;;;;;
B;151;3540753;9;20210419 01:01;;;29;PRATT ST;CASINO;2470;1123.7;M;20210317;20210414;485000;R1;R;RESIDENCE;;ACC;;0;AQ960279;
C;151;3540753;9;20210419 01:01;4/593541;
D;151;3540753;9;20210419 01:01;P;;;;;;
D;151;3540753;9;20210419 01:01;V;;;;;;
D;151;3540753;9;20210419 01:01;V;;;;;;
Z;45;9;9;25;
