A;RTSALEDATA;117;20230814 01:09;VALNET;
B;117;1247988;1;20230814 01:09;;;94;FLINT ST;FORBES;2871;1012;M;20230725;20230808;263000;R1;R;RESIDENCE;;AAB;;0;AT332666;
C;117;1247988;1;20230814 01:09;7/37/758418;
D;117;1247988;1;20230814 01:09;P;;;;;;
D;117;1247988;1;20230814 01:09;V;;;;;;
B;117;1248547;2;20230814 01:09;;;6;MARCIA ST;FORBES;2871;866.3;M;20230713;20230810;290000;R1;R;RESIDENCE;;AAD;;0;AT339679;
C;117;1248547;2;20230814 01:09;3/508945;
D;117;1248547;2;20230814 01:09;P;;;;;;
D;117;1248547;2;20230814 01:09;P;;;;;;
D;117;1248547;2;20230814 01:09;V;;;;;;
D;117;1248547;2;20230814 01:09;V;;;;;;
B;117;1248798;3;20230814 01:09;;;2;PARKES ST;FORBES;2871;644.9;M;20221026;20230810;99000;R1;R;RESIDENCE;;AAA;;0;AT340145;
C;117;1248798;3;20230814 01:09;1/323760 B/328618;
D;117;1248798;3;20230814 01:09;P;;;;;;
D;117;1248798;3;20230814 01:09;P;;;;;;
D;117;1248798;3;20230814 01:09;V;;;;;;
B;117;1247007;4;20230814 01:09;;;88;CALARIE RD;FORBES;2871;701.9;M;20230626;20230807;230000;R1;R;RESIDENCE;;AAA;;0;AT329125;
C;117;1247007;4;20230814 01:09;47/224824;
D;117;1247007;4;20230814 01:09;P;;;;;;
D;117;1247007;4;20230814 01:09;V;;;;;;
D;117;1247007;4;20230814 01:09;V;;;;;;
B;117;2938720;5;20230814 01:09;;;146;YORK ST;FORBES;2871;800;M;20230707;20230804;328000;R1;R;RESIDENCE;;AAC;;0;AT325848;
C;117;2938720;5;20230814 01:09;16/1045294;
D;117;2938720;5;20230814 01:09;P;;;;;;
D;117;2938720;5;20230814 01:09;V;;;;;;
D;117;2938720;5;20230814 01:09;V;;;;;;
D;117;2938720;5;20230814 01:09;V;;;;;;
D;117;2938720;5;20230814 01:09;V;;;;;;
Z;29;5;5;17;
