A;RTSALEDATA;082;20220131 01:15;VALNET;
B;082;652771;1;20220131 01:16;;1;15;LEO RD;PENNANT HILLS;2120;229;M;20211210;20220121;1205000;;R;RESIDENCE;1;;;0;AR820019;
C;082;652771;1;20220131 01:16;1/SP22594;
D;082;652771;1;20220131 01:16;P;;;;;;
D;082;652771;1;20220131 01:16;P;;;;;;
D;082;652771;1;20220131 01:16;V;;;;;;
B;082;3200661;2;20220131 01:16;;40;2 A;YARDLEY AVE;WAITARA;2077;;;20211210;20220121;665000;;R;RESIDENCE;40;;;0;AR820355;
C;082;3200661;2;20220131 01:16;40/SP75688;
D;082;3200661;2;20220131 01:16;P;;;;;;
D;082;3200661;2;20220131 01:16;V;;;;;;
D;082;3200661;2;20220131 01:16;V;;;;;;
B;082;631908;3;20220131 01:16;;5;42;BURDETT ST;HORNSBY;2077;;;20211122;20220121;703000;;R;RESIDENCE;5;;;0;AR820737;
C;082;631908;3;20220131 01:16;5/SP6358;
D;082;631908;3;20220131 01:16;P;;;;;;
D;082;631908;3;20220131 01:16;V;;;;;;
B;082;632816;4;20220131 01:16;;;2;CAPELLA PL;NORMANHURST;2076;739.8;M;20211125;20220121;1816000;R2;R;RESIDENCE;;REB;;0;AR820788;
C;082;632816;4;20220131 01:16;1/227308;
D;082;632816;4;20220131 01:16;P;;;;;;
D;082;632816;4;20220131 01:16;P;;;;;;
D;082;632816;4;20220131 01:16;V;;;;;;
D;082;632816;4;20220131 01:16;V;;;;;;
B;082;4407665;5;20220131 01:16;;;;CARRAMAR ST;BEROWRA;2081;1436;M;20211208;20220119;1055000;;R;RESIDENCE;;;;0;AR813900;
C;082;4407665;5;20220131 01:16;1/47225;
D;082;4407665;5;20220131 01:16;P;;;;;;
D;082;4407665;5;20220131 01:16;P;;;;;;
D;082;4407665;5;20220131 01:16;V;;;;;;
D;082;4407665;5;20220131 01:16;V;;;;;;
B;082;2984405;6;20220131 01:16;;109;298;PENNANT HILLS RD;PENNANT HILLS;2120;;;20211130;20220121;810000;;R;RESIDENCE;109;;;0;AR821198;
C;082;2984405;6;20220131 01:16;109/SP69523;
D;082;2984405;6;20220131 01:16;P;;;;;;
D;082;2984405;6;20220131 01:16;P;;;;;;
D;082;2984405;6;20220131 01:16;V;;;;;;
B;082;4403964;7;20220131 01:16;;;21;BRIDGEVIEW CRES;THORNLEIGH;2120;500.1;M;20210422;20220121;1475000;R2;R;RESIDENCE;;REB;;0;AR821656;
C;082;4403964;7;20220131 01:16;403/1271194;
D;082;4403964;7;20220131 01:16;P;;;;;;
D;082;4403964;7;20220131 01:16;P;;;;;;
D;082;4403964;7;20220131 01:16;V;;;;;;
B;082;658359;8;20220131 01:16;;;7;NARRABURRA CL;MOUNT COLAH;2079;594.4;M;20211204;20220121;1438000;R2;R;RESIDENCE;;REP;;0;AR821747;
C;082;658359;8;20220131 01:16;4/229875;
D;082;658359;8;20220131 01:16;P;;;;;;
D;082;658359;8;20220131 01:16;P;;;;;;
D;082;658359;8;20220131 01:16;V;;;;;;
B;082;4390735;9;20220131 01:16;;9;2 A;RUPERT ST;MOUNT COLAH;2079;209;M;20210108;20220121;938000;;R;RESIDENCE;9;;;0;AR821755;
C;082;4390735;9;20220131 01:16;9/SP103902;
D;082;4390735;9;20220131 01:16;P;;;;;;
D;082;4390735;9;20220131 01:16;V;;;;;;
B;082;4235915;10;20220131 01:16;;15;117;PACIFIC HWY;HORNSBY;2077;105;M;20211217;20220121;690000;;R;RESIDENCE;15;;;0;AR821885;
C;082;4235915;10;20220131 01:16;15/SP99921;
D;082;4235915;10;20220131 01:16;P;;;;;;
D;082;4235915;10;20220131 01:16;P;;;;;;
D;082;4235915;10;20220131 01:16;V;;;;;;
B;082;671010;11;20220131 01:16;;;22;STAR CRES;WEST PENNANT HILLS;2125;935.8;M;20211109;20220121;2530000;R2;R;RESIDENCE;;REA;;0;AR821889;
C;082;671010;11;20220131 01:16;2/231442;
D;082;671010;11;20220131 01:16;P;;;;;;
D;082;671010;11;20220131 01:16;P;;;;;;
D;082;671010;11;20220131 01:16;V;;;;;;
B;082;659917;12;20220131 01:16;;;41;NORTHUMBERLAND AVE;MOUNT COLAH;2079;822;M;20211127;20220121;1335000;R2;R;RESIDENCE;;REP;;0;AR821984;
C;082;659917;12;20220131 01:16;4/211389;
D;082;659917;12;20220131 01:16;P;;;;;;
D;082;659917;12;20220131 01:16;V;;;;;;
B;082;648395;13;20220131 01:16;;;21;HUME PL;MOUNT COLAH;2079;768;M;20211028;20220121;1705000;R2;R;RESIDENCE;;REP;;0;AR822267;
C;082;648395;13;20220131 01:16;248/713905;
D;082;648395;13;20220131 01:16;P;;;;;;
D;082;648395;13;20220131 01:16;P;;;;;;
D;082;648395;13;20220131 01:16;V;;;;;;
B;082;640391;14;20220131 01:16;;9;45;EDWARD BENNETT DR;CHERRYBROOK;2126;485;M;20211210;20220121;1410000;;R;RESIDENCE;9;;;0;AR822286;
C;082;640391;14;20220131 01:16;9/SP22509;
D;082;640391;14;20220131 01:16;P;;;;;;
D;082;640391;14;20220131 01:16;V;;;;;;
D;082;640391;14;20220131 01:16;V;;;;;;
B;082;670800;15;20220131 01:16;;;17;SPRING ST;BEECROFT;2119;911.3;M;20211012;20220121;2450000;R2;R;RESIDENCE;;REN;;0;AR822409;
C;082;670800;15;20220131 01:16;3/249413;
D;082;670800;15;20220131 01:16;P;;;;;;
D;082;670800;15;20220131 01:16;P;;;;;;
D;082;670800;15;20220131 01:16;V;;;;;;
D;082;670800;15;20220131 01:16;V;;;;;;
B;082;672882;16;20220131 01:16;;;78;THE GULLY ROAD;BEROWRA;2081;693.8;M;20211211;20220121;1572000;R2;R;RESIDENCE;;REO;;0;AR822457;
C;082;672882;16;20220131 01:16;134/747271;
D;082;672882;16;20220131 01:16;P;;;;;;
D;082;672882;16;20220131 01:16;P;;;;;;
D;082;672882;16;20220131 01:16;V;;;;;;
D;082;672882;16;20220131 01:16;V;;;;;;
B;082;624849;17;20220131 01:16;;;3;ALBERTA AVE;COWAN;2081;850.1;M;20211119;20220121;1650000;R2;R;RESIDENCE;;RES;;0;AR822531;
C;082;624849;17;20220131 01:16;31/10403;
D;082;624849;17;20220131 01:16;P;;;;;;
D;082;624849;17;20220131 01:16;V;;;;;;
D;082;624849;17;20220131 01:16;V;;;;;;
B;082;665300;18;20220131 01:16;;;11;PITMAN AVE;HORNSBY HEIGHTS;2077;929.5;M;20211119;20220121;1700000;R2;R;RESIDENCE;;REF;;0;AR822567;
C;082;665300;18;20220131 01:16;15/217592;
D;082;665300;18;20220131 01:16;P;;;;;;
D;082;665300;18;20220131 01:16;P;;;;;;
D;082;665300;18;20220131 01:16;V;;;;;;
B;082;631615;19;20220131 01:16;;;4;BUNGOWEN AVE;THORNLEIGH;2120;739.8;M;20211217;20220125;2250000;R2;R;RESIDENCE;;REC;;0;AR835123;
C;082;631615;19;20220131 01:16;2/219143;
D;082;631615;19;20220131 01:16;P;;;;;;
D;082;631615;19;20220131 01:16;P;;;;;;
D;082;631615;19;20220131 01:16;V;;;;;;
D;082;631615;19;20220131 01:16;V;;;;;;
B;082;651188;20;20220131 01:16;;2;39;KING RD;HORNSBY;2077;;;20211102;20220124;1600000;;R;RESIDENCE;2;;;0;AR828931;
C;082;651188;20;20220131 01:16;2/SP54405;
D;082;651188;20;20220131 01:16;P;;;;;;
D;082;651188;20;20220131 01:16;V;;;;;;
B;082;646075;21;20220131 01:16;;;85;HANNAH ST;BEECROFT;2119;695.6;M;20211219;20220127;2210000;R2;R;RESIDENCE;;REN;;0;AR839705;
C;082;646075;21;20220131 01:16;A/418527;
D;082;646075;21;20220131 01:16;P;;;;;;
D;082;646075;21;20220131 01:16;P;;;;;;
D;082;646075;21;20220131 01:16;V;;;;;;
D;082;646075;21;20220131 01:16;V;;;;;;
B;082;658835;22;20220131 01:16;;;81;NEW LINE RD;CHERRYBROOK;2126;1492;M;20211015;20220121;4500000;R2;3;COMMERCIAL;;RER;;0;AR822962;
C;082;658835;22;20220131 01:16;1/560797;
D;082;658835;22;20220131 01:16;P;;;;;;
D;082;658835;22;20220131 01:16;P;;;;;;
D;082;658835;22;20220131 01:16;V;;;;;;
B;082;628360;23;20220131 01:16;;;3;BEN BULLEN RD;GLENORIE;2157;2.023;H;20211123;20220124;2850000;RU4;R;RESIDENCE;;RSL;;0;AR829017;
C;082;628360;23;20220131 01:16;7/238287;
D;082;628360;23;20220131 01:16;P;;;;;;
D;082;628360;23;20220131 01:16;P;;;;;;
D;082;628360;23;20220131 01:16;V;;;;;;
D;082;628360;23;20220131 01:16;V;;;;;;
B;082;663220;24;20220131 01:16;;6;4;PALING ST;THORNLEIGH;2120;;;20211215;20220127;1300000;;R;RESIDENCE;6;;;0;AR840245;
C;082;663220;24;20220131 01:16;6/SP55696;
D;082;663220;24;20220131 01:16;P;;;;;;
D;082;663220;24;20220131 01:16;P;;;;;;
D;082;663220;24;20220131 01:16;V;;;;;;
B;082;628787;25;20220131 01:16;;;103 A;BEROWRA WATERS RD;BEROWRA;2081;1221;M;20211117;20220121;1305000;R2;R;RESIDENCE;;REO;;0;AR823226;
C;082;628787;25;20220131 01:16;2/419348;
D;082;628787;25;20220131 01:16;P;;;;;;
D;082;628787;25;20220131 01:16;V;;;;;;
D;082;628787;25;20220131 01:16;V;;;;;;
B;082;662630;26;20220131 01:16;;;931;PACIFIC HWY;BEROWRA;2081;691.4;M;20211021;20220121;1350000;R2;R;RESIDENCE;;REO;;0;AR825573;
C;082;662630;26;20220131 01:16;1/719182;
D;082;662630;26;20220131 01:16;P;;;;;;
D;082;662630;26;20220131 01:16;P;;;;;;
D;082;662630;26;20220131 01:16;V;;;;;;
D;082;662630;26;20220131 01:16;V;;;;;;
B;082;664580;27;20220131 01:16;;;462;PENNANT HILLS RD;PENNANT HILLS;2120;1125.5;M;20211127;20220124;1800000;R2;R;RESIDENCE;;REA;;0;AR829283;
C;082;664580;27;20220131 01:16;2/11685 E/417022;
D;082;664580;27;20220131 01:16;P;;;;;;
D;082;664580;27;20220131 01:16;P;;;;;;
D;082;664580;27;20220131 01:16;V;;;;;;
D;082;664580;27;20220131 01:16;V;;;;;;
B;082;632653;28;20220131 01:16;;;57;CAMPBELL AVE;NORMANHURST;2076;670.4;M;20211130;20220124;1580000;R2;R;RESIDENCE;;REB;;0;AR829291;
C;082;632653;28;20220131 01:16;1/843792;
D;082;632653;28;20220131 01:16;P;;;;;;
D;082;632653;28;20220131 01:16;V;;;;;;
B;082;658503;29;20220131 01:16;;18;16;NELSON ST;THORNLEIGH;2120;;;20211220;20220124;1222000;;R;RESIDENCE;18;;;0;AR829358;
C;082;658503;29;20220131 01:16;18/SP19398;
D;082;658503;29;20220131 01:16;P;;;;;;
D;082;658503;29;20220131 01:16;P;;;;;;
D;082;658503;29;20220131 01:16;V;;;;;;
B;082;673234;30;20220131 01:16;;;37;THORNLEIGH ST;THORNLEIGH;2120;724.7;M;20211212;20220124;2100000;R2;R;RESIDENCE;;RED;;0;AR829564;
C;082;673234;30;20220131 01:16;10/584901;
D;082;673234;30;20220131 01:16;P;;;;;;
D;082;673234;30;20220131 01:16;P;;;;;;
D;082;673234;30;20220131 01:16;V;;;;;;
B;082;3343892;31;20220131 01:16;;;10;GILLARD WAY;NORTH EPPING;2121;761.3;M;20211115;20220124;2550000;R2;R;RESIDENCE;;REJ;;0;AR829685;
C;082;3343892;31;20220131 01:16;6/286095;
D;082;3343892;31;20220131 01:16;P;;;;;;
D;082;3343892;31;20220131 01:16;V;;;;;;
D;082;3343892;31;20220131 01:16;V;;;;;;
B;082;675852;32;20220131 01:16;;;44;WESSON RD;WEST PENNANT HILLS;2125;1650;M;20211210;20220127;2070000;R2;R;RESIDENCE;;REA;;0;AR836396;
C;082;675852;32;20220131 01:16;25/230539;
D;082;675852;32;20220131 01:16;P;;;;;;
D;082;675852;32;20220131 01:16;P;;;;;;
D;082;675852;32;20220131 01:16;V;;;;;;
D;082;675852;32;20220131 01:16;V;;;;;;
D;082;675852;32;20220131 01:16;V;;;;;;
B;082;630789;33;20220131 01:16;;16;46;BRIDGE RD;HORNSBY;2077;;;20220111;20220127;695000;;R;RESIDENCE;16;;;0;AR836438;
C;082;630789;33;20220131 01:16;16/SP56781;
D;082;630789;33;20220131 01:16;P;;;;;;
D;082;630789;33;20220131 01:16;V;;;;;;
B;082;673920;34;20220131 01:16;;;92;TURNER RD;BEROWRA HEIGHTS;2082;784.1;M;20211211;20220124;1369000;R2;R;RESIDENCE;;REO;;0;AR829820;
C;082;673920;34;20220131 01:16;409/752026;
D;082;673920;34;20220131 01:16;P;;;;;;
D;082;673920;34;20220131 01:16;P;;;;;;
D;082;673920;34;20220131 01:16;V;;;;;;
D;082;673920;34;20220131 01:16;V;;;;;;
B;082;631318;35;20220131 01:16;;;93;BROOKLYN RD;BROOKLYN;2083;3130;M;20211029;20220121;3375000;R2;R;RESIDENCE;;RET;;0;AR823723;
C;082;631318;35;20220131 01:16;1/383262;
D;082;631318;35;20220131 01:16;P;;;;;;
D;082;631318;35;20220131 01:16;P;;;;;;
D;082;631318;35;20220131 01:16;V;;;;;;
D;082;631318;35;20220131 01:16;V;;;;;;
B;082;645020;36;20220131 01:16;;;28;GREENOAKS AVE;CHERRYBROOK;2126;698.9;M;20211216;20220127;1748000;R2;R;RESIDENCE;;RER;;0;AR837052;
C;082;645020;36;20220131 01:16;1/843158;
D;082;645020;36;20220131 01:16;P;;;;;;
D;082;645020;36;20220131 01:16;P;;;;;;
