A;RTSALEDATA;082;20230807 01:12;VALNET;
B;082;664824;1;20230807 01:12;;701;5;CITY VIEW RD;PENNANT HILLS;2120;;;20230705;20230731;795000;;R;RESIDENCE;69;;;0;AT309876;
C;082;664824;1;20230807 01:12;69/SP64163;
D;082;664824;1;20230807 01:12;P;;;;;;
D;082;664824;1;20230807 01:12;P;;;;;;
D;082;664824;1;20230807 01:12;V;;;;;;
D;082;664824;1;20230807 01:12;V;;;;;;
B;082;3017352;2;20230807 01:12;;;78;CASTLE HOWARD RD;BEECROFT;2119;711.3;M;20230617;20230731;2314000;R2;R;RESIDENCE;;REN;;0;AT310059;
C;082;3017352;2;20230807 01:12;2/604766;
D;082;3017352;2;20230807 01:12;P;;;;;;
D;082;3017352;2;20230807 01:12;P;;;;;;
D;082;3017352;2;20230807 01:12;V;;;;;;
B;082;4157530;3;20230807 01:12;;;36;LORDS AVE;ASQUITH;2077;;;20230620;20230801;22500;;3;CARSPACE;43;;;0;AT314108;
C;082;4157530;3;20230807 01:12;43/SP98320;
D;082;4157530;3;20230807 01:12;P;;;;;;
D;082;4157530;3;20230807 01:12;P;;;;;;
D;082;4157530;3;20230807 01:12;V;;;;;;
B;082;4155860;4;20230807 01:12;;311;3;PRETORIA PDE;HORNSBY;2077;;;20230622;20230803;745000;;R;RESIDENCE;32;;;0;AT322053;
C;082;4155860;4;20230807 01:12;32/SP94005;
D;082;4155860;4;20230807 01:12;P;;;;;;
D;082;4155860;4;20230807 01:12;P;;;;;;
D;082;4155860;4;20230807 01:12;P;;;;;;
D;082;4155860;4;20230807 01:12;V;;;;;;
B;082;4227012;5;20230807 01:12;;57;2;LODGE ST;HORNSBY;2077;98;M;20230622;20230803;680000;;R;RESIDENCE;57;;;0;AT321434;
C;082;4227012;5;20230807 01:12;57/SP99840;
D;082;4227012;5;20230807 01:12;P;;;;;;
D;082;4227012;5;20230807 01:12;P;;;;;;
D;082;4227012;5;20230807 01:12;V;;;;;;
D;082;4227012;5;20230807 01:12;V;;;;;;
