A;RTSALEDATA;004;20230605 01:08;VALNET;
B;004;4247734;1;20230605 01:08;;;5;KARANGALI ST;EDGEWORTH;2285;450;M;20230421;20230529;1110000;R2;R;RESIDENCE;;ACS;;0;AT128014;
C;004;4247734;1;20230605 01:08;133/1257379;
D;004;4247734;1;20230605 01:08;P;;;;;;
D;004;4247734;1;20230605 01:08;P;;;;;;
D;004;4247734;1;20230605 01:08;V;;;;;;
D;004;4247734;1;20230605 01:08;V;;;;;;
B;004;103059;2;20230605 01:08;;;6;ROBERT ST;BELMONT SOUTH;2280;539.5;M;20230406;20230530;757070;R2;R;RESIDENCE;;AJH;;0;AT130957;
C;004;103059;2;20230605 01:08;4/A/1091;
D;004;103059;2;20230605 01:08;P;;;;;;
D;004;103059;2;20230605 01:08;V;;;;;;
D;004;103059;2;20230605 01:08;V;;;;;;
B;004;103417;3;20230605 01:08;;;31;SPINNAKER RIDGE WAY;BELMONT;2280;658.4;M;20230405;20230530;1095000;R2;R;RESIDENCE;;AJA;;0;AT131884;
C;004;103417;3;20230605 01:08;302/787415;
D;004;103417;3;20230605 01:08;P;;;;;;
D;004;103417;3;20230605 01:08;V;;;;;;
D;004;103417;3;20230605 01:08;V;;;;;;
B;004;98005;4;20230605 01:08;;;4;NEWHAVEN CL;BALMORAL;2283;1100;M;20230501;20230529;375000;R2;R;RESIDENCE;;AMC;;0;AT127017;
C;004;98005;4;20230605 01:08;119/553021;
D;004;98005;4;20230605 01:08;P;;;;;;
D;004;98005;4;20230605 01:08;P;;;;;;
D;004;98005;4;20230605 01:08;V;;;;;;
D;004;98005;4;20230605 01:08;V;;;;;;
B;004;98098;5;20230605 01:08;;;7;ADA ST;BELMONT;2280;493.2;M;20230525;20230530;716666;R2;R;RESIDENCE;;WJD;;0;AT130508;
C;004;98098;5;20230605 01:08;3/339741;
D;004;98098;5;20230605 01:08;P;;;;;;
D;004;98098;5;20230605 01:08;P;;;;;;
D;004;98098;5;20230605 01:08;V;;;;;;
D;004;98098;5;20230605 01:08;V;;;;;;
D;004;98098;5;20230605 01:08;V;;;;;;
B;004;99090;6;20230605 01:08;;;13;CROWN ST;BELMONT;2280;619.7;M;20230422;20230529;1225000;R2;R;RESIDENCE;;AJA;;0;AT126313;
C;004;99090;6;20230605 01:08;42/15770;
D;004;99090;6;20230605 01:08;P;;;;;;
D;004;99090;6;20230605 01:08;P;;;;;;
D;004;99090;6;20230605 01:08;V;;;;;;
