A;RTSALEDATA;143;20210201 01:01;VALNET;
B;143;2920592;1;20210201 01:01;;64;14;STATION ST;HOMEBUSH;2140;;;20201212;20210127;645000;;R;RESIDENCE;64;;;0;AQ755500;
C;143;2920592;1;20210201 01:01;64/SP67838;
D;143;2920592;1;20210201 01:01;P;;;;;;
D;143;2920592;1;20210201 01:01;P;;;;;;
D;143;2920592;1;20210201 01:01;V;;;;;;
D;143;2920592;1;20210201 01:01;V;;;;;;
B;143;3467470;2;20210201 01:01;;12;37;ABBOTSFORD RD;HOMEBUSH;2140;;;20201212;20210125;642000;;R;RESIDENCE;12;;;0;AQ748205;
C;143;3467470;2;20210201 01:01;12/SP82417;
D;143;3467470;2;20210201 01:01;P;;;;;;
D;143;3467470;2;20210201 01:01;V;;;;;;
D;143;3467470;2;20210201 01:01;V;;;;;;
B;143;4201902;3;20210201 01:01;BUILDING A;303;40;LOFTUS CRES;HOMEBUSH;2140;108;M;20201216;20210127;630000;;R;RESIDENCE;52;;;0;AQ753248;
C;143;4201902;3;20210201 01:01;52/SP99263;
D;143;4201902;3;20210201 01:01;P;;;;;;
D;143;4201902;3;20210201 01:01;P;;;;;;
D;143;4201902;3;20210201 01:01;V;;;;;;
B;143;3164720;4;20210201 01:01;;9;19;EASTBOURNE RD;HOMEBUSH WEST;2140;77;M;20201217;20210128;420000;;R;RESIDENCE;9;;;0;AQ757598;
C;143;3164720;4;20210201 01:01;9/SP74742;
D;143;3164720;4;20210201 01:01;P;;;;;;
D;143;3164720;4;20210201 01:01;V;;;;;;
D;143;3164720;4;20210201 01:01;V;;;;;;
B;143;1555792;5;20210201 01:01;;;51;MERLEY RD;STRATHFIELD;2135;916.9;M;20201024;20210122;2235000;R2;R;RESIDENCE;;EAA;;0;AQ744760;
C;143;1555792;5;20210201 01:01;A/394641;
D;143;1555792;5;20210201 01:01;P;;;;;;
D;143;1555792;5;20210201 01:01;V;;;;;;
D;143;1555792;5;20210201 01:01;V;;;;;;
B;143;1558475;6;20210201 01:01;;;3;WAKEFORD RD;STRATHFIELD;2135;663.9;M;20201211;20210122;3500000;R2;R;RESIDENCE;;EPP;;0;AQ742477;
C;143;1558475;6;20210201 01:01;B/386343;
D;143;1558475;6;20210201 01:01;P;;;;;;
D;143;1558475;6;20210201 01:01;P;;;;;;
D;143;1558475;6;20210201 01:01;V;;;;;;
D;143;1558475;6;20210201 01:01;V;;;;;;
B;143;1558689;7;20210201 01:01;;;41 C;WATER ST;BELFIELD;2191;365.1;M;20201205;20210128;1300000;R2;R;RESIDENCE;;ERS;;0;AQ756159;
C;143;1558689;7;20210201 01:01;20/1000789;
D;143;1558689;7;20210201 01:01;P;;;;;;
D;143;1558689;7;20210201 01:01;P;;;;;;
D;143;1558689;7;20210201 01:01;V;;;;;;
D;143;1558689;7;20210201 01:01;V;;;;;;
B;143;1551221;8;20210201 01:01;;6;2;CARRINGTON AVE;STRATHFIELD;2135;;;20201204;20210122;960000;;R;RESIDENCE;6;;;0;AQ743702;
C;143;1551221;8;20210201 01:01;6/SP30401;
D;143;1551221;8;20210201 01:01;P;;;;;;
D;143;1551221;8;20210201 01:01;P;;;;;;
D;143;1551221;8;20210201 01:01;V;;;;;;
D;143;1551221;8;20210201 01:01;V;;;;;;
B;143;1557090;9;20210201 01:01;;7;6;REDMYRE RD;STRATHFIELD;2135;123.6;M;20201212;20210125;650000;;R;RESIDENCE;7;;;0;AQ748445;
C;143;1557090;9;20210201 01:01;7/SP4715;
D;143;1557090;9;20210201 01:01;P;;;;;;
D;143;1557090;9;20210201 01:01;V;;;;;;
B;143;1549939;10;20210201 01:01;;;21;BARKER RD;STRATHFIELD;2135;1088;M;20201128;20210122;5925000;R2;R;RESIDENCE;;EGG;;0;AQ745876;
C;143;1549939;10;20210201 01:01;10/12545;
D;143;1549939;10;20210201 01:01;P;;;;;;
D;143;1549939;10;20210201 01:01;P;;;;;;
D;143;1549939;10;20210201 01:01;V;;;;;;
D;143;1549939;10;20210201 01:01;V;;;;;;
B;143;1550154;11;20210201 01:01;;56;1;BENNETT AVE;STRATHFIELD SOUTH;2136;;;20201218;20210125;815000;;R;RESIDENCE;3;;;0;AQ748529;
C;143;1550154;11;20210201 01:01;3/SP38576;
D;143;1550154;11;20210201 01:01;P;;;;;;
D;143;1550154;11;20210201 01:01;V;;;;;;
D;143;1550154;11;20210201 01:01;V;;;;;;
B;143;3812245;12;20210201 01:01;;22;38;ALBERT RD;STRATHFIELD;2135;119;M;20201214;20210125;800000;;R;RESIDENCE;22;;;0;AQ749835;
C;143;3812245;12;20210201 01:01;22/SP90619;
D;143;3812245;12;20210201 01:01;P;;;;;;
D;143;3812245;12;20210201 01:01;V;;;;;;
D;143;3812245;12;20210201 01:01;V;;;;;;
B;143;3882549;13;20210201 01:01;;2;258;HOMEBUSH RD;STRATHFIELD;2135;103;M;20201214;20210125;529000;;R;RESIDENCE;2;;;0;AQ749256;
C;143;3882549;13;20210201 01:01;2/SP90010;
D;143;3882549;13;20210201 01:01;P;;;;;;
D;143;3882549;13;20210201 01:01;V;;;;;;
D;143;3882549;13;20210201 01:01;V;;;;;;
D;143;3882549;13;20210201 01:01;V;;;;;;
D;143;3882549;13;20210201 01:01;V;;;;;;
D;143;3882549;13;20210201 01:01;V;;;;;;
B;143;3704264;14;20210201 01:01;CENTENARY PARK;303;81;COURALLIE AVE BUILDING G;HOMEBUSH WEST;2140;153;M;20201212;20210125;650000;;R;RESIDENCE;520;;;0;AQ750082;
C;143;3704264;14;20210201 01:01;520/SP90441;
D;143;3704264;14;20210201 01:01;P;;;;;;
D;143;3704264;14;20210201 01:01;P;;;;;;
D;143;3704264;14;20210201 01:01;V;;;;;;
B;143;4261113;15;20210201 01:01;BUILDING A;707;86;CENTENARY DR;STRATHFIELD;2135;79;M;20201222;20210122;567000;;R;RESIDENCE;78;;;0;AQ746428;
C;143;4261113;15;20210201 01:01;78/SP100251;
D;143;4261113;15;20210201 01:01;P;;;;;;
D;143;4261113;15;20210201 01:01;V;;;;;;
B;143;4261113;16;20210201 01:01;BUILDING B;504;86;CENTENARY DR;STRATHFIELD;2135;125;M;20201221;20210122;740000;;R;RESIDENCE;111;;;0;AQ745469;
C;143;4261113;16;20210201 01:01;111/SP100251;
D;143;4261113;16;20210201 01:01;P;;;;;;
D;143;4261113;16;20210201 01:01;V;;;;;;
B;143;4261113;17;20210201 01:01;BUILDING B;308;86;CENTENARY DR;STRATHFIELD;2135;118;M;20201216;20210122;768000;;R;RESIDENCE;145;;;0;AQ744706;
C;143;4261113;17;20210201 01:01;145/SP100251;
D;143;4261113;17;20210201 01:01;P;;;;;;
D;143;4261113;17;20210201 01:01;V;;;;;;
B;143;4314492;18;20210201 01:01;;1;26;SHORT ST;HOMEBUSH;2140;82;M;20201016;20210122;450000;;R;RESIDENCE;1;;;0;AQ743592;
C;143;4314492;18;20210201 01:01;1/SP76236;
D;143;4314492;18;20210201 01:01;P;;;;;;
D;143;4314492;18;20210201 01:01;V;;;;;;
D;143;4314492;18;20210201 01:01;V;;;;;;
B;143;4314492;19;20210201 01:01;;14;26;SHORT ST;HOMEBUSH;2140;95;M;20201211;20210122;550000;;R;RESIDENCE;14;;;0;AQ745100;
C;143;4314492;19;20210201 01:01;14/SP76236;
D;143;4314492;19;20210201 01:01;P;;;;;;
D;143;4314492;19;20210201 01:01;V;;;;;;
D;143;4314492;19;20210201 01:01;V;;;;;;
Z;101;19;19;61;
