A;RTSALEDATA;116;20231225 01:07;VALNET;
B;116;1239692;1;20231225 01:07;ALLWOOD;;395;BOUNDARY RD;PEAK HILL;2869;757.6;H;20231211;20231215;2870000;RU1;3;FARM;;RPH;;0;AT697257;
C;116;1239692;1;20231225 01:07;8, 9/754016;
D;116;1239692;1;20231225 01:07;P;;;;;;
D;116;1239692;1;20231225 01:07;V;;;;;;
B;116;1239817;2;20231225 01:07;;;44;CROFT ST;TRUNDLE;2875;1.012;H;20031003;20031024;60000;RU5;R;RESIDENCE;;ZTR;;0;AT694994;
C;116;1239817;2;20231225 01:07;59/752121;
D;116;1239817;2;20231225 01:07;P;;;;;;
D;116;1239817;2;20231225 01:07;P;;;;;;
D;116;1239817;2;20231225 01:07;V;;;;;;
B;116;1239867;3;20231225 01:07;;;67;FORBES ST;TRUNDLE;2875;1251;M;20231110;20231218;80000;RU5;R;RESIDENCE;;ZTR;;0;AT706682;
C;116;1239867;3;20231225 01:07;4/C/4249 1/336537;
D;116;1239867;3;20231225 01:07;P;;;;;;
D;116;1239867;3;20231225 01:07;P;;;;;;
D;116;1239867;3;20231225 01:07;V;;;;;;
B;116;1239889;4;20231225 01:07;;;3;FORBES ST;TRUNDLE;2875;1012;M;20231124;20231218;58500;RU5;V;VACANT LAND;;ZTR;;0;AT707256;
C;116;1239889;4;20231225 01:07;6/B/4249;
D;116;1239889;4;20231225 01:07;P;;;;;;
D;116;1239889;4;20231225 01:07;V;;;;;;
B;116;1242617;5;20231225 01:07;;;12;GRENFELL ST;PARKES;2870;922.62;M;20231208;20231220;270000;R1;R;RESIDENCE;;AAF;;0;AT715900;
C;116;1242617;5;20231225 01:07;420/750152;
D;116;1242617;5;20231225 01:07;P;;;;;;
D;116;1242617;5;20231225 01:07;V;;;;;;
D;116;1242617;5;20231225 01:07;V;;;;;;
D;116;1242617;5;20231225 01:07;V;;;;;;
B;116;1237896;6;20231225 01:07;DANGANMORE;;;GILLENBINE RD;TRUNDLE;2875;517.9;H;20230517;20231221;2364450;RU1;3;FARM;;RTY;;0;AT727810;
C;116;1237896;6;20231225 01:07;22, 41/752089;
D;116;1237896;6;20231225 01:07;P;;;;;;
D;116;1237896;6;20231225 01:07;V;;;;;;
B;116;1243214;7;20231225 01:07;;;5;LORKING ST;PARKES;2870;941.98;M;20231204;20231219;480000;R1;R;RESIDENCE;;AAA;;0;AT710944;
C;116;1243214;7;20231225 01:07;56/238599;
D;116;1243214;7;20231225 01:07;P;;;;;;
D;116;1243214;7;20231225 01:07;P;;;;;;
D;116;1243214;7;20231225 01:07;V;;;;;;
