A;RTSALEDATA;252;20220207 06:21;VALNET;
B;252;2676045;1;20220207 06:21;MAYFIELD;;900;OXLEY HWY;WALCHA;2354;161.9;H;20211221;20220202;1180742;RU1;3;FARM;;RWG;;0;AR857980;
C;252;2676045;1;20220207 06:21;108, 126, 137/756466;
D;252;2676045;1;20220207 06:21;P;;;;;;
D;252;2676045;1;20220207 06:21;P;;;;;;
D;252;2676045;1;20220207 06:21;V;;;;;;
D;252;2676045;1;20220207 06:21;V;;;;;;
D;252;2676045;1;20220207 06:21;V;;;;;;
B;252;2677228;2;20220207 06:21;IGA SUPERMARKET & RICHARDSONS HARDWARE;;16 W;FITZROY ST;WALCHA;2354;4638;M;20210524;20220131;1650000;B2;3;COMMERCIAL;;BCB;;0;AR846863;
C;252;2677228;2;20220207 06:21;1/996429;
D;252;2677228;2;20220207 06:21;P;;;;;;
D;252;2677228;2;20220207 06:21;V;;;;;;
Z;13;2;2;7;
