A;RTSALEDATA;171;20211213 01:28;VALNET;
B;171;1816707;1;20211213 01:28;;;55;HENRY LAWSON DR;TERRANORA;2486;1246;M;20211106;20211206;890000;RU5;R;RESIDENCE;;AMA;;0;AR688325;
C;171;1816707;1;20211213 01:28;86/841923;
D;171;1816707;1;20211213 01:28;P;;;;;;
D;171;1816707;1;20211213 01:28;P;;;;;;
D;171;1816707;1;20211213 01:28;V;;;;;;
D;171;1816707;1;20211213 01:28;V;;;;;;
B;171;4003965;2;20211213 01:28;;;44 A;SEASIDE DR;KINGSCLIFF;2487;251.6;M;20211008;20211207;1625000;R3;R;RESIDENCE;;AKO;;0;AR692518;
C;171;4003965;2;20211213 01:28;17/1224080;
D;171;4003965;2;20211213 01:28;P;;;;;;
D;171;4003965;2;20211213 01:28;P;;;;;;
D;171;4003965;2;20211213 01:28;V;;;;;;
D;171;4003965;2;20211213 01:28;V;;;;;;
B;171;3762784;3;20211213 01:28;;;1;FRESHFIELD WAY;MURWILLUMBAH;2484;722.9;M;20211103;20211207;860000;R2;R;RESIDENCE;;ALR;;0;AR692528;
C;171;3762784;3;20211213 01:28;428/1190341;
D;171;3762784;3;20211213 01:28;P;;;;;;
D;171;3762784;3;20211213 01:28;P;;;;;;
D;171;3762784;3;20211213 01:28;V;;;;;;
D;171;3762784;3;20211213 01:28;V;;;;;;
B;171;1830940;4;20211213 01:28;;;54;ROYAL DR;POTTSVILLE;2489;800;M;20211105;20211207;1450000;R2;R;RESIDENCE;;AJK;;0;AR692530;
C;171;1830940;4;20211213 01:28;63/866656;
D;171;1830940;4;20211213 01:28;P;;;;;;
D;171;1830940;4;20211213 01:28;P;;;;;;
D;171;1830940;4;20211213 01:28;P;;;;;;
D;171;1830940;4;20211213 01:28;V;;;;;;
D;171;1830940;4;20211213 01:28;V;;;;;;
B;171;1815423;5;20211213 01:28;;;13;GLEN AYR DR;BANORA POINT;2486;733.8;M;20211104;20211206;780000;R2;R;RESIDENCE;;AHQ;;0;AR688548;
C;171;1815423;5;20211213 01:28;141/806789;
D;171;1815423;5;20211213 01:28;P;;;;;;
D;171;1815423;5;20211213 01:28;V;;;;;;
B;171;2945742;6;20211213 01:28;;;4;BOOKA RD;UPPER CRYSTAL CREEK;2484;43.18;H;20211008;20211207;1200000;RU2;V;VACANT LAND;;RTA;;0;AR693785;
C;171;2945742;6;20211213 01:28;4/1016003;
D;171;2945742;6;20211213 01:28;P;;;;;;
D;171;2945742;6;20211213 01:28;V;;;;;;
D;171;2945742;6;20211213 01:28;V;;;;;;
B;171;1834474;7;20211213 01:28;;21;6;THOMSON ST;TWEED HEADS;2485;;;20211104;20211206;790000;;R;RESIDENCE;21;;;0;AR688868;
C;171;1834474;7;20211213 01:28;21/SP42450;
D;171;1834474;7;20211213 01:28;P;;;;;;
D;171;1834474;7;20211213 01:28;P;;;;;;
D;171;1834474;7;20211213 01:28;V;;;;;;
D;171;1834474;7;20211213 01:28;V;;;;;;
B;171;1826676;8;20211213 01:28;;;5;OXLEY ST;TWEED HEADS SOUTH;2486;809.4;M;20210904;20211207;750000;R2;R;RESIDENCE;;ANK;;0;AR694797;
C;171;1826676;8;20211213 01:28;7/539025;
D;171;1826676;8;20211213 01:28;P;;;;;;
D;171;1826676;8;20211213 01:28;V;;;;;;
B;171;3263498;9;20211213 01:28;;210;2;PANDANUS PDE;CABARITA BEACH;2488;;;20211025;20211206;1300000;;R;RESIDENCE;23;;;0;AR689067;
C;171;3263498;9;20211213 01:28;23/SP77096;
D;171;3263498;9;20211213 01:28;P;;;;;;
D;171;3263498;9;20211213 01:28;P;;;;;;
D;171;3263498;9;20211213 01:28;V;;;;;;
B;171;1811470;10;20211213 01:28;;;9;CRYSTAL WATERS DR;TWEED HEADS;2485;889.5;M;20211120;20211209;1600000;R2;R;RESIDENCE;;ANJ;;0;AR702062;
C;171;1811470;10;20211213 01:28;59/260022;
D;171;1811470;10;20211213 01:28;P;;;;;;
D;171;1811470;10;20211213 01:28;P;;;;;;
D;171;1811470;10;20211213 01:28;V;;;;;;
D;171;1811470;10;20211213 01:28;V;;;;;;
B;171;1824920;11;20211213 01:28;;;4;SPRING LANE;MURWILLUMBAH;2484;619.7;M;20211028;20211208;1000000;R2;R;RESIDENCE;;AJQ;;0;AR696230;
C;171;1824920;11;20211213 01:28;2/382737;
D;171;1824920;11;20211213 01:28;P;;;;;;
D;171;1824920;11;20211213 01:28;P;;;;;;
D;171;1824920;11;20211213 01:28;V;;;;;;
B;171;1825248;12;20211213 01:28;;2;8;NULLUM ST;MURWILLUMBAH;2484;;;20211006;20211203;2020000;;3;OFFICE;2;;;0;AR684580;
C;171;1825248;12;20211213 01:28;2/SP64636;
D;171;1825248;12;20211213 01:28;P;;;;;;
D;171;1825248;12;20211213 01:28;V;;;;;;
D;171;1825248;12;20211213 01:28;V;;;;;;
B;171;1825248;13;20211213 01:28;;4;8;NULLUM ST;MURWILLUMBAH;2484;;;20211006;20211203;2020000;;3;OFFICE;4;;;0;AR684580;
C;171;1825248;13;20211213 01:28;4/SP64636;
D;171;1825248;13;20211213 01:28;P;;;;;;
D;171;1825248;13;20211213 01:28;V;;;;;;
D;171;1825248;13;20211213 01:28;V;;;;;;
B;171;1815762;14;20211213 01:28;;;39;GOLLAN DR;TWEED HEADS WEST;2485;607;M;20211108;20211208;965000;R2;R;RESIDENCE;;ALC;;0;AR700295;
C;171;1815762;14;20211213 01:28;308/30961;
D;171;1815762;14;20211213 01:28;P;;;;;;
D;171;1815762;14;20211213 01:28;V;;;;;;
D;171;1815762;14;20211213 01:28;V;;;;;;
B;171;1828962;15;20211213 01:28;;;72;PIONEER PDE;BANORA POINT;2486;607;M;20211105;20211206;880000;R2;R;RESIDENCE;;AHM;;0;AR689553;
C;171;1828962;15;20211213 01:28;22/31457;
D;171;1828962;15;20211213 01:28;P;;;;;;
D;171;1828962;15;20211213 01:28;P;;;;;;
D;171;1828962;15;20211213 01:28;V;;;;;;
B;171;3929287;16;20211213 01:28;;;424;ZARA RD;CHILLINGHAM;2484;57.88;H;20210824;20211203;2595000;RU2;R;RESIDENCE;;RTA;;0;AR684139;
C;171;3929287;16;20211213 01:28;4/1220263;
D;171;3929287;16;20211213 01:28;P;;;;;;
D;171;3929287;16;20211213 01:28;P;;;;;;
D;171;3929287;16;20211213 01:28;V;;;;;;
D;171;3929287;16;20211213 01:28;V;;;;;;
B;171;1806333;17;20211213 01:28;;;11;BLUE WATERS CRES;TWEED HEADS WEST;2485;733.5;M;20211201;20211207;795000;R2;R;RESIDENCE;;ANJ;;0;AR693724;
C;171;1806333;17;20211213 01:28;17/238224;
D;171;1806333;17;20211213 01:28;P;;;;;;
D;171;1806333;17;20211213 01:28;P;;;;;;
D;171;1806333;17;20211213 01:28;V;;;;;;
D;171;1806333;17;20211213 01:28;V;;;;;;
B;171;1806235;18;20211213 01:28;;;12;BLUE HAZE CRES;BANORA POINT;2486;670.3;M;20211022;20211206;1575000;R2;R;RESIDENCE;;AHM;;0;AR686338;
C;171;1806235;18;20211213 01:28;31/239615;
D;171;1806235;18;20211213 01:28;P;;;;;;
D;171;1806235;18;20211213 01:28;P;;;;;;
D;171;1806235;18;20211213 01:28;V;;;;;;
B;171;2858769;19;20211213 01:28;;;19;SHE-OAK LANE;CASUARINA;2487;686.5;M;20210909;20211206;4000000;R2;R;RESIDENCE;;ALS;;0;AR689744;
C;171;2858769;19;20211213 01:28;35/1031933;
D;171;2858769;19;20211213 01:28;P;;;;;;
D;171;2858769;19;20211213 01:28;P;;;;;;
D;171;2858769;19;20211213 01:28;V;;;;;;
D;171;2858769;19;20211213 01:28;V;;;;;;
B;171;1814607;20;20211213 01:28;;;4;FIR ST;BILAMBIL HEIGHTS;2486;1249;M;20211029;20211208;1000000;R2;R;RESIDENCE;;ANF;;0;AR696675;
C;171;1814607;20;20211213 01:28;17/832459;
D;171;1814607;20;20211213 01:28;P;;;;;;
D;171;1814607;20;20211213 01:28;P;;;;;;
D;171;1814607;20;20211213 01:28;V;;;;;;
D;171;1814607;20;20211213 01:28;V;;;;;;
D;171;1814607;20;20211213 01:28;V;;;;;;
B;171;1828271;21;20211213 01:28;;;28;PENINSULA DR;BILAMBIL HEIGHTS;2486;613.4;M;20211027;20211208;780000;R2;R;RESIDENCE;;ANF;;0;AR696774;
C;171;1828271;21;20211213 01:28;79/31041;
D;171;1828271;21;20211213 01:28;P;;;;;;
D;171;1828271;21;20211213 01:28;V;;;;;;
D;171;1828271;21;20211213 01:28;V;;;;;;
