A;RTSALEDATA;252;20210830 01:39;VALNET;
B;252;4379849;1;20210830 01:40;;;;OXLEY HWY;WALCHA;2354;21.98;H;20180627;20180807;105000;;3;FARM;;;;0;AR147146;
C;252;4379849;1;20210830 01:40;PT 101/1253356;
D;252;4379849;1;20210830 01:40;P;;;;;;
D;252;4379849;1;20210830 01:40;V;;;;;;
D;252;4379849;1;20210830 01:40;V;;;;;;
D;252;4379849;1;20210830 01:40;V;;;;;;
B;252;4379850;2;20210830 01:40;;;;OXLEY HWY;WALCHA;2354;13.34;H;20180627;20180807;60000;;3;FARM;;;;0;AR147156;
C;252;4379850;2;20210830 01:40;PT 102/1253356;
D;252;4379850;2;20210830 01:40;P;;;;;;
D;252;4379850;2;20210830 01:40;P;;;;;;
D;252;4379850;2;20210830 01:40;V;;;;;;
D;252;4379850;2;20210830 01:40;V;;;;;;
D;252;4379850;2;20210830 01:40;V;;;;;;
B;252;3503140;3;20210830 01:40;;;140;OHIO NORTH RD;WALCHA;2354;34.8;H;20210607;20210820;1200000;RU1;3;FARM;;RWA;;0;AR355323;
C;252;3503140;3;20210830 01:40;292/756502;
D;252;3503140;3;20210830 01:40;P;;;;;;
D;252;3503140;3;20210830 01:40;V;;;;;;
D;252;3503140;3;20210830 01:40;V;;;;;;
B;252;3431105;4;20210830 01:40;BRIDLEVALE;;83;NUGGETY GULLY RD;NOWENDOC;2354;1015.55;H;20210629;20210824;1800000;RU1;3;FARM;;RWN;;0;AR362540;
C;252;3431105;4;20210830 01:40;174/40607 123, 125/753691 44, 61, 62, 70/753716 Enclosure Permit 32635;
C;252;3431105;4;20210830 01:40;1 Enclosure Permit 57511;
D;252;3431105;4;20210830 01:40;P;;;;;;
D;252;3431105;4;20210830 01:40;V;;;;;;
Z;25;4;5;14;
