A;RTSALEDATA;252;20220606 01:15;VALNET;
B;252;2894789;1;20220606 01:15;KOHINUI PARK;;522;OAKLANDS RD;YARROWITCH;2354;336.197;H;20220428;20220512;3300000;RU1;R;RESIDENCE;;RWS;;0;AS121783;
C;252;2894789;1;20220606 01:15;144/257166 46, 47, 87, 88, 89, 93, 94, 95, 96, 99, 113/756475 Enclosur;
C;252;2894789;1;20220606 01:15;e Permit 57177;
D;252;2894789;1;20220606 01:15;P;;;;;;
D;252;2894789;1;20220606 01:15;P;;;;;;
D;252;2894789;1;20220606 01:15;V;;;;;;
D;252;2894789;1;20220606 01:15;V;;;;;;
B;252;2677276;2;20220606 01:15;;;153 W;FITZROY ST;WALCHA;2354;973.8;M;20220224;20220527;200000;R1;R;RESIDENCE;;AAA;;0;AS166573;
C;252;2677276;2;20220606 01:15;A/346724 B/398432;
D;252;2677276;2;20220606 01:15;P;;;;;;
D;252;2677276;2;20220606 01:15;P;;;;;;
D;252;2677276;2;20220606 01:15;P;;;;;;
D;252;2677276;2;20220606 01:15;V;;;;;;
Z;15;2;3;8;
