A;RTSALEDATA;164;20240715 01:06;VALNET;
B;164;3375062;1;20240715 01:06;;;19;TAYLORS ARM RD;UPPER TAYLORS ARM;2447;727.2;M;20240625;20240709;280000;RU5;R;RESIDENCE;;VTA;;0;AU230099;
C;164;3375062;1;20240715 01:06;7/21766;
D;164;3375062;1;20240715 01:06;P;;;;;;
D;164;3375062;1;20240715 01:06;P;;;;;;
D;164;3375062;1;20240715 01:06;V;;;;;;
B;164;4210213;2;20240715 01:06;;;3;GALAH GR;NAMBUCCA HEADS;2448;693;M;20240708;20240711;285000;R1;V;VACANT LAND;;ANH;;0;AU236903;
C;164;4210213;2;20240715 01:06;112/1252556;
D;164;4210213;2;20240715 01:06;P;;;;;;
D;164;4210213;2;20240715 01:06;P;;;;;;
D;164;4210213;2;20240715 01:06;V;;;;;;
B;164;3587099;3;20240715 01:06;;;32;PEARL CCT;VALLA;2448;1.07;H;20240613;20240711;595000;R5;V;VACANT LAND;;ARN;;0;AU235506;
C;164;3587099;3;20240715 01:06;32/1149595;
D;164;3587099;3;20240715 01:06;P;;;;;;
D;164;3587099;3;20240715 01:06;P;;;;;;
D;164;3587099;3;20240715 01:06;V;;;;;;
B;164;1800220;4;20240715 01:06;;;1;KENT ST;SCOTTS HEAD;2447;679.8;M;20240603;20240708;1400000;R3;R;RESIDENCE;;ACD;;0;AU225606;
C;164;1800220;4;20240715 01:06;100/804716;
D;164;1800220;4;20240715 01:06;P;;;;;;
D;164;1800220;4;20240715 01:06;P;;;;;;
D;164;1800220;4;20240715 01:06;V;;;;;;
D;164;1800220;4;20240715 01:06;V;;;;;;
B;164;1798703;5;20240715 01:06;;;2133;GIINAGAY WAY;NAMBUCCA HEADS;2448;581.7;M;20240611;20240709;640000;R1;R;RESIDENCE;;ANH;;0;AU229525;
C;164;1798703;5;20240715 01:06;8/2/758085;
D;164;1798703;5;20240715 01:06;P;;;;;;
D;164;1798703;5;20240715 01:06;V;;;;;;
B;164;1796561;6;20240715 01:06;;;161;FLORENCE WILMONT DR;NAMBUCCA HEADS;2448;7500;M;20240503;20240708;1305000;R5;R;RESIDENCE;;ARC;;0;AU224857;
C;164;1796561;6;20240715 01:06;7/816018;
D;164;1796561;6;20240715 01:06;P;;;;;;
D;164;1796561;6;20240715 01:06;P;;;;;;
D;164;1796561;6;20240715 01:06;V;;;;;;
D;164;1796561;6;20240715 01:06;V;;;;;;
B;164;1794054;7;20240715 01:06;;;2;KYLIE ST;MACKSVILLE;2447;1783;M;20240701;20240705;847000;E4;3;COMMERCIAL;;EIB;;0;AU222208;
C;164;1794054;7;20240715 01:06;135/622482;
D;164;1794054;7;20240715 01:06;P;;;;;;
D;164;1794054;7;20240715 01:06;V;;;;;;
D;164;1794054;7;20240715 01:06;V;;;;;;
B;164;3797009;8;20240715 01:06;;;226;RICHARDS RD;NEWEE CREEK;2447;4.62;H;20230803;20240710;850000;RU2;R;RESIDENCE;;RCD;;0;AU233406;
C;164;3797009;8;20240715 01:06;2/223664;
D;164;3797009;8;20240715 01:06;P;;;;;;
D;164;3797009;8;20240715 01:06;P;;;;;;
D;164;3797009;8;20240715 01:06;V;;;;;;
Z;43;8;8;25;
